,Device.Name,AnimalID,Device.ID,Date...Time..GMT.,Date...Time..Local.,Latitude,Longitude,Altitude,Fix.Status,DOP,Temp..C.,Main..V.,Back..V.,Capture_Pasture,TimeStamp,TimeStamp1
449,HRG 192 F2,F2,41886,43315.62535,43315.29201,39.0200836,-123.0664625,677.44,3D-V Fix,2.2,24,3.52,0.16,Orchard,2018-8-3 08:00,8/3/18 8:00
450,HRG 196 K4,K4,41890,43315.62558,43315.29225,38.9991717,-123.0958678,248.58,3D-V Fix,1.8,16,3.52,3.52,Foster Bio,2018-8-3 08:00,8/3/18 8:00
451,HRG 192 F2,F2,41886,43315.66682,43315.33348,39.0170453,-123.0638478,648.97,3D-V Fix,3.4,23,3.52,0.16,Orchard,2018-8-3 09:00,8/3/18 9:00
452,HRG 196 K4,K4,41890,43315.66684,43315.33351,38.9991392,-123.0964111,202.2,3D-V Fix,2.2,19,3.52,3.52,Foster Bio,2018-8-3 09:00,8/3/18 9:00
453,HRG 194,A4,41888,43315.667,43315.33367,39.0356497,-123.0911775,662.21,3D-V Fix,2,24,3.52,3.6,James I,2018-8-3 09:00,8/3/18 9:00
454,HRG 194,A4,41888,43315.70839,43315.37506,39.0305325,-123.0901978,548.38,3D-V Fix,2.2,26,3.52,3.52,James I,2018-8-3 10:00,8/3/18 10:00
455,HRG 196 K4,K4,41890,43315.70855,43315.37522,38.9990275,-123.0964622,258.83,3D-V Fix,3,25,3.52,3.52,Foster Bio,2018-8-3 10:00,8/3/18 10:00
456,HRG 192 F2,F2,41886,43315.70904,43315.37571,39.0145686,-123.0668714,564.22,3D Fix,3.4,25,3.52,0.16,Orchard,2018-8-3 10:01,8/3/18 10:01
457,HRG 196 K4,K4,41890,43315.75023,43315.4169,38.9996533,-123.0975061,214.33,3D-V Fix,2.2,30,3.52,3.6,Foster Bio,2018-8-3 11:00,8/3/18 11:00
458,HRG 192 F2,F2,41886,43315.75034,43315.417,39.0150206,-123.0669622,551.56,3D-V Fix,2.2,27,3.52,0.16,Orchard,2018-8-3 11:00,8/3/18 11:00
459,HRG 194,A4,41888,43315.75035,43315.41701,39.0317097,-123.0907844,558.67,3D-V Fix,2.2,29,3.52,3.6,James I,2018-8-3 11:00,8/3/18 11:00
460,HRG 194,A4,41888,43315.79183,43315.4585,39.0317547,-123.0905969,542.96,3D-V Fix,8.6,33,3.52,3.6,James I,2018-8-3 12:00,8/3/18 12:00
461,HRG 192 F2,F2,41886,43315.79194,43315.45861,39.0148242,-123.0670197,564.17,3D-V Fix,1.8,30,3.52,0.16,Orchard,2018-8-3 12:00,8/3/18 12:00
462,HRG 196 K4,K4,41890,43315.79238,43315.45905,39.0007069,-123.0977014,204.96,3D Fix,3.8,35,3.52,3.6,Foster Bio,2018-8-3 12:01,8/3/18 12:01
463,HRG 192 F2,F2,41886,43315.83346,43315.50013,39.014895,-123.0669628,544.92,3D-V Fix,5.8,32,3.6,0.16,Orchard,2018-8-3 13:00,8/3/18 13:00
464,HRG 194,A4,41888,43315.83368,43315.50035,39.0335831,-123.0927408,548.26,3D-V Fix,2.6,34,3.52,3.6,James I,2018-8-3 13:00,8/3/18 13:00
465,HRG 196 K4,K4,41890,43315.83369,43315.50036,39.0008006,-123.0964611,60.26,3D-V Fix,5.8,35,3.52,3.6,Foster Bio,2018-8-3 13:00,8/3/18 13:00
466,HRG 192 F2,F2,41886,43315.87515,43315.54182,39.0148511,-123.0676258,543.01,3D-V Fix,4.8,35,3.6,0.08,Orchard,2018-8-3 14:00,8/3/18 14:00
467,HRG 194,A4,41888,43315.87516,43315.54183,39.0336183,-123.0926542,549.76,3D-V Fix,3.4,35,3.52,3.6,James I,2018-8-3 14:00,8/3/18 14:00
468,HRG 196 K4,K4,41890,43315.8753,43315.54197,39.0009031,-123.0965608,179.65,3D-V Fix,4.8,35,3.52,3.6,Foster Bio,2018-8-3 14:00,8/3/18 14:00
469,HRG 196 K4,K4,41890,43315.91736,43315.58403,39.0006344,-123.0948483,229.21,3D-V Fix,2.8,36,3.52,3.6,Foster Bio,2018-8-3 15:00,8/3/18 15:00
470,HRG 194,A4,41888,43315.91765,43315.58432,39.0340481,-123.092945,548.1,3D-V Fix,4.8,35,3.52,3.6,James I,2018-8-3 15:01,8/3/18 15:01
471,HRG 192 F2,F2,41886,43315.91766,43315.58433,39.0154594,-123.0693058,520.02,3D-V Fix,2.2,36,3.52,0.08,Orchard,2018-8-3 15:01,8/3/18 15:01
472,HRG 196 K4,K4,41890,43315.95845,43315.62512,39.0005717,-123.0944236,267.98,3D-V Fix,3.4,37,3.6,3.6,Foster Bio,2018-8-3 16:00,8/3/18 16:00
473,HRG 194,A4,41888,43315.95862,43315.62529,39.0352519,-123.0927164,575.34,3D-V Fix,2.8,38,3.52,3.6,James I,2018-8-3 16:00,8/3/18 16:00
474,HRG 192 F2,F2,41886,43315.95889,43315.62556,39.0152331,-123.0681272,498.59,3D-V Fix,3.2,35,3.52,0.08,Orchard,2018-8-3 16:00,8/3/18 16:00
475,HRG 192 F2,F2,41886,43316.00016,43315.66683,39.0153281,-123.0681719,539.58,3D-V Fix,1.8,36,3.6,0.08,Orchard,2018-8-3 17:00,8/3/18 17:00
476,HRG 196 K4,K4,41890,43316.00016,43315.66683,39.0006328,-123.0944553,237.37,3D-V Fix,3.2,35,3.6,3.6,Foster Bio,2018-8-3 17:00,8/3/18 17:00
477,HRG 194,A4,41888,43316.00022,43315.66689,39.0352547,-123.0927789,590.86,3D-V Fix,2.8,35,3.52,3.6,James I,2018-8-3 17:00,8/3/18 17:00
478,HRG 192 F2,F2,41886,43316.04172,43315.70839,39.014665,-123.0671081,570.09,3D-V Fix,2.4,34,3.6,0.08,Orchard,2018-8-3 18:00,8/3/18 18:00
479,HRG 194,A4,41888,43316.04194,43315.70861,39.0361394,-123.0929522,607.83,3D-V Fix,2.8,35,3.52,3.6,James I,2018-8-3 18:00,8/3/18 18:00
480,HRG 196 K4,K4,41890,43316.04225,43315.70891,39.0005189,-123.0950317,227.55,3D-V Fix,1.6,34,3.52,3.6,Foster Bio,2018-8-3 18:00,8/3/18 18:00
481,HRG 196 K4,K4,41890,43316.0835,43315.75016,39.0008747,-123.0957058,245.53,3D-V Fix,3.4,32,3.6,3.6,Foster Bio,2018-8-3 19:00,8/3/18 19:00
482,HRG 192 F2,F2,41886,43316.08368,43315.75035,39.0174406,-123.0657528,615.46,3D-V Fix,4.8,31,3.6,0.08,Orchard,2018-8-3 19:00,8/3/18 19:00
483,HRG 194,A4,41888,43316.08368,43315.75035,39.0370856,-123.0921667,648.19,3D-V Fix,3.4,32,3.52,3.6,James I,2018-8-3 19:00,8/3/18 19:00
484,HRG 194,A4,41888,43316.12516,43315.79183,39.0370394,-123.092165,660.84,3D-V Fix,3.2,28,3.52,3.6,James I,2018-8-3 20:00,8/3/18 20:00
485,HRG 192 F2,F2,41886,43316.12535,43315.79201,39.0176058,-123.0657731,610.3,3D-V Fix,6.2,28,3.6,0.08,Orchard,2018-8-3 20:00,8/3/18 20:00
486,HRG 196 K4,K4,41890,43316.12535,43315.79201,39.0005436,-123.0973681,186.03,3D-V Fix,2.6,30,3.52,3.52,Foster Bio,2018-8-3 20:00,8/3/18 20:00
487,HRG 196 K4,K4,41890,43316.16701,43315.83368,39.0006258,-123.0981064,177.93,3D-V Fix,3,22,3.52,3.52,Foster Bio,2018-8-3 21:00,8/3/18 21:00
488,HRG 194,A4,41888,43316.16701,43315.83368,39.0367825,-123.0909208,659.51,3D-V Fix,1.8,26,3.52,3.6,James I,2018-8-3 21:00,8/3/18 21:00
489,HRG 192 F2,F2,41886,43316.16715,43315.83382,39.0174517,-123.0657169,610.78,3D-V Fix,1.6,26,3.52,0.08,Orchard,2018-8-3 21:00,8/3/18 21:00
490,HRG 192 F2,F2,41886,43316.20836,43315.87502,39.0174556,-123.0653042,613.41,3D-V Fix,1.8,25,3.6,0.08,Orchard,2018-8-3 22:00,8/3/18 22:00
491,HRG 194,A4,41888,43316.20847,43315.87514,39.03673,-123.0909197,676.22,3D-V Fix,2.2,25,3.52,3.6,James I,2018-8-3 22:00,8/3/18 22:00
492,HRG 196 K4,K4,41890,43316.20848,43315.87515,38.9996697,-123.0958094,218.46,3D-V Fix,4.2,24,3.52,3.52,Foster Bio,2018-8-3 22:00,8/3/18 22:00
493,HRG 192 F2,F2,41886,43316.25013,43315.91679,39.0173717,-123.0649311,624.89,3D-V Fix,3.2,25,3.6,0.16,Orchard,2018-8-3 23:00,8/3/18 23:00
494,HRG 194,A4,41888,43316.25014,43315.91681,39.0367219,-123.0908772,666.23,3D-V Fix,2.6,25,3.52,3.6,James I,2018-8-3 23:00,8/3/18 23:00
495,HRG 196 K4,K4,41890,43316.25035,43315.91701,38.9996192,-123.0958206,228.55,3D-V Fix,2,25,3.52,3.6,Foster Bio,2018-8-3 23:00,8/3/18 23:00
496,HRG 192 F2,F2,41886,43316.2917,43315.95837,39.0174253,-123.0649786,623.93,3D-V Fix,2.6,26,3.6,0.16,Orchard,2018-8-4 00:00,8/4/18 0:00
497,HRG 194,A4,41888,43316.29179,43315.95846,39.0367467,-123.0909097,672.36,3D-V Fix,3,25,3.52,3.6,James I,2018-8-4 00:00,8/4/18 0:00
498,HRG 196 K4,K4,41890,43316.29183,43315.9585,38.9988925,-123.0964567,221.72,3D-V Fix,2,24,3.52,3.52,Foster Bio,2018-8-4 00:00,8/4/18 0:00
499,HRG 192 F2,F2,41886,43316.33368,43316.00035,39.0173844,-123.0649986,626.32,3D-V Fix,2.2,25,3.52,0.16,Orchard,2018-8-4 01:00,8/4/18 1:00
500,HRG 196 K4,K4,41890,43316.33367,43316.00034,38.99897,-123.095925,225.39,3D-V Fix,2.6,23,3.52,3.52,Foster Bio,2018-8-4 01:00,8/4/18 1:00
501,HRG 194,A4,41888,43316.33395,43316.00061,39.0375433,-123.0912764,660.11,3D-V Fix,3.6,25,3.52,3.52,James I,2018-8-4 01:00,8/4/18 1:00
502,HRG 196 K4,K4,41890,43316.37517,43316.04184,38.9984936,-123.0960222,300.23,3D-V Fix,2.4,22,3.52,3.52,Foster Bio,2018-8-4 02:00,8/4/18 2:00
503,HRG 192 F2,F2,41886,43316.37521,43316.04188,39.0174928,-123.0649661,632.16,3D-V Fix,1.8,25,3.6,0.16,Orchard,2018-8-4 02:00,8/4/18 2:00
504,HRG 194,A4,41888,43316.37523,43316.0419,39.0370478,-123.0921578,653.37,3D-V Fix,1.4,24,3.52,3.6,James I,2018-8-4 02:00,8/4/18 2:00
505,HRG 192 F2,F2,41886,43316.41684,43316.08351,39.0184397,-123.0645047,650.1,3D-V Fix,2.2,21,3.6,0.16,Orchard,2018-8-4 03:00,8/4/18 3:00
506,HRG 194,A4,41888,43316.41683,43316.0835,39.0369906,-123.092165,656.43,3D-V Fix,1.8,24,3.52,3.52,James I,2018-8-4 03:00,8/4/18 3:00
507,HRG 196 K4,K4,41890,43316.41704,43316.0837,38.9986383,-123.0959775,245.46,3D-V Fix,3.8,22,3.52,3.52,Foster Bio,2018-8-4 03:00,8/4/18 3:00
508,HRG 196 K4,K4,41890,43316.4585,43316.12516,38.9987439,-123.0958939,215.08,3D-V Fix,3.6,21,3.52,3.52,Foster Bio,2018-8-4 04:00,8/4/18 4:00
509,HRG 194,A4,41888,43316.45869,43316.12536,39.0370622,-123.0921128,652.96,3D-V Fix,2,24,3.52,3.6,James I,2018-8-4 04:00,8/4/18 4:00
510,HRG 192 F2,F2,41886,43316.45889,43316.12556,39.0188689,-123.0637281,670.73,3D-V Fix,2,23,3.52,0.16,Orchard,2018-8-4 04:00,8/4/18 4:00
511,HRG 192 F2,F2,41886,43316.5001,43316.16677,39.0200567,-123.0636628,668.42,3D-V Fix,3,22,3.6,0.16,Orchard,2018-8-4 05:00,8/4/18 5:00
512,HRG 194,A4,41888,43316.50023,43316.1669,39.0370989,-123.0921889,647.95,3D-V Fix,1.8,23,3.52,3.6,James I,2018-8-4 05:00,8/4/18 5:00
513,HRG 196 K4,K4,41890,43316.50034,43316.167,38.9985686,-123.0961436,234.36,3D-V Fix,2,21,3.52,3.52,Foster Bio,2018-8-4 05:00,8/4/18 5:00
514,HRG 196 K4,K4,41890,43316.54181,43316.20847,38.9985883,-123.0961656,230.05,3D-V Fix,1.8,21,3.52,3.52,Foster Bio,2018-8-4 06:00,8/4/18 6:00
515,HRG 192 F2,F2,41886,43316.54201,43316.20868,39.0197881,-123.0655558,648.03,3D-V Fix,1.6,20,3.52,0.16,Orchard,2018-8-4 06:00,8/4/18 6:00
516,HRG 192 F2,F2,41886,43316.58353,43316.2502,39.0195778,-123.0645983,660.97,3D-V Fix,2.6,20,3.6,0.16,Orchard,2018-8-4 07:00,8/4/18 7:00
517,HRG 192 F2,F2,41886,43316.62513,43316.29179,39.0174764,-123.0656622,610.57,3D-V Fix,2.4,22,3.6,0.16,Orchard,2018-8-4 08:00,8/4/18 8:00
518,HRG 192 F2,F2,41886,43316.66721,43316.33388,39.0171942,-123.0658239,599.98,3D-V Fix,3.2,23,3.52,0.16,Orchard,2018-8-4 09:00,8/4/18 9:00
519,HRG 192 F2,F2,41886,43316.70845,43316.37512,39.0165383,-123.0681683,545.29,3D-V Fix,1.8,27,3.6,0.16,Orchard,2018-8-4 10:00,8/4/18 10:00
520,HRG 192 F2,F2,41886,43316.75013,43316.41679,39.0153406,-123.0691483,536.29,3D-V Fix,3.6,31,3.6,0.16,Orchard,2018-8-4 11:00,8/4/18 11:00
521,HRG 192 F2,F2,41886,43316.79201,43316.45868,39.0153256,-123.0691517,536.74,3D-V Fix,1.8,31,3.52,0.16,Orchard,2018-8-4 12:00,8/4/18 12:00
522,HRG 192 F2,F2,41886,43316.83389,43316.50056,39.0160711,-123.0706531,533.08,3D-V Fix,5.8,34,3.52,0.16,Orchard,2018-8-4 13:00,8/4/18 13:00
523,HRG 192 F2,F2,41886,43316.87513,43316.54179,39.0153886,-123.0714261,518.59,3D-V Fix,5.2,32,3.6,0.16,Orchard,2018-8-4 14:00,8/4/18 14:00
524,HRG 192 F2,F2,41886,43316.91709,43316.58376,39.0155303,-123.0702344,527.77,3D-V Fix,2.6,35,3.52,0.16,Orchard,2018-8-4 15:00,8/4/18 15:00
525,HRG 192 F2,F2,41886,43316.95888,43316.62554,39.0151036,-123.0693644,532.22,3D-V Fix,3.2,35,3.52,0.16,Orchard,2018-8-4 16:00,8/4/18 16:00
526,HRG 192 F2,F2,41886,43317.00021,43316.66688,39.0147425,-123.0671378,553.11,3D-V Fix,1.8,31,3.6,0.16,Orchard,2018-8-4 17:00,8/4/18 17:00
527,HRG 192 F2,F2,41886,43317.04201,43316.70868,39.0147419,-123.0670544,553.17,3D-V Fix,1.6,28,3.6,0.16,Orchard,2018-8-4 18:00,8/4/18 18:00
528,HRG 192 F2,F2,41886,43317.08353,43316.7502,39.0152831,-123.0669594,547.34,3D-V Fix,3.2,29,3.6,0.16,Orchard,2018-8-4 19:00,8/4/18 19:00
529,HRG 192 F2,F2,41886,43317.12512,43316.79178,39.0178436,-123.0678575,560.26,3D-V Fix,2.4,25,3.6,0.16,Orchard,2018-8-4 20:00,8/4/18 20:00
530,HRG 192 F2,F2,41886,43317.16683,43316.8335,39.0175542,-123.0657189,607.85,3D-V Fix,5.2,23,3.6,0.16,Orchard,2018-8-4 21:00,8/4/18 21:00
531,HRG 192 F2,F2,41886,43317.20889,43316.87556,39.0174678,-123.0656689,613.34,3D-V Fix,5.4,24,3.52,0.16,Orchard,2018-8-4 22:00,8/4/18 22:00
532,HRG 192 F2,F2,41886,43317.25009,43316.91676,39.0175161,-123.0658158,611.46,3D-V Fix,3.2,23,3.6,0.16,Orchard,2018-8-4 23:00,8/4/18 23:00
533,HRG 192 F2,F2,41886,43317.292,43316.95867,39.0174514,-123.0657808,609.24,3D-V Fix,1.4,21,3.52,0.16,Orchard,2018-8-5 00:00,8/5/18 0:00
534,HRG 192 F2,F2,41886,43317.33353,43317.0002,39.0175239,-123.0657481,607.24,3D-V Fix,2.4,22,3.6,0.16,Orchard,2018-8-5 01:00,8/5/18 1:00
535,HRG 192 F2,F2,41886,43317.37512,43317.04178,39.0174225,-123.0658567,629.05,3D-V Fix,2.6,22,3.6,0.16,Orchard,2018-8-5 02:00,8/5/18 2:00
536,HRG 192 F2,F2,41886,43317.417,43317.08367,39.0175181,-123.0656808,606.44,3D-V Fix,1.8,22,3.52,0.16,Orchard,2018-8-5 03:00,8/5/18 3:00
537,HRG 192 F2,F2,41886,43317.45852,43317.12519,39.0175342,-123.0656328,609.01,3D-V Fix,2.6,21,3.6,0.16,Orchard,2018-8-5 04:00,8/5/18 4:00
538,HRG 192 F2,F2,41886,43317.50009,43317.16676,39.0173717,-123.0657164,629.66,3D-V Fix,2.6,21,3.6,0.16,Orchard,2018-8-5 05:00,8/5/18 5:00
539,HRG 192 F2,F2,41886,43317.54189,43317.20855,39.0174842,-123.0657497,622.22,3D-V Fix,1.6,21,3.52,0.16,Orchard,2018-8-5 06:00,8/5/18 6:00
540,HRG 192 F2,F2,41886,43317.58354,43317.25021,39.018805,-123.0646367,655.66,3D-V Fix,2.4,19,3.52,0.16,Orchard,2018-8-5 07:00,8/5/18 7:00
541,HRG 192 F2,F2,41886,43317.62509,43317.29176,39.0188067,-123.0615453,711,3D-V Fix,3,21,3.6,0.16,Orchard,2018-8-5 08:00,8/5/18 8:00
542,HRG 192 F2,F2,41886,43317.66701,43317.33368,39.0137203,-123.0614258,599.48,3D-V Fix,2,25,3.52,0.16,Orchard,2018-8-5 09:00,8/5/18 9:00
543,HRG 192 F2,F2,41886,43317.70854,43317.37521,39.0129542,-123.0655153,566.27,3D-V Fix,3.8,26,3.6,0.16,Orchard,2018-8-5 10:00,8/5/18 10:00
544,HRG 192 F2,F2,41886,43317.75009,43317.41676,39.0100331,-123.0670256,488.41,3D-V Fix,4.2,29,3.6,0.16,Orchard,2018-8-5 11:00,8/5/18 11:00
545,HRG 192 F2,F2,41886,43317.79201,43317.45868,39.0147581,-123.0671119,554.18,3D-V Fix,1.8,29,3.52,0.16,Orchard,2018-8-5 12:00,8/5/18 12:00
546,HRG 192 F2,F2,41886,43317.83389,43317.50056,39.014765,-123.0671911,543.66,3D-V Fix,2.2,30,3.52,0.16,Orchard,2018-8-5 13:00,8/5/18 13:00
547,HRG 192 F2,F2,41886,43317.87509,43317.54176,39.0154525,-123.0685103,540,3D-V Fix,1.8,33,3.6,0.16,Orchard,2018-8-5 14:00,8/5/18 14:00
548,HRG 192 F2,F2,41886,43317.91701,43317.58368,39.0167686,-123.0687333,547.1,3D-V Fix,2,34,3.52,0.16,Orchard,2018-8-5 15:00,8/5/18 15:00
549,HRG 192 F2,F2,41886,43317.9586,43317.62527,39.0167717,-123.0687156,529.2,3D-V Fix,2.8,33,3.6,0.16,Orchard,2018-8-5 16:00,8/5/18 16:00
550,HRG 192 F2,F2,41886,43318.00019,43317.66685,39.0167081,-123.0686669,550.65,3D-V Fix,3.2,33,3.6,0.16,Orchard,2018-8-5 17:00,8/5/18 17:00
551,HRG 192 F2,F2,41886,43318.04201,43317.70868,39.0168058,-123.0683044,553.12,3D-V Fix,1.6,33,3.6,0.16,Orchard,2018-8-5 18:00,8/5/18 18:00
552,HRG 192 F2,F2,41886,43318.08353,43317.7502,39.0175736,-123.0657528,627.42,3D-V Fix,4,31,3.6,0.16,Orchard,2018-8-5 19:00,8/5/18 19:00
553,HRG 192 F2,F2,41886,43318.12523,43317.7919,39.0175061,-123.0656328,606.49,3D-V Fix,1.8,28,3.6,0.16,Orchard,2018-8-5 20:00,8/5/18 20:00
554,HRG 192 F2,F2,41886,43318.16676,43317.83343,39.0173522,-123.0656597,606.91,3D-V Fix,2.6,25,3.6,0.16,Orchard,2018-8-5 21:00,8/5/18 21:00
555,HRG 192 F2,F2,41886,43318.20852,43317.87519,39.0181733,-123.0669489,599.24,3D-V Fix,3.2,24,3.6,0.16,Orchard,2018-8-5 22:00,8/5/18 22:00
556,HRG 192 F2,F2,41886,43318.25036,43317.91703,39.0180983,-123.0670292,595.24,3D-V Fix,2.4,22,3.52,0.16,Orchard,2018-8-5 23:00,8/5/18 23:00
557,HRG 192 F2,F2,41886,43318.29185,43317.95852,39.0181439,-123.0670572,592.17,3D-V Fix,2,22,3.6,0.16,Orchard,2018-8-6 00:00,8/6/18 0:00
558,HRG 192 F2,F2,41886,43318.33355,43318.00022,39.0181183,-123.0670781,605.2,3D-V Fix,1.6,21,3.52,0.16,Orchard,2018-8-6 01:00,8/6/18 1:00
559,HRG 192 F2,F2,41886,43318.37519,43318.04185,39.0181719,-123.0670572,594.69,3D-V Fix,1.4,21,3.6,0.16,Orchard,2018-8-6 02:00,8/6/18 2:00
560,HRG 192 F2,F2,41886,43318.417,43318.08367,39.0181775,-123.067,600.27,3D-V Fix,2,20,3.52,0.16,Orchard,2018-8-6 03:00,8/6/18 3:00
561,HRG 192 F2,F2,41886,43318.45851,43318.12517,39.0180958,-123.0670581,597.14,3D-V Fix,2.6,21,3.6,0.16,Orchard,2018-8-6 04:00,8/6/18 4:00
562,HRG 192 F2,F2,41886,43318.50023,43318.1669,39.0180892,-123.0670397,604.42,3D-V Fix,2.4,20,3.6,0.16,Orchard,2018-8-6 05:00,8/6/18 5:00
563,HRG 192 F2,F2,41886,43318.54186,43318.20853,39.0188211,-123.0675742,569.28,3D-V Fix,7.6,20,3.6,0.16,Orchard,2018-8-6 06:00,8/6/18 6:00
564,HRG 192 F2,F2,41886,43318.58368,43318.25035,39.0185,-123.0659092,608.48,3D-V Fix,2.2,20,3.52,0.16,Orchard,2018-8-6 07:00,8/6/18 7:00
565,HRG 192 F2,F2,41886,43318.62517,43318.29184,39.0183661,-123.0659581,604.59,3D-V Fix,2.4,20,3.6,0.16,Orchard,2018-8-6 08:00,8/6/18 8:00
566,HRG 192 F2,F2,41886,43318.66686,43318.33353,39.0157422,-123.0671417,552.73,3D-V Fix,3.6,25,3.6,0.16,Orchard,2018-8-6 09:00,8/6/18 9:00
567,HRG 192 F2,F2,41886,43318.70867,43318.37534,39.0147408,-123.0680686,542.21,3D-V Fix,3.8,28,3.52,0.16,Orchard,2018-8-6 10:00,8/6/18 10:00
568,HRG 192 F2,F2,41886,43318.75056,43318.41722,39.0139769,-123.0681872,540.46,3D-V Fix,4.6,32,3.52,0.16,Orchard,2018-8-6 11:00,8/6/18 11:00
569,HRG 192 F2,F2,41886,43318.79201,43318.45868,39.013985,-123.0677611,540.97,3D-V Fix,1.6,33,3.52,0.16,Orchard,2018-8-6 12:00,8/6/18 12:00
570,HRG 192 F2,F2,41886,43318.83368,43318.50035,39.0147714,-123.0670061,552.32,3D-V Fix,2.6,32,3.6,0.16,Orchard,2018-8-6 13:00,8/6/18 13:00
571,HRG 192 F2,F2,41886,43318.87516,43318.54183,39.0147697,-123.0669631,538.28,3D-V Fix,2.2,34,3.6,0.16,Orchard,2018-8-6 14:00,8/6/18 14:00
572,HRG 192 F2,F2,41886,43318.917,43318.58367,39.0149128,-123.0668706,555.19,3D-V Fix,1.8,35,3.6,0.16,Orchard,2018-8-6 15:00,8/6/18 15:00
573,HRG 192 F2,F2,41886,43318.95851,43318.62517,39.0148756,-123.0668542,547.58,3D-V Fix,3,35,3.6,0.16,Orchard,2018-8-6 16:00,8/6/18 16:00
574,HRG 192 F2,F2,41886,43319.00035,43318.66701,39.0151356,-123.0676614,538.95,3D-V Fix,2.2,34,3.6,0.16,Orchard,2018-8-6 17:00,8/6/18 17:00
575,HRG 192 F2,F2,41886,43319.04183,43318.7085,39.0154192,-123.0684247,544.59,3D-V Fix,2.2,35,3.6,0.16,Orchard,2018-8-6 18:00,8/6/18 18:00
576,HRG 192 F2,F2,41886,43319.08368,43318.75035,39.0169389,-123.0661544,584.12,3D-V Fix,4.4,33,3.6,0.16,Orchard,2018-8-6 19:00,8/6/18 19:00
577,HRG 192 F2,F2,41886,43319.12535,43318.79201,39.0173192,-123.0653631,614.64,3D-V Fix,2.4,28,3.6,0.16,Orchard,2018-8-6 20:00,8/6/18 20:00
578,HRG 192 F2,F2,41886,43319.16684,43318.83351,39.0172906,-123.0653853,610.61,3D-V Fix,3.2,25,3.6,0.16,Orchard,2018-8-6 21:00,8/6/18 21:00
579,HRG 192 F2,F2,41886,43319.20851,43318.87517,39.0175661,-123.0657589,590.32,3D-V Fix,4,26,3.6,0.16,Orchard,2018-8-6 22:00,8/6/18 22:00
580,HRG 192 F2,F2,41886,43319.25034,43318.917,39.0175008,-123.0657586,615.15,3D-V Fix,1.6,25,3.52,0.16,Orchard,2018-8-6 23:00,8/6/18 23:00
581,HRG 192 F2,F2,41886,43319.29175,43318.95841,39.0174194,-123.0653567,624.73,3D-V Fix,2,24,3.6,0.16,Orchard,2018-8-7 00:00,8/7/18 0:00
582,HRG 192 F2,F2,41886,43319.33348,43319.00015,39.0188572,-123.0645814,653.28,3D-V Fix,3.4,23,3.6,0.16,Orchard,2018-8-7 01:00,8/7/18 1:00
583,HRG 192 F2,F2,41886,43319.3752,43319.04186,39.0182258,-123.0630528,714.37,3D-V Fix,2.8,24,3.6,0.16,Orchard,2018-8-7 02:00,8/7/18 2:00
584,HRG 192 F2,F2,41886,43319.417,43319.08367,39.0185947,-123.0643731,660.63,3D-V Fix,2.2,24,3.52,0.16,Orchard,2018-8-7 03:00,8/7/18 3:00
585,HRG 192 F2,F2,41886,43319.4585,43319.12516,39.0185786,-123.0643942,643.8,3D-V Fix,1.8,25,3.6,0.16,Orchard,2018-8-7 04:00,8/7/18 4:00
586,HRG 192 F2,F2,41886,43319.50016,43319.16683,39.0187228,-123.0642197,674.85,3D-V Fix,2,24,3.6,0.16,Orchard,2018-8-7 05:00,8/7/18 5:00
587,HRG 192 F2,F2,41886,43319.54201,43319.20868,39.0188425,-123.0637214,664.8,3D-V Fix,1.6,25,3.52,0.16,Orchard,2018-8-7 06:00,8/7/18 6:00
588,HRG 192 F2,F2,41886,43319.58348,43319.25015,39.0188617,-123.0638108,665.35,3D-V Fix,1.8,23,3.6,0.16,Orchard,2018-8-7 07:00,8/7/18 7:00
589,HRG 192 F2,F2,41886,43319.62515,43319.29182,39.0184108,-123.0628489,676.29,3D-V Fix,2.4,24,3.6,0.16,Orchard,2018-8-7 08:00,8/7/18 8:00
590,HRG 192 F2,F2,41886,43319.66697,43319.33363,39.0180181,-123.0633056,661.82,3D-V Fix,2.4,26,3.52,0.16,Orchard,2018-8-7 09:00,8/7/18 9:00
591,HRG 192 F2,F2,41886,43319.70867,43319.37534,39.0180172,-123.0637314,661.93,3D-V Fix,3,27,3.52,0.16,Orchard,2018-8-7 10:00,8/7/18 10:00
592,HRG 192 F2,F2,41886,43319.75015,43319.41682,39.0180719,-123.0637614,678.25,3D-V Fix,2.4,28,3.6,0.16,Orchard,2018-8-7 11:00,8/7/18 11:00
593,HRG 192 F2,F2,41886,43319.79189,43319.45855,39.0184922,-123.0628547,677.88,3D-V Fix,1.8,30,3.6,0.16,Orchard,2018-8-7 12:00,8/7/18 12:00
594,HRG 192 F2,F2,41886,43319.83369,43319.50036,39.0184747,-123.06286,665.96,3D-V Fix,2.2,32,3.6,0.16,Orchard,2018-8-7 13:00,8/7/18 13:00
595,HRG 192 F2,F2,41886,43319.87514,43319.54181,39.0183694,-123.0627519,696.26,3D-V Fix,1.6,34,3.6,0.16,Orchard,2018-8-7 14:00,8/7/18 14:00
596,HRG 192 F2,F2,41886,43319.91704,43319.5837,39.0202697,-123.0643619,664.62,3D-V Fix,2.2,35,3.6,0.16,Orchard,2018-8-7 15:00,8/7/18 15:00
597,HRG 192 F2,F2,41886,43319.95867,43319.62534,39.0194258,-123.0639206,659.55,3D-V Fix,2.8,35,3.52,0.16,Orchard,2018-8-7 16:00,8/7/18 16:00
