"Station","BCI","Species","TimePeriod","Area","time.since.fire","time.since.fire.noneg"
"B02",4,"Deer - Buck","Pre","Inside",-18,0
"C03",3,"Deer - Doe","Pre","Inside",-18,0
"C03",4,"Deer - Doe","Pre","Inside",-18,0
"D04",3,"Deer - Doe","Pre","Inside",-18,0
"D04",4,"Deer - Doe","Pre","Inside",-18,0
"E05",3,"Deer - Doe","Pre","Inside",-18,0
"E05",4,"Deer - Doe","Pre","Inside",-18,0
"E05",4,"Deer - Doe","Pre","Inside",-18,0
"F08",4,"Deer - Doe","Pre","Inside",-18,0
"B02",3,"Deer - Buck","Pre","Inside",-17,0
"B02",4,"Deer - Buck","Pre","Inside",-17,0
"D04",2,"Deer - Doe","Pre","Inside",-17,0
"D04",4,"Deer - Doe","Pre","Inside",-17,0
"D04",4,"Deer - Doe","Pre","Inside",-17,0
"E09",3,"Deer - Doe","Pre","Inside",-17,0
"G09",2,"Deer - Buck","Pre","Inside",-17,0
"G09",3,"Deer - Doe","Pre","Inside",-17,0
"B02",4,"Deer - Buck","Pre","Inside",-16,0
"B10",4,"Deer - Buck","Pre","Inside",-16,0
"G09",1,"Deer - Buck","Pre","Inside",-16,0
"G09",2,"Deer - Buck","Pre","Inside",-16,0
"G09",3,"Deer - Buck","Pre","Inside",-16,0
"B02",4,"Deer - Buck","Pre","Inside",-15,0
"E05",3,"Deer - Doe","Pre","Inside",-15,0
"G09",2,"Deer - Buck","Pre","Inside",-15,0
"B02",4,"Deer - Buck","Pre","Inside",-14,0
"B02",4,"Deer - Buck","Pre","Inside",-14,0
"D04",3,"Deer - Doe","Pre","Inside",-14,0
"D08",3,"Deer - Doe","Pre","Inside",-14,0
"E05",3,"Deer - Doe","Pre","Inside",-14,0
"G09",2,"Deer - Doe","Pre","Inside",-14,0
"B02",4,"Deer - Buck","Pre","Inside",-13,0
"B02",2,"Deer - Doe","Pre","Inside",-13,0
"D04",4,"Deer - Buck","Pre","Inside",-13,0
"E05",3,"Deer - Buck","Pre","Inside",-13,0
"E05",3,"Deer - Doe","Pre","Inside",-13,0
"E09",3,"Deer - Doe","Pre","Inside",-13,0
"G11",2,"Deer - Buck","Pre","Inside",-13,0
"B02",3,"Deer - Buck","Pre","Inside",-12,0
"B02",4,"Deer - Buck","Pre","Inside",-12,0
"B02",4,"Deer - Buck","Pre","Inside",-12,0
"D04",2,"Deer - Doe","Pre","Inside",-12,0
"D08",4,"Deer - Buck","Pre","Inside",-12,0
"E11",1,"Deer - Doe","Pre","Inside",-12,0
"G09",3,"Deer - Buck","Pre","Inside",-12,0
"G09",2,"Deer - Doe","Pre","Inside",-12,0
"B02",4,"Deer - Buck","Pre","Inside",-11,0
"D06",3,"Deer - Doe","Pre","Inside",-11,0
"G11",2,"Deer - Buck","Pre","Inside",-11,0
"B02",3,"Deer - Buck","Pre","Inside",-10,0
"D04",3,"Deer - Doe","Pre","Inside",-10,0
"E05",2,"Deer - Doe","Pre","Inside",-10,0
"E05",3,"Deer - Doe","Pre","Inside",-10,0
"F10",3,"Deer - Buck","Pre","Inside",-10,0
"F10",3,"Deer - Buck","Pre","Inside",-10,0
"F10",4,"Deer - Buck","Pre","Inside",-10,0
"F10",3,"Deer - Doe","Pre","Inside",-10,0
"F10",3,"Deer - Doe","Pre","Inside",-10,0
"F10",4,"Deer - Doe","Pre","Inside",-10,0
"G11",2,"Deer - Buck","Pre","Inside",-10,0
"G11",1,"Deer - Doe","Pre","Inside",-10,0
"B02",4,"Deer - Buck","Pre","Inside",-9,0
"B02",4,"Deer - Buck","Pre","Inside",-9,0
"B02",4,"Deer - Buck","Pre","Inside",-9,0
"B02",4,"Deer - Buck","Pre","Inside",-9,0
"B02",4,"Deer - Doe","Pre","Inside",-9,0
"D08",4,"Deer - Buck","Pre","Inside",-9,0
"E09",3,"Deer - Doe","Pre","Inside",-9,0
"E09",3,"Deer - Doe","Pre","Inside",-9,0
"B02",3,"Deer - Buck","Pre","Inside",-8,0
"B02",4,"Deer - Buck","Pre","Inside",-8,0
"B02",3,"Deer - Doe","Pre","Inside",-8,0
"B02",3,"Deer - Doe","Pre","Inside",-8,0
"E09",3,"Deer - Doe","Pre","Inside",-8,0
"F08",1,"Deer - Doe","Pre","Inside",-8,0
"F08",2,"Deer - Doe","Pre","Inside",-8,0
"B02",2,"Deer - Buck","Pre","Inside",-7,0
"B02",3,"Deer - Buck","Pre","Inside",-7,0
"E09",3,"Deer - Doe","Pre","Inside",-7,0
"E09",4,"Deer - Doe","Pre","Inside",-7,0
"G09",3,"Deer - Doe","Pre","Inside",-7,0
"G09",3,"Deer - Doe","Pre","Inside",-7,0
"G09",4,"Deer - Doe","Pre","Inside",-7,0
"G09",4,"Deer - Doe","Pre","Inside",-7,0
"B02",4,"Deer - Buck","Pre","Inside",-6,0
"B02",4,"Deer - Buck","Pre","Inside",-6,0
"C09",4,"Deer - Doe","Pre","Inside",-6,0
"E05",4,"Deer - Doe","Pre","Inside",-6,0
"E09",3,"Deer - Doe","Pre","Inside",-6,0
"E09",3,"Deer - Doe","Pre","Inside",-6,0
"F08",3,"Deer - Doe","Pre","Inside",-6,0
"F08",4,"Deer - Doe","Pre","Inside",-6,0
"G09",2,"Deer - Buck","Pre","Inside",-6,0
"B02",3,"Deer - Buck","Pre","Inside",-5,0
"D04",3,"Deer - Doe","Pre","Inside",-5,0
"E05",3,"Deer - Doe","Pre","Inside",-5,0
"E05",4,"Deer - Doe","Pre","Inside",-5,0
"B02",3,"Deer - Buck","Pre","Inside",-4,0
"B02",4,"Deer - Buck","Pre","Inside",-4,0
"B02",2,"Deer - Doe","Pre","Inside",-4,0
"C09",3,"Deer - Doe","Pre","Inside",-4,0
"C09",3,"Deer - Doe","Pre","Inside",-4,0
"G09",2,"Deer - Buck","Pre","Inside",-4,0
"D04",3,"Deer - Doe","Pre","Inside",-3,0
"D04",3,"Deer - Doe","Pre","Inside",-3,0
"D06",4,"Deer - Doe","Pre","Inside",-3,0
"E09",3,"Deer - Doe","Pre","Inside",-3,0
"E11",2,"Deer - Doe","Pre","Inside",-3,0
"B02",3,"Deer - Buck","Pre","Inside",-2,0
"B02",2,"Deer - Doe","Pre","Inside",-2,0
"D04",1,"Deer - Doe","Pre","Inside",-2,0
"D06",5,"Deer - Buck","Pre","Inside",-2,0
"E05",4,"Deer - Doe","Pre","Inside",-2,0
"E09",3,"Deer - Doe","Pre","Inside",-2,0
"E09",3,"Deer - Doe","Pre","Inside",-2,0
"E11",3,"Deer - Buck","Pre","Inside",-2,0
"F08",1,"Deer - Doe","Pre","Inside",-2,0
"F08",2,"Deer - Doe","Pre","Inside",-2,0
"F08",3,"Deer - Doe","Pre","Inside",-2,0
"F08",4,"Deer - Doe","Pre","Inside",-2,0
"F10",4,"Deer - Buck","Pre","Inside",-2,0
"F10",4,"Deer - Doe","Pre","Inside",-2,0
"G09",3,"Deer - Buck","Pre","Inside",-2,0
"B02",4,"Deer - Buck","Pre","Inside",-1,0
"B02",4,"Deer - Buck","Pre","Inside",-1,0
"D04",2,"Deer - Doe","Pre","Inside",-1,0
"E09",2,"Deer - Doe","Pre","Inside",-1,0
"F08",3,"Deer - Doe","Pre","Inside",-1,0
"D04",1,"Deer - Doe","Pre","Inside",0,0
"E05",2,"Deer - Doe","Pre","Inside",0,0
"E05",3,"Deer - Doe","Pre","Inside",0,0
"F08",2,"Deer - Doe","Pre","Inside",0,0
"F08",3,"Deer - Doe","Pre","Inside",0,0
"E05",1,"Deer - Doe","Post","Inside",1,1
"E05",2,"Deer - Doe","Post","Inside",1,1
"E05",2,"Deer - Doe","Post","Inside",1,1
"E05",3,"Deer - Doe","Post","Inside",1,1
"F08",2,"Deer - Doe","Post","Inside",1,1
"F08",3,"Deer - Doe","Post","Inside",1,1
"F08",3,"Deer - Doe","Post","Inside",1,1
"G11",2,"Deer - Doe","Post","Inside",1,1
"E05",3,"Deer - Doe","Post","Inside",3,3
"D08",1,"Deer - Buck","Post","Inside",4,4
"E05",2,"Deer - Doe","Post","Inside",4,4
"E11",2,"Deer - Buck","Post","Inside",4,4
"C03",3,"Deer - Doe","Post","Inside",5,5
"F08",2,"Deer - Doe","Post","Inside",5,5
"F08",4,"Deer - Doe","Post","Inside",5,5
"C03",2,"Deer - Doe","Post","Inside",6,6
"C03",3,"Deer - Doe","Post","Inside",6,6
"C03",4,"Deer - Doe","Post","Inside",7,7
"D08",3,"Deer - Buck","Post","Inside",7,7
"F08",2,"Deer - Doe","Post","Inside",7,7
"F08",3,"Deer - Doe","Post","Inside",7,7
"B02",2,"Deer - Doe","Post","Inside",8,8
"E09",0,"Deer - Doe","Post","Inside",8,8
"E09",1,"Deer - Doe","Post","Inside",8,8
"F08",2,"Deer - Doe","Post","Inside",8,8
"F08",2,"Deer - Doe","Post","Inside",8,8
"F08",2,"Deer - Doe","Post","Inside",8,8
"F08",3,"Deer - Doe","Post","Inside",8,8
"F08",4,"Deer - Doe","Post","Inside",8,8
"C03",4,"Deer - Doe","Post","Inside",9,9
"D08",4,"Deer - Buck","Post","Inside",9,9
"E05",3,"Deer - Doe","Post","Inside",9,9
"B02",2,"Deer - Doe","Post","Inside",10,10
"B02",2,"Deer - Doe","Post","Inside",10,10
"E09",1,"Deer - Doe","Post","Inside",10,10
"B02",4,"Deer - Buck","Post","Inside",11,11
"B02",2,"Deer - Doe","Post","Inside",11,11
"E05",2,"Deer - Doe","Post","Inside",11,11
"E05",2,"Deer - Doe","Post","Inside",11,11
"E05",3,"Deer - Doe","Post","Inside",11,11
"E05",3,"Deer - Doe","Post","Inside",12,12
"D08",2,"Deer - Doe","Post","Inside",13,13
"E05",3,"Deer - Doe","Post","Inside",13,13
"E05",4,"Deer - Doe","Post","Inside",13,13
"E05",4,"Deer - Doe","Post","Inside",13,13
"B02",3,"Deer - Doe","Post","Inside",14,14
"C09",3,"Deer - Buck","Post","Inside",14,14
"E05",3,"Deer - Doe","Post","Inside",14,14
"E09",2,"Deer - Doe","Post","Inside",14,14
"E09",2,"Deer - Doe","Post","Inside",14,14
"E09",3,"Deer - Doe","Post","Inside",14,14
"C03",3,"Deer - Doe","Post","Inside",15,15
"D04",3,"Deer - Doe","Post","Inside",15,15
"D04",4,"Deer - Doe","Post","Inside",15,15
"E05",3,"Deer - Doe","Post","Inside",15,15
"E09",0,"Deer - Doe","Post","Inside",15,15
"E09",1,"Deer - Doe","Post","Inside",15,15
"G09",3,"Deer - Doe","Post","Inside",15,15
"E05",2,"Deer - Doe","Post","Inside",16,16
"C03",3,"Deer - Doe","Post","Inside",17,17
"E09",1,"Deer - Doe","Post","Inside",17,17
"E09",2,"Deer - Doe","Post","Inside",17,17
"E09",2,"Deer - Doe","Post","Inside",17,17
"E09",3,"Deer - Doe","Post","Inside",17,17
"F08",2,"Deer - Doe","Post","Inside",17,17
"F10",3,"Deer - Buck","Post","Inside",17,17
"F10",4,"Deer - Buck","Post","Inside",17,17
"F10",3,"Deer - Doe","Post","Inside",17,17
"F10",4,"Deer - Doe","Post","Inside",17,17
"D08",2,"Deer - Buck","Post","Inside",18,18
"D08",3,"Deer - Doe","Post","Inside",18,18
"E05",3,"Deer - Doe","Post","Inside",18,18
"E05",3,"Deer - Doe","Post","Inside",18,18
"E05",4,"Deer - Doe","Post","Inside",18,18
"E09",0,"Deer - Doe","Post","Inside",18,18
"E09",2,"Deer - Doe","Post","Inside",18,18
"F08",3,"Deer - Doe","Post","Inside",18,18
"F10",3,"Deer - Buck","Post","Inside",18,18
"F10",3,"Deer - Doe","Post","Inside",18,18
"G09",4,"Deer - Buck","Post","Inside",18,18
"C03",2,"Deer - Doe","Post","Inside",19,19
"F10",3,"Deer - Buck","Post","Inside",19,19
"F10",3,"Deer - Doe","Post","Inside",19,19
"B02",4,"Deer - Buck","Post","Inside",20,20
"B02",3,"Deer - Doe","Post","Inside",20,20
"E07",5,"Deer - Buck","Post","Inside",20,20
"E11",2,"Deer - Doe","Post","Inside",20,20
"G09",3,"Deer - Doe","Post","Inside",20,20
"E05",1,"Deer - Doe","Post","Inside",21,21
"E05",3,"Deer - Doe","Post","Inside",21,21
"E09",2,"Deer - Doe","Post","Inside",21,21
"G09",4,"Deer - Buck","Post","Inside",21,21
"B02",3,"Deer - Buck","Post","Inside",22,22
"B02",4,"Deer - Buck","Post","Inside",22,22
"E05",2,"Deer - Doe","Post","Inside",22,22
"E07",3,"Deer - Doe","Post","Inside",22,22
"E09",1,"Deer - Doe","Post","Inside",22,22
"E09",1,"Deer - Doe","Post","Inside",22,22
"F08",4,"Deer - Doe","Post","Inside",22,22
"G09",3,"Deer - Doe","Post","Inside",22,22
"B02",3,"Deer - Buck","Post","Inside",23,23
"B02",1,"Deer - Doe","Post","Inside",23,23
"B02",1,"Deer - Doe","Post","Inside",23,23
"B02",2,"Deer - Doe","Post","Inside",23,23
"B02",3,"Deer - Doe","Post","Inside",23,23
"D08",1,"Deer - Doe","Post","Inside",23,23
"E09",1,"Deer - Doe","Post","Inside",23,23
"E09",1,"Deer - Doe","Post","Inside",23,23
"D08",1,"Deer - Doe","Post","Inside",24,24
"E09",3,"Deer - Doe","Post","Inside",24,24
"E09",3,"Deer - Doe","Post","Inside",24,24
"E11",0,"Deer - Doe","Post","Inside",24,24
"F08",3,"Deer - Doe","Post","Inside",24,24
"B02",2,"Deer - Doe","Post","Inside",25,25
"B02",3,"Deer - Doe","Post","Inside",25,25
"C03",1,"Deer - Doe","Post","Inside",25,25
"C03",3,"Deer - Doe","Post","Inside",25,25
"F08",2,"Deer - Doe","Post","Inside",25,25
"F08",2,"Deer - Doe","Post","Inside",25,25
"F08",3,"Deer - Doe","Post","Inside",25,25
"B02",1,"Deer - Doe","Post","Inside",26,26
"E05",1,"Deer - Doe","Post","Inside",26,26
"E05",2,"Deer - Doe","Post","Inside",26,26
"E05",2,"Deer - Doe","Post","Inside",26,26
"E05",3,"Deer - Doe","Post","Inside",26,26
"F10",2,"Deer - Buck","Post","Inside",26,26
"F10",2,"Deer - Buck","Post","Inside",26,26
"F10",2,"Deer - Doe","Post","Inside",26,26
"F10",2,"Deer - Doe","Post","Inside",26,26
"G09",5,"Deer - Buck","Post","Inside",26,26
"G09",5,"Deer - Buck","Post","Inside",26,26
"G09",4,"Deer - Doe","Post","Inside",26,26
"E05",4,"Deer - Buck","Post","Inside",27,27
"F06",3,"Deer - Doe","Post","Inside",27,27
"F08",2,"Deer - Doe","Post","Inside",27,27
"F08",2,"Deer - Doe","Post","Inside",27,27
"F08",2,"Deer - Doe","Post","Inside",27,27
"F08",3,"Deer - Doe","Post","Inside",27,27
"F08",3,"Deer - Doe","Post","Inside",27,27
"G11",1,"Deer - Doe","Post","Inside",27,27
"B02",1,"Deer - Doe","Post","Inside",28,28
"B02",2,"Deer - Doe","Post","Inside",28,28
"F08",2,"Deer - Doe","Post","Inside",28,28
"F08",3,"Deer - Doe","Post","Inside",28,28
"E05",3,"Deer - Doe","Post","Inside",29,29
"E09",1,"Deer - Doe","Post","Inside",29,29
"F08",2,"Deer - Doe","Post","Inside",29,29
"F10",3,"Deer - Buck","Post","Inside",29,29
"F10",3,"Deer - Doe","Post","Inside",29,29
"B02",2,"Deer - Buck","Post","Inside",30,30
"B02",3,"Deer - Buck","Post","Inside",30,30
"E05",3,"Deer - Doe","Post","Inside",30,30
"E05",3,"Deer - Doe","Post","Inside",30,30
"B02",1,"Deer - Doe","Post","Inside",31,31
"B02",1,"Deer - Doe","Post","Inside",31,31
"B02",2,"Deer - Doe","Post","Inside",31,31
"C03",3,"Deer - Doe","Post","Inside",31,31
"C09",2,"Deer - Doe","Post","Inside",31,31
"C09",3,"Deer - Doe","Post","Inside",31,31
"C09",4,"Deer - Doe","Post","Inside",31,31
"E05",5,"Deer - Buck","Post","Inside",31,31
"E05",3,"Deer - Doe","Post","Inside",31,31
"E05",4,"Deer - Doe","Post","Inside",31,31
"E09",1,"Deer - Doe","Post","Inside",31,31
"B02",2,"Deer - Buck","Post","Inside",32,32
"B02",3,"Deer - Buck","Post","Inside",32,32
"E05",2,"Deer - Doe","Post","Inside",32,32
"E05",2,"Deer - Doe","Post","Inside",32,32
"F08",3,"Deer - Doe","Post","Inside",32,32
"G11",1,"Deer - Doe","Post","Inside",32,32
"B02",1,"Deer - Buck","Post","Inside",33,33
"B02",3,"Deer - Buck","Post","Inside",33,33
"C03",3,"Deer - Doe","Post","Inside",33,33
"E05",3,"Deer - Doe","Post","Inside",33,33
"E05",3,"Deer - Doe","Post","Inside",33,33
"E05",4,"Deer - Doe","Post","Inside",33,33
"E05",4,"Deer - Doe","Post","Inside",33,33
"F08",3,"Deer - Doe","Post","Inside",33,33
"F08",3,"Deer - Doe","Post","Inside",33,33
"G11",1,"Deer - Doe","Post","Inside",33,33
"B02",1,"Deer - Doe","Post","Inside",34,34
"C03",3,"Deer - Doe","Post","Inside",34,34
"C09",4,"Deer - Buck","Post","Inside",34,34
"F10",3,"Deer - Buck","Post","Inside",34,34
"F10",3,"Deer - Doe","Post","Inside",34,34
"G11",4,"Deer - Buck","Post","Inside",34,34
"C03",3,"Deer - Doe","Post","Inside",35,35
"E05",5,"Deer - Buck","Post","Inside",35,35
"E05",4,"Deer - Doe","Post","Inside",35,35
"E05",4,"Deer - Doe","Post","Inside",35,35
"E07",3,"Deer - Doe","Post","Inside",35,35
"E09",1,"Deer - Doe","Post","Inside",35,35
"E09",3,"Deer - Doe","Post","Inside",35,35
"E09",3,"Deer - Doe","Post","Inside",35,35
"G09",4,"Deer - Doe","Post","Inside",35,35
"E11",3,"Deer - Doe","Post","Inside",36,36
"F08",1,"Deer - Doe","Post","Inside",36,36
"B02",1,"Deer - Doe","Post","Inside",37,37
"C09",3,"Deer - Doe","Post","Inside",37,37
"E05",2,"Deer - Doe","Post","Inside",37,37
"E05",2,"Deer - Doe","Post","Inside",37,37
"E05",3,"Deer - Doe","Post","Inside",37,37
"E05",3,"Deer - Doe","Post","Inside",37,37
"E05",3,"Deer - Doe","Post","Inside",37,37
"E05",3,"Deer - Doe","Post","Inside",37,37
"E05",4,"Deer - Doe","Post","Inside",37,37
"C03",4,"Deer - Doe","Post","Inside",38,38
"D06",3,"Deer - Doe","Post","Inside",38,38
"E05",2,"Deer - Doe","Post","Inside",38,38
"E05",3,"Deer - Doe","Post","Inside",38,38
"E05",3,"Deer - Doe","Post","Inside",38,38
"E05",3,"Deer - Doe","Post","Inside",38,38
"E05",4,"Deer - Doe","Post","Inside",38,38
"E11",5,"Deer - Buck","Post","Inside",38,38
"F08",3,"Deer - Doe","Post","Inside",38,38
"F10",3,"Deer - Buck","Post","Inside",38,38
"F10",3,"Deer - Doe","Post","Inside",38,38
"E05",4,"Deer - Doe","Post","Inside",39,39
"E07",3,"Deer - Doe","Post","Inside",39,39
"E11",4,"Deer - Buck","Post","Inside",39,39
"E11",2,"Deer - Doe","Post","Inside",39,39
"G09",3,"Deer - Doe","Post","Inside",39,39
"B02",1,"Deer - Doe","Post","Inside",40,40
"E05",2,"Deer - Doe","Post","Inside",40,40
"E05",3,"Deer - Doe","Post","Inside",40,40
"E05",4,"Deer - Doe","Post","Inside",40,40
"E09",1,"Deer - Doe","Post","Inside",40,40
"G11",2,"Deer - Doe","Post","Inside",40,40
"C03",3,"Deer - Doe","Post","Inside",41,41
"C03",3,"Deer - Doe","Post","Inside",41,41
"E05",3,"Deer - Doe","Post","Inside",41,41
"E09",1,"Deer - Doe","Post","Inside",41,41
"F10",3,"Deer - Buck","Post","Inside",41,41
"F10",3,"Deer - Doe","Post","Inside",41,41
"C03",3,"Deer - Doe","Post","Inside",42,42
"E09",3,"Deer - Doe","Post","Inside",42,42
"B02",1,"Deer - Doe","Post","Inside",43,43
"E05",5,"Deer - Buck","Post","Inside",43,43
"E09",0,"Deer - Doe","Post","Inside",43,43
"C09",3,"Deer - Doe","Post","Inside",44,44
"F06",3,"Deer - Doe","Post","Inside",44,44
"C03",3,"Deer - Doe","Post","Inside",45,45
"C03",4,"Deer - Doe","Post","Inside",45,45
"C09",3,"Deer - Doe","Post","Inside",45,45
"C03",3,"Deer - Doe","Post","Inside",46,46
"E05",5,"Deer - Buck","Post","Inside",46,46
"E05",3,"Deer - Doe","Post","Inside",46,46
"E09",0,"Deer - Doe","Post","Inside",46,46
"G11",4,"Deer - Buck","Post","Inside",46,46
"C03",3,"Deer - Doe","Post","Inside",47,47
"G09",2,"Deer - Doe","Post","Inside",47,47
"B02",3,"Deer - Buck","Post","Inside",49,49
"E05",3,"Deer - Doe","Post","Inside",49,49
"E05",3,"Deer - Doe","Post","Inside",49,49
"E05",4,"Deer - Doe","Post","Inside",49,49
"C03",3,"Deer - Doe","Post","Inside",50,50
"C03",3,"Deer - Doe","Post","Inside",50,50
"E05",2,"Deer - Doe","Post","Inside",50,50
"E09",1,"Deer - Doe","Post","Inside",50,50
"B02",2,"Deer - Doe","Post","Inside",51,51
"C03",3,"Deer - Doe","Post","Inside",51,51
"C03",4,"Deer - Doe","Post","Inside",51,51
"C03",4,"Deer - Doe","Post","Inside",51,51
"E05",2,"Deer - Doe","Post","Inside",51,51
"G09",2,"Deer - Doe","Post","Inside",51,51
"B02",2,"Deer - Buck","Post","Inside",52,52
"E05",3,"Deer - Buck","Post","Inside",52,52
"E05",3,"Deer - Doe","Post","Inside",52,52
"E05",3,"Deer - Doe","Post","Inside",52,52
"E05",4,"Deer - Doe","Post","Inside",52,52
"E05",4,"Deer - Doe","Post","Inside",52,52
"F08",3,"Deer - Doe","Post","Inside",52,52
"E05",4,"Deer - Doe","Post","Inside",53,53
"E05",3,"Deer - Buck","Post","Inside",54,54
"E05",3,"Deer - Doe","Post","Inside",54,54
"C03",4,"Deer - Buck","Post","Inside",55,55
"C03",2,"Deer - Doe","Post","Inside",55,55
"E05",4,"Deer - Doe","Post","Inside",55,55
"E05",4,"Deer - Doe","Post","Inside",55,55
"E05",4,"Deer - Doe","Post","Inside",55,55
"F08",3,"Deer - Doe","Post","Inside",55,55
"E05",5,"Deer - Buck","Post","Inside",56,56
"E05",3,"Deer - Doe","Post","Inside",56,56
"E05",4,"Deer - Doe","Post","Inside",56,56
"E05",4,"Deer - Doe","Post","Inside",56,56
"E05",4,"Deer - Doe","Post","Inside",56,56
"F08",2,"Deer - Doe","Post","Inside",56,56
"D06",2,"Deer - Doe","Post","Inside",57,57
"E05",3,"Deer - Buck","Post","Inside",57,57
"E05",2,"Deer - Doe","Post","Inside",57,57
"E05",3,"Deer - Doe","Post","Inside",57,57
"F08",2,"Deer - Doe","Post","Inside",57,57
"F08",3,"Deer - Doe","Post","Inside",57,57
"B02",2,"Deer - Doe","Post","Inside",58,58
"C03",4,"Deer - Buck","Post","Inside",58,58
"C03",2,"Deer - Doe","Post","Inside",58,58
"D06",4,"Deer - Doe","Post","Inside",58,58
"E05",2,"Deer - Doe","Post","Inside",58,58
"G09",4,"Deer - Buck","Post","Inside",58,58
"D06",3,"Deer - Doe","Post","Inside",59,59
"E05",3,"Deer - Doe","Post","Inside",59,59
"E09",2,"Deer - Doe","Post","Inside",59,59
"F08",3,"Deer - Doe","Post","Inside",59,59
"F10",4,"Deer - Buck","Post","Inside",59,59
"F10",4,"Deer - Doe","Post","Inside",59,59
"G11",3,"Deer - Doe","Post","Inside",59,59
"B02",2,"Deer - Doe","Post","Inside",60,60
"F08",1,"Deer - Doe","Post","Inside",60,60
"C03",4,"Deer - Buck","Post","Inside",61,61
"C09",2,"Deer - Doe","Post","Inside",61,61
"C09",4,"Deer - Doe","Post","Inside",61,61
"F08",4,"Deer - Buck","Post","Inside",61,61
"F08",1,"Deer - Doe","Post","Inside",61,61
"F08",2,"Deer - Doe","Post","Inside",61,61
"F08",2,"Deer - Doe","Post","Inside",61,61
"F08",3,"Deer - Doe","Post","Inside",61,61
