Station,BCI,DateTimeOriginal,Date,Time,Species,Month,TimeStamp,TimePeriod,Area
E13,3,7/24/2018 21:19,7/24/2018,21:19:31,Deer - Doe,7,7/24/2018 21:19,Pre,Outside
B14,3,7/25/2018 11:05,7/25/2018,11:05:20,Deer - Buck,7,7/25/2018 11:05,Pre,Outside
B14,3,7/25/2018 11:58,7/25/2018,11:58:41,Deer - Buck,7,7/25/2018 11:58,Pre,Outside
B14,3,7/25/2018 20:23,7/25/2018,20:23:40,Deer - Buck,7,7/25/2018 20:23,Pre,Outside
B14,4,7/25/2018 20:23,7/25/2018,20:23:56,Deer - Buck,7,7/25/2018 20:23,Pre,Outside
B14,1,7/25/2018 4:31,7/25/2018,4:31:06,Deer - Doe,7,7/25/2018 4:31,Pre,Outside
B14,2,7/25/2018 20:35,7/25/2018,20:35:30,Deer - Doe,7,7/25/2018 20:35,Pre,Outside
B14,3,7/25/2018 20:00,7/25/2018,20:00:03,Deer - Doe,7,7/25/2018 20:00,Pre,Outside
B14,3,7/25/2018 20:23,7/25/2018,20:23:40,Deer - Doe,7,7/25/2018 20:23,Pre,Outside
B14,4,7/25/2018 20:05,7/25/2018,20:05:34,Deer - Doe,7,7/25/2018 20:05,Pre,Outside
C17,3,7/25/2018 13:53,7/25/2018,13:53:41,Deer - Doe,7,7/25/2018 13:53,Pre,Outside
D16,3,7/25/2018 6:35,7/25/2018,6:35:01,Deer - Doe,7,7/25/2018 6:35,Pre,Outside
D16,4,7/25/2018 6:35,7/25/2018,6:35:05,Deer - Doe,7,7/25/2018 6:35,Pre,Outside
F10,4,7/25/2018 8:56,7/25/2018,8:56:41,Deer - Doe,7,7/25/2018 8:56,Pre,Outside
B14,1,7/26/2018 21:18,7/26/2018,21:18:22,Deer - Doe,7,7/26/2018 21:18,Pre,Outside
B14,3,7/26/2018 2:30,7/26/2018,2:30:58,Deer - Doe,7,7/26/2018 2:30,Pre,Outside
B14,3,7/26/2018 3:41,7/26/2018,3:41:24,Deer - Doe,7,7/26/2018 3:41,Pre,Outside
B14,3,7/26/2018 9:29,7/26/2018,9:29:41,Deer - Doe,7,7/26/2018 9:29,Pre,Outside
B14,3,7/26/2018 20:50,7/26/2018,20:50:55,Deer - Doe,7,7/26/2018 20:50,Pre,Outside
B14,3,7/26/2018 21:09,7/26/2018,21:09:05,Deer - Doe,7,7/26/2018 21:09,Pre,Outside
B14,4,7/26/2018 3:46,7/26/2018,3:46:39,Deer - Doe,7,7/26/2018 3:46,Pre,Outside
B14,4,7/26/2018 9:11,7/26/2018,9:11:47,Deer - Doe,7,7/26/2018 9:11,Pre,Outside
E13,3,7/26/2018 22:47,7/26/2018,22:47:25,Deer - Buck,7,7/26/2018 22:47,Pre,Outside
E13,3,7/26/2018 0:50,7/26/2018,0:50:27,Deer - Doe,7,7/26/2018 0:50,Pre,Outside
B14,3,7/27/2018 11:36,7/27/2018,11:36:29,Deer - Buck,7,7/27/2018 11:36,Pre,Outside
B14,3,7/27/2018 8:02,7/27/2018,8:02:36,Deer - Doe,7,7/27/2018 8:02,Pre,Outside
B14,3,7/27/2018 9:54,7/27/2018,9:54:39,Deer - Doe,7,7/27/2018 9:54,Pre,Outside
B14,3,7/27/2018 10:10,7/27/2018,10:10:29,Deer - Doe,7,7/27/2018 10:10,Pre,Outside
B14,3,7/27/2018 11:33,7/27/2018,11:33:55,Deer - Doe,7,7/27/2018 11:33,Pre,Outside
B14,4,7/27/2018 10:03,7/27/2018,10:03:31,Deer - Doe,7,7/27/2018 10:03,Pre,Outside
D14,1,7/27/2018 4:16,7/27/2018,4:16:45,Deer - Doe,7,7/27/2018 4:16,Pre,Outside
D14,2,7/27/2018 4:14,7/27/2018,4:14:38,Deer - Doe,7,7/27/2018 4:14,Pre,Outside
B12,3,7/28/2018 9:45,7/28/2018,9:45:16,Deer - Doe,7,7/28/2018 9:45,Post,Outside
B14,2,7/28/2018 21:10,7/28/2018,21:10:48,Deer - Buck,7,7/28/2018 21:10,Post,Outside
B14,3,7/28/2018 9:57,7/28/2018,9:57:43,Deer - Buck,7,7/28/2018 9:57,Post,Outside
B14,3,7/28/2018 21:03,7/28/2018,21:03:56,Deer - Buck,7,7/28/2018 21:03,Post,Outside
B14,2,7/28/2018 11:19,7/28/2018,11:19:08,Deer - Doe,7,7/28/2018 11:19,Post,Outside
B14,2,7/28/2018 21:45,7/28/2018,21:45:03,Deer - Doe,7,7/28/2018 21:45,Post,Outside
B14,3,7/28/2018 11:48,7/28/2018,11:48:19,Deer - Doe,7,7/28/2018 11:48,Post,Outside
B14,3,7/28/2018 12:55,7/28/2018,12:55:10,Deer - Doe,7,7/28/2018 12:55,Post,Outside
B14,3,7/28/2018 13:47,7/28/2018,13:47:48,Deer - Doe,7,7/28/2018 13:47,Post,Outside
B14,3,7/28/2018 20:22,7/28/2018,20:22:39,Deer - Doe,7,7/28/2018 20:22,Post,Outside
B14,3,7/28/2018 20:45,7/28/2018,20:45:00,Deer - Doe,7,7/28/2018 20:45,Post,Outside
B14,3,7/28/2018 21:09,7/28/2018,21:09:54,Deer - Doe,7,7/28/2018 21:09,Post,Outside
B14,3,7/28/2018 21:41,7/28/2018,21:41:05,Deer - Doe,7,7/28/2018 21:41,Post,Outside
B14,4,7/28/2018 21:41,7/28/2018,21:41:55,Deer - Doe,7,7/28/2018 21:41,Post,Outside
B14,4,7/28/2018 22:15,7/28/2018,22:15:35,Deer - Doe,7,7/28/2018 22:15,Post,Outside
D14,2,7/28/2018 4:22,7/28/2018,4:22:25,Deer - Doe,7,7/28/2018 4:22,Post,Outside
D14,4,7/28/2018 5:45,7/28/2018,5:45:38,Deer - Doe,7,7/28/2018 5:45,Post,Outside
B14,2,7/29/2018 22:35,7/29/2018,22:35:45,Deer - Buck,7,7/29/2018 22:35,Post,Outside
B14,3,7/29/2018 7:02,7/29/2018,7:02:11,Deer - Buck,7,7/29/2018 7:02,Post,Outside
B14,1,7/29/2018 21:47,7/29/2018,21:47:46,Deer - Doe,7,7/29/2018 21:47,Post,Outside
B14,2,7/29/2018 21:44,7/29/2018,21:44:34,Deer - Doe,7,7/29/2018 21:44,Post,Outside
B14,3,7/29/2018 9:12,7/29/2018,9:12:31,Deer - Doe,7,7/29/2018 9:12,Post,Outside
B14,3,7/29/2018 10:30,7/29/2018,10:30:10,Deer - Doe,7,7/29/2018 10:30,Post,Outside
B14,3,7/29/2018 10:58,7/29/2018,10:58:42,Deer - Doe,7,7/29/2018 10:58,Post,Outside
B14,3,7/29/2018 11:31,7/29/2018,11:31:52,Deer - Doe,7,7/29/2018 11:31,Post,Outside
D14,4,7/29/2018 5:50,7/29/2018,5:50:07,Deer - Doe,7,7/29/2018 5:50,Post,Outside
D16,3,7/29/2018 20:51,7/29/2018,20:51:42,Deer - Doe,7,7/29/2018 20:51,Post,Outside
E13,4,7/31/2018 7:26,7/31/2018,7:26:27,Deer - Doe,7,7/31/2018 7:26,Post,Outside
E15,2,8/1/2018 17:06,8/1/2018,17:06:58,Deer - Doe,8,8/1/2018 17:06,Post,Outside
B14,4,8/2/2018 20:50,8/2/2018,20:50:08,Deer - Doe,8,8/2/2018 20:50,Post,Outside
C17,3,8/2/2018 7:54,8/2/2018,7:54:13,Deer - Doe,8,8/2/2018 7:54,Post,Outside
E13,3,8/2/2018 3:43,8/2/2018,3:43:45,Deer - Buck,8,8/2/2018 3:43,Post,Outside
E13,4,8/2/2018 8:22,8/2/2018,8:22:58,Deer - Doe,8,8/2/2018 8:22,Post,Outside
B14,3,8/3/2018 1:19,8/3/2018,1:19:37,Deer - Doe,8,8/3/2018 1:19,Post,Outside
B14,3,8/3/2018 21:51,8/3/2018,21:51:47,Deer - Doe,8,8/3/2018 21:51,Post,Outside
B14,4,8/3/2018 1:18,8/3/2018,1:18:55,Deer - Doe,8,8/3/2018 1:18,Post,Outside
B14,4,8/3/2018 23:48,8/3/2018,23:48:24,Deer - Doe,8,8/3/2018 23:48,Post,Outside
D12,4,8/3/2018 5:27,8/3/2018,5:27:14,Deer - Doe,8,8/3/2018 5:27,Post,Outside
E15,3,8/3/2018 2:59,8/3/2018,2:59:19,Deer - Doe,8,8/3/2018 2:59,Post,Outside
B14,4,8/4/2018 21:25,8/4/2018,21:25:16,Deer - Buck,8,8/4/2018 21:25,Post,Outside
B14,2,8/4/2018 10:06,8/4/2018,10:06:05,Deer - Doe,8,8/4/2018 10:06,Post,Outside
B14,3,8/4/2018 23:49,8/4/2018,23:49:04,Deer - Doe,8,8/4/2018 23:49,Post,Outside
B14,4,8/4/2018 23:49,8/4/2018,23:49:09,Deer - Doe,8,8/4/2018 23:49,Post,Outside
E13,3,8/4/2018 0:26,8/4/2018,0:26:06,Deer - Buck,8,8/4/2018 0:26,Post,Outside
E13,4,8/4/2018 23:06,8/4/2018,23:06:11,Deer - Doe,8,8/4/2018 23:06,Post,Outside
B14,3,8/5/2018 3:27,8/5/2018,3:27:46,Deer - Doe,8,8/5/2018 3:27,Post,Outside
E13,4,8/5/2018 22:35,8/5/2018,22:35:53,Deer - Doe,8,8/5/2018 22:35,Post,Outside
B14,3,8/7/2018 20:00,8/7/2018,20:00:47,Deer - Doe,8,8/7/2018 20:00,Post,Outside
B14,3,8/7/2018 21:01,8/7/2018,21:01:33,Deer - Doe,8,8/7/2018 21:01,Post,Outside
D14,3,8/7/2018 20:59,8/7/2018,20:59:05,Deer - Doe,8,8/7/2018 20:59,Post,Outside
E13,3,8/7/2018 23:33,8/7/2018,23:33:10,Deer - Doe,8,8/7/2018 23:33,Post,Outside
E13,4,8/7/2018 23:33,8/7/2018,23:33:04,Deer - Doe,8,8/7/2018 23:33,Post,Outside
F10,3,8/7/2018 17:35,8/7/2018,17:35:16,Deer - Buck,8,8/7/2018 17:35,Post,Outside
B14,3,8/8/2018 2:49,8/8/2018,2:49:38,Deer - Buck,8,8/8/2018 2:49,Post,Outside
B14,4,8/8/2018 10:05,8/8/2018,10:05:22,Deer - Doe,8,8/8/2018 10:05,Post,Outside
D12,2,8/8/2018 5:17,8/8/2018,5:17:31,Deer - Doe,8,8/8/2018 5:17,Post,Outside
D12,2,8/8/2018 5:43,8/8/2018,5:43:28,Deer - Doe,8,8/8/2018 5:43,Post,Outside
B14,3,8/9/2018 22:01,8/9/2018,22:01:52,Deer - Doe,8,8/9/2018 22:01,Post,Outside
B14,4,8/9/2018 22:01,8/9/2018,22:01:24,Deer - Doe,8,8/9/2018 22:01,Post,Outside
D16,3,8/9/2018 6:16,8/9/2018,6:16:53,Deer - Doe,8,8/9/2018 6:16,Post,Outside
D16,3,8/10/2018 6:22,8/10/2018,6:22:54,Deer - Doe,8,8/10/2018 6:22,Post,Outside
D16,4,8/10/2018 8:29,8/10/2018,8:29:22,Deer - Doe,8,8/10/2018 8:29,Post,Outside
B14,4,8/11/2018 20:46,8/11/2018,20:46:46,Deer - Doe,8,8/11/2018 20:46,Post,Outside
E13,4,8/12/2018 23:07,8/12/2018,23:07:22,Deer - Doe,8,8/12/2018 23:07,Post,Outside
D14,3,8/13/2018 8:53,8/13/2018,8:53:05,Deer - Doe,8,8/13/2018 8:53,Post,Outside
F10,3,8/13/2018 14:11,8/13/2018,14:11:28,Deer - Doe,8,8/13/2018 14:11,Post,Outside
F10,4,8/13/2018 14:11,8/13/2018,14:11:28,Deer - Doe,8,8/13/2018 14:11,Post,Outside
B14,2,8/14/2018 2:46,8/14/2018,2:46:45,Deer - Doe,8,8/14/2018 2:46,Post,Outside
B14,3,8/14/2018 1:12,8/14/2018,1:12:26,Deer - Doe,8,8/14/2018 1:12,Post,Outside
B14,3,8/14/2018 2:46,8/14/2018,2:46:47,Deer - Doe,8,8/14/2018 2:46,Post,Outside
B14,3,8/14/2018 20:48,8/14/2018,20:48:17,Deer - Doe,8,8/14/2018 20:48,Post,Outside
B14,4,8/14/2018 0:49,8/14/2018,0:49:48,Deer - Doe,8,8/14/2018 0:49,Post,Outside
B14,4,8/14/2018 6:35,8/14/2018,6:35:29,Deer - Doe,8,8/14/2018 6:35,Post,Outside
D12,3,8/14/2018 10:59,8/14/2018,10:59:13,Deer - Doe,8,8/14/2018 10:59,Post,Outside
D16,4,8/14/2018 6:19,8/14/2018,6:19:00,Deer - Doe,8,8/14/2018 6:19,Post,Outside
F10,3,8/14/2018 6:44,8/14/2018,6:44:27,Deer - Doe,8,8/14/2018 6:44,Post,Outside
B14,3,8/15/2018 8:11,8/15/2018,8:11:28,Deer - Doe,8,8/15/2018 8:11,Post,Outside
B14,3,8/15/2018 8:27,8/15/2018,8:27:01,Deer - Doe,8,8/15/2018 8:27,Post,Outside
D12,4,8/15/2018 7:32,8/15/2018,7:32:02,Deer - Doe,8,8/15/2018 7:32,Post,Outside
D12,4,8/15/2018 8:35,8/15/2018,8:35:55,Deer - Doe,8,8/15/2018 8:35,Post,Outside
E13,4,8/15/2018 9:04,8/15/2018,9:04:27,Deer - Doe,8,8/15/2018 9:04,Post,Outside
F10,3,8/15/2018 8:32,8/15/2018,8:32:48,Deer - Doe,8,8/15/2018 8:32,Post,Outside
E13,1,8/16/2018 1:47,8/16/2018,1:47:57,Deer - Doe,8,8/16/2018 1:47,Post,Outside
B14,3,8/17/2018 20:28,8/17/2018,20:28:01,Deer - Doe,8,8/17/2018 20:28,Post,Outside
B14,3,8/17/2018 21:42,8/17/2018,21:42:59,Deer - Doe,8,8/17/2018 21:42,Post,Outside
C17,4,8/18/2018 4:56,8/18/2018,4:56:35,Deer - Doe,8,8/18/2018 4:56,Post,Outside
D16,3,8/18/2018 6:37,8/18/2018,6:37:57,Deer - Doe,8,8/18/2018 6:37,Post,Outside
D16,4,8/18/2018 6:37,8/18/2018,6:37:35,Deer - Doe,8,8/18/2018 6:37,Post,Outside
B12,4,8/19/2018 20:25,8/19/2018,20:25:11,Deer - Buck,8,8/19/2018 20:25,Post,Outside
B14,3,8/19/2018 22:26,8/19/2018,22:26:35,Deer - Buck,8,8/19/2018 22:26,Post,Outside
B14,3,8/19/2018 22:42,8/19/2018,22:42:01,Deer - Buck,8,8/19/2018 22:42,Post,Outside
B14,2,8/19/2018 14:45,8/19/2018,14:45:32,Deer - Doe,8,8/19/2018 14:45,Post,Outside
B14,3,8/20/2018 1:05,8/20/2018,1:05:15,Deer - Buck,8,8/20/2018 1:05,Post,Outside
B14,3,8/20/2018 1:04,8/20/2018,1:04:43,Deer - Doe,8,8/20/2018 1:04,Post,Outside
B12,3,8/21/2018 14:45,8/21/2018,14:45:07,Deer - Doe,8,8/21/2018 14:45,Post,Outside
B14,4,8/21/2018 10:32,8/21/2018,10:32:15,Deer - Buck,8,8/21/2018 10:32,Post,Outside
B14,5,8/21/2018 10:37,8/21/2018,10:37:16,Deer - Buck,8,8/21/2018 10:37,Post,Outside
B14,3,8/21/2018 19:19,8/21/2018,19:19:16,Deer - Doe,8,8/21/2018 19:19,Post,Outside
D12,3,8/21/2018 2:24,8/21/2018,2:24:29,Deer - Doe,8,8/21/2018 2:24,Post,Outside
B12,4,8/22/2018 20:09,8/22/2018,20:09:42,Deer - Doe,8,8/22/2018 20:09,Post,Outside
B14,2,8/22/2018 20:36,8/22/2018,20:36:18,Deer - Doe,8,8/22/2018 20:36,Post,Outside
B14,3,8/22/2018 10:08,8/22/2018,10:08:00,Deer - Doe,8,8/22/2018 10:08,Post,Outside
B14,3,8/22/2018 20:36,8/22/2018,20:36:26,Deer - Doe,8,8/22/2018 20:36,Post,Outside
F10,2,8/22/2018 15:31,8/22/2018,15:31:26,Deer - Doe,8,8/22/2018 15:31,Post,Outside
F10,2,8/22/2018 18:00,8/22/2018,18:00:48,Deer - Doe,8,8/22/2018 18:00,Post,Outside
B12,2,8/23/2018 6:58,8/23/2018,6:58:38,Deer - Doe,8,8/23/2018 6:58,Post,Outside
C17,4,8/23/2018 6:49,8/23/2018,6:49:54,Deer - Doe,8,8/23/2018 6:49,Post,Outside
D12,3,8/23/2018 8:32,8/23/2018,8:32:37,Deer - Doe,8,8/23/2018 8:32,Post,Outside
D12,3,8/23/2018 10:04,8/23/2018,10:04:58,Deer - Doe,8,8/23/2018 10:04,Post,Outside
D12,4,8/23/2018 8:31,8/23/2018,8:31:37,Deer - Doe,8,8/23/2018 8:31,Post,Outside
D12,4,8/23/2018 10:04,8/23/2018,10:04:55,Deer - Doe,8,8/23/2018 10:04,Post,Outside
D12,4,8/23/2018 15:33,8/23/2018,15:33:41,Deer - Doe,8,8/23/2018 15:33,Post,Outside
D14,3,8/23/2018 8:31,8/23/2018,8:31:33,Deer - Doe,8,8/23/2018 8:31,Post,Outside
D16,3,8/23/2018 21:12,8/23/2018,21:12:00,Deer - Doe,8,8/23/2018 21:12,Post,Outside
B12,4,8/24/2018 2:35,8/24/2018,2:35:22,Deer - Doe,8,8/24/2018 2:35,Post,Outside
D14,3,8/24/2018 20:30,8/24/2018,20:30:51,Deer - Doe,8,8/24/2018 20:30,Post,Outside
B14,3,8/25/2018 7:09,8/25/2018,7:09:01,Deer - Doe,8,8/25/2018 7:09,Post,Outside
B14,4,8/25/2018 7:09,8/25/2018,7:09:49,Deer - Doe,8,8/25/2018 7:09,Post,Outside
C17,4,8/25/2018 10:10,8/25/2018,10:10:13,Deer - Doe,8,8/25/2018 10:10,Post,Outside
F10,3,8/25/2018 8:15,8/25/2018,8:15:26,Deer - Doe,8,8/25/2018 8:15,Post,Outside
D14,3,8/26/2018 11:01,8/26/2018,11:01:57,Deer - Doe,8,8/26/2018 11:01,Post,Outside
D14,4,8/26/2018 11:03,8/26/2018,11:03:28,Deer - Doe,8,8/26/2018 11:03,Post,Outside
D16,3,8/26/2018 11:18,8/26/2018,11:18:36,Deer - Doe,8,8/26/2018 11:18,Post,Outside
A13,4,8/27/2018 3:10,8/27/2018,3:10:32,Deer - Doe,8,8/27/2018 3:10,Post,Outside
B14,1,8/27/2018 21:12,8/27/2018,21:12:25,Deer - Doe,8,8/27/2018 21:12,Post,Outside
B14,2,8/27/2018 7:30,8/27/2018,7:30:23,Deer - Doe,8,8/27/2018 7:30,Post,Outside
B14,3,8/27/2018 4:29,8/27/2018,4:29:00,Deer - Doe,8,8/27/2018 4:29,Post,Outside
B14,3,8/27/2018 20:58,8/27/2018,20:58:14,Deer - Doe,8,8/27/2018 20:58,Post,Outside
D14,3,8/27/2018 2:54,8/27/2018,2:54:16,Deer - Doe,8,8/27/2018 2:54,Post,Outside
D16,3,8/27/2018 3:19,8/27/2018,3:19:45,Deer - Doe,8,8/27/2018 3:19,Post,Outside
B14,4,8/28/2018 10:35,8/28/2018,10:35:13,Deer - Doe,8,8/28/2018 10:35,Post,Outside
E13,2,8/28/2018 18:45,8/28/2018,18:45:04,Deer - Doe,8,8/28/2018 18:45,Post,Outside
B14,2,8/29/2018 1:12,8/29/2018,1:12:15,Deer - Doe,8,8/29/2018 1:12,Post,Outside
B14,4,8/29/2018 1:10,8/29/2018,1:10:56,Deer - Doe,8,8/29/2018 1:10,Post,Outside
D12,4,8/29/2018 8:34,8/29/2018,8:34:56,Deer - Doe,8,8/29/2018 8:34,Post,Outside
D14,3,8/29/2018 18:08,8/29/2018,18:08:02,Deer - Doe,8,8/29/2018 18:08,Post,Outside
B12,3,8/30/2018 7:11,8/30/2018,7:11:36,Deer - Doe,8,8/30/2018 7:11,Post,Outside
B12,4,8/30/2018 7:12,8/30/2018,7:12:06,Deer - Doe,8,8/30/2018 7:12,Post,Outside
B14,3,8/30/2018 6:00,8/30/2018,6:00:02,Deer - Buck,8,8/30/2018 6:00,Post,Outside
B14,4,8/30/2018 6:02,8/30/2018,6:02:47,Deer - Buck,8,8/30/2018 6:02,Post,Outside
D14,3,8/30/2018 20:57,8/30/2018,20:57:02,Deer - Doe,8,8/30/2018 20:57,Post,Outside
E15,2,8/30/2018 9:09,8/30/2018,9:09:44,Deer - Doe,8,8/30/2018 9:09,Post,Outside
F10,3,8/30/2018 7:33,8/30/2018,7:33:08,Deer - Doe,8,8/30/2018 7:33,Post,Outside
B14,2,8/31/2018 3:42,8/31/2018,3:42:34,Deer - Buck,8,8/31/2018 3:42,Post,Outside
B14,3,8/31/2018 2:58,8/31/2018,2:58:21,Deer - Buck,8,8/31/2018 2:58,Post,Outside
B14,3,8/31/2018 3:40,8/31/2018,3:40:18,Deer - Buck,8,8/31/2018 3:40,Post,Outside
B14,3,8/31/2018 9:37,8/31/2018,9:37:49,Deer - Buck,8,8/31/2018 9:37,Post,Outside
B14,4,8/31/2018 2:57,8/31/2018,2:57:46,Deer - Buck,8,8/31/2018 2:57,Post,Outside
B14,2,8/31/2018 3:42,8/31/2018,3:42:27,Deer - Doe,8,8/31/2018 3:42,Post,Outside
B14,2,8/31/2018 9:37,8/31/2018,9:37:09,Deer - Doe,8,8/31/2018 9:37,Post,Outside
C17,4,8/31/2018 7:29,8/31/2018,7:29:22,Deer - Doe,8,8/31/2018 7:29,Post,Outside
D14,1,8/31/2018 7:53,8/31/2018,7:53:01,Deer - Doe,8,8/31/2018 7:53,Post,Outside
D14,3,8/31/2018 7:48,8/31/2018,7:48:48,Deer - Doe,8,8/31/2018 7:48,Post,Outside
E15,2,8/31/2018 0:38,8/31/2018,0:38:25,Deer - Doe,8,8/31/2018 0:38,Post,Outside
D14,1,9/2/2018 7:59,9/2/2018,7:59:03,Deer - Doe,9,9/2/2018 7:59,Post,Outside
D14,1,9/2/2018 8:14,9/2/2018,8:14:03,Deer - Doe,9,9/2/2018 8:14,Post,Outside
B14,3,9/3/2018 21:08,9/3/2018,21:08:33,Deer - Doe,9,9/3/2018 21:08,Post,Outside
D14,1,9/3/2018 2:00,9/3/2018,2:00:02,Deer - Doe,9,9/3/2018 2:00,Post,Outside
D14,1,9/3/2018 7:47,9/3/2018,7:47:21,Deer - Doe,9,9/3/2018 7:47,Post,Outside
F10,3,9/3/2018 16:37,9/3/2018,16:37:36,Deer - Doe,9,9/3/2018 16:37,Post,Outside
B12,2,9/4/2018 7:17,9/4/2018,7:17:19,Deer - Doe,9,9/4/2018 7:17,Post,Outside
B12,3,9/4/2018 7:16,9/4/2018,7:16:04,Deer - Doe,9,9/4/2018 7:16,Post,Outside
D14,1,9/4/2018 9:44,9/4/2018,9:44:30,Deer - Doe,9,9/4/2018 9:44,Post,Outside
D16,3,9/4/2018 6:20,9/4/2018,6:20:11,Deer - Doe,9,9/4/2018 6:20,Post,Outside
D16,3,9/5/2018 6:03,9/5/2018,6:03:23,Deer - Doe,9,9/5/2018 6:03,Post,Outside
B12,3,9/6/2018 11:50,9/6/2018,11:50:25,Deer - Doe,9,9/6/2018 11:50,Post,Outside
C15,3,9/6/2018 22:52,9/6/2018,22:52:54,Deer - Doe,9,9/6/2018 22:52,Post,Outside
D14,2,9/6/2018 1:21,9/6/2018,1:21:54,Deer - Doe,9,9/6/2018 1:21,Post,Outside
D14,4,9/6/2018 18:21,9/6/2018,18:21:50,Deer - Doe,9,9/6/2018 18:21,Post,Outside
F10,3,9/6/2018 9:06,9/6/2018,9:06:31,Deer - Doe,9,9/6/2018 9:06,Post,Outside
B12,4,9/7/2018 20:08,9/7/2018,20:08:18,Deer - Buck,9,9/7/2018 20:08,Post,Outside
B14,4,9/8/2018 21:09,9/8/2018,21:09:47,Deer - Doe,9,9/8/2018 21:09,Post,Outside
D14,4,9/8/2018 2:49,9/8/2018,2:49:01,Deer - Doe,9,9/8/2018 2:49,Post,Outside
C15,3,9/9/2018 0:36,9/9/2018,0:36:40,Deer - Doe,9,9/9/2018 0:36,Post,Outside
D14,2,9/9/2018 8:09,9/9/2018,8:09:47,Deer - Doe,9,9/9/2018 8:09,Post,Outside
D14,2,9/10/2018 9:45,9/10/2018,9:45:44,Deer - Doe,9,9/10/2018 9:45,Post,Outside
D14,3,9/10/2018 9:45,9/10/2018,9:45:38,Deer - Doe,9,9/10/2018 9:45,Post,Outside
D12,3,9/11/2018 8:41,9/11/2018,8:41:06,Deer - Doe,9,9/11/2018 8:41,Post,Outside
D12,3,9/11/2018 23:05,9/11/2018,23:05:18,Deer - Doe,9,9/11/2018 23:05,Post,Outside
B14,1,9/12/2018 10:48,9/12/2018,10:48:37,Deer - Doe,9,9/12/2018 10:48,Post,Outside
B14,2,9/12/2018 10:48,9/12/2018,10:48:34,Deer - Doe,9,9/12/2018 10:48,Post,Outside
B14,3,9/12/2018 10:52,9/12/2018,10:52:11,Deer - Doe,9,9/12/2018 10:52,Post,Outside
B14,3,9/12/2018 19:56,9/12/2018,19:56:24,Deer - Doe,9,9/12/2018 19:56,Post,Outside
B14,4,9/13/2018 3:28,9/13/2018,3:28:18,Deer - Buck,9,9/13/2018 3:28,Post,Outside
B14,3,9/14/2018 7:11,9/14/2018,7:11:55,Deer - Doe,9,9/14/2018 7:11,Post,Outside
B14,3,9/14/2018 12:12,9/14/2018,12:12:26,Deer - Doe,9,9/14/2018 12:12,Post,Outside
C17,3,9/14/2018 9:39,9/14/2018,9:39:55,Deer - Doe,9,9/14/2018 9:39,Post,Outside
B14,3,9/15/2018 3:20,9/15/2018,3:20:22,Deer - Doe,9,9/15/2018 3:20,Post,Outside
B14,3,9/15/2018 21:06,9/15/2018,21:06:05,Deer - Doe,9,9/15/2018 21:06,Post,Outside
D14,4,9/15/2018 5:28,9/15/2018,5:28:25,Deer - Doe,9,9/15/2018 5:28,Post,Outside
E15,4,9/15/2018 21:59,9/15/2018,21:59:45,Deer - Doe,9,9/15/2018 21:59,Post,Outside
B14,5,9/16/2018 21:14,9/16/2018,21:14:26,Deer - Buck,9,9/16/2018 21:14,Post,Outside
B14,2,9/16/2018 12:19,9/16/2018,12:19:59,Deer - Doe,9,9/16/2018 12:19,Post,Outside
B14,2,9/16/2018 12:36,9/16/2018,12:36:43,Deer - Doe,9,9/16/2018 12:36,Post,Outside
B14,3,9/16/2018 12:37,9/16/2018,12:37:02,Deer - Doe,9,9/16/2018 12:37,Post,Outside
B14,4,9/16/2018 3:19,9/16/2018,3:19:15,Deer - Doe,9,9/16/2018 3:19,Post,Outside
C17,3,9/16/2018 7:55,9/16/2018,7:55:56,Deer - Doe,9,9/16/2018 7:55,Post,Outside
D16,3,9/16/2018 1:00,9/16/2018,1:00:05,Deer - Doe,9,9/16/2018 1:00,Post,Outside
D16,4,9/16/2018 6:03,9/16/2018,6:03:04,Deer - Doe,9,9/16/2018 6:03,Post,Outside
B12,4,9/17/2018 23:45,9/17/2018,23:45:54,Deer - Doe,9,9/17/2018 23:45,Post,Outside
B14,4,9/18/2018 20:53,9/18/2018,20:53:55,Deer - Buck,9,9/18/2018 20:53,Post,Outside
B14,5,9/18/2018 1:41,9/18/2018,1:41:37,Deer - Buck,9,9/18/2018 1:41,Post,Outside
B14,3,9/18/2018 9:16,9/18/2018,9:16:36,Deer - Doe,9,9/18/2018 9:16,Post,Outside
B14,3,9/18/2018 19:22,9/18/2018,19:22:41,Deer - Doe,9,9/18/2018 19:22,Post,Outside
B14,3,9/18/2018 22:22,9/18/2018,22:22:40,Deer - Doe,9,9/18/2018 22:22,Post,Outside
C17,3,9/18/2018 20:51,9/18/2018,20:51:14,Deer - Doe,9,9/18/2018 20:51,Post,Outside
D14,3,9/18/2018 20:37,9/18/2018,20:37:17,Deer - Doe,9,9/18/2018 20:37,Post,Outside
B14,3,9/19/2018 1:20,9/19/2018,1:20:46,Deer - Doe,9,9/19/2018 1:20,Post,Outside
B14,3,9/19/2018 3:26,9/19/2018,3:26:48,Deer - Doe,9,9/19/2018 3:26,Post,Outside
B14,3,9/19/2018 20:43,9/19/2018,20:43:12,Deer - Doe,9,9/19/2018 20:43,Post,Outside
D12,4,9/19/2018 7:53,9/19/2018,7:53:29,Deer - Doe,9,9/19/2018 7:53,Post,Outside
B14,3,9/20/2018 22:07,9/20/2018,22:07:48,Deer - Doe,9,9/20/2018 22:07,Post,Outside
