Station,BCI,DateTimeOriginal,Date,Time,Species,Month,TimeStamp,TimePeriod,Area
B14,3,7/6/2018 22:47,7/6/2018,22:47:57,Deer - Buck,7,7/6/2018 22:47,Pre,Outside
B14,4,7/6/2018 22:48,7/6/2018,22:48:00,Deer - Buck,7,7/6/2018 22:48,Pre,Outside
B14,2,7/6/2018 15:46,7/6/2018,15:46:26,Deer - Doe,7,7/6/2018 15:46,Pre,Outside
B14,2,7/6/2018 18:38,7/6/2018,18:38:29,Deer - Doe,7,7/6/2018 18:38,Pre,Outside
B14,3,7/6/2018 0:57,7/6/2018,0:57:27,Deer - Doe,7,7/6/2018 0:57,Pre,Outside
B14,3,7/6/2018 9:00,7/6/2018,9:00:24,Deer - Doe,7,7/6/2018 9:00,Pre,Outside
B14,3,7/6/2018 10:19,7/6/2018,10:19:00,Deer - Doe,7,7/6/2018 10:19,Pre,Outside
B14,3,7/6/2018 12:43,7/6/2018,12:43:15,Deer - Doe,7,7/6/2018 12:43,Pre,Outside
B14,3,7/6/2018 21:49,7/6/2018,21:49:59,Deer - Doe,7,7/6/2018 21:49,Pre,Outside
B14,4,7/6/2018 21:53,7/6/2018,21:53:02,Deer - Doe,7,7/6/2018 21:53,Pre,Outside
A13,4,7/7/2018 5:58,7/7/2018,5:58:17,Deer - Doe,7,7/7/2018 5:58,Pre,Outside
B14,3,7/7/2018 6:05,7/7/2018,6:05:38,Deer - Buck,7,7/7/2018 6:05,Pre,Outside
B14,3,7/7/2018 10:21,7/7/2018,10:21:58,Deer - Buck,7,7/7/2018 10:21,Pre,Outside
B14,3,7/7/2018 17:02,7/7/2018,17:02:29,Deer - Buck,7,7/7/2018 17:02,Pre,Outside
B14,3,7/7/2018 22:49,7/7/2018,22:49:48,Deer - Buck,7,7/7/2018 22:49,Pre,Outside
B14,4,7/7/2018 6:05,7/7/2018,6:05:24,Deer - Buck,7,7/7/2018 6:05,Pre,Outside
B14,4,7/7/2018 6:27,7/7/2018,6:27:19,Deer - Buck,7,7/7/2018 6:27,Pre,Outside
B14,4,7/7/2018 21:24,7/7/2018,21:24:30,Deer - Buck,7,7/7/2018 21:24,Pre,Outside
B14,5,7/7/2018 22:55,7/7/2018,22:55:34,Deer - Buck,7,7/7/2018 22:55,Pre,Outside
B14,2,7/7/2018 15:44,7/7/2018,15:44:24,Deer - Doe,7,7/7/2018 15:44,Pre,Outside
B14,3,7/7/2018 3:09,7/7/2018,3:09:31,Deer - Doe,7,7/7/2018 3:09,Pre,Outside
B14,3,7/7/2018 10:24,7/7/2018,10:24:29,Deer - Doe,7,7/7/2018 10:24,Pre,Outside
B14,3,7/7/2018 12:46,7/7/2018,12:46:14,Deer - Doe,7,7/7/2018 12:46,Pre,Outside
B14,3,7/7/2018 19:16,7/7/2018,19:16:50,Deer - Doe,7,7/7/2018 19:16,Pre,Outside
B14,3,7/7/2018 22:54,7/7/2018,22:54:44,Deer - Doe,7,7/7/2018 22:54,Pre,Outside
B14,4,7/7/2018 3:16,7/7/2018,3:16:36,Deer - Doe,7,7/7/2018 3:16,Pre,Outside
B14,4,7/7/2018 10:21,7/7/2018,10:21:58,Deer - Doe,7,7/7/2018 10:21,Pre,Outside
B14,4,7/7/2018 12:46,7/7/2018,12:46:39,Deer - Doe,7,7/7/2018 12:46,Pre,Outside
B14,4,7/7/2018 16:56,7/7/2018,16:56:54,Deer - Doe,7,7/7/2018 16:56,Pre,Outside
B14,4,7/7/2018 23:14,7/7/2018,23:14:09,Deer - Doe,7,7/7/2018 23:14,Pre,Outside
D14,3,7/7/2018 3:40,7/7/2018,3:40:06,Deer - Doe,7,7/7/2018 3:40,Pre,Outside
D16,5,7/7/2018 23:56,7/7/2018,23:56:08,Deer - Buck,7,7/7/2018 23:56,Pre,Outside
E13,4,7/7/2018 16:25,7/7/2018,16:25:39,Deer - Doe,7,7/7/2018 16:25,Pre,Outside
B14,3,7/8/2018 21:42,7/8/2018,21:42:43,Deer - Buck,7,7/8/2018 21:42,Pre,Outside
B14,4,7/8/2018 21:42,7/8/2018,21:42:47,Deer - Buck,7,7/8/2018 21:42,Pre,Outside
B14,5,7/8/2018 21:38,7/8/2018,21:38:00,Deer - Buck,7,7/8/2018 21:38,Pre,Outside
B14,1,7/8/2018 1:18,7/8/2018,1:18:26,Deer - Doe,7,7/8/2018 1:18,Pre,Outside
B14,1,7/8/2018 10:18,7/8/2018,10:18:10,Deer - Doe,7,7/8/2018 10:18,Pre,Outside
B14,2,7/8/2018 21:36,7/8/2018,21:36:28,Deer - Doe,7,7/8/2018 21:36,Pre,Outside
B14,3,7/8/2018 1:17,7/8/2018,1:17:07,Deer - Doe,7,7/8/2018 1:17,Pre,Outside
B14,3,7/8/2018 21:13,7/8/2018,21:13:32,Deer - Doe,7,7/8/2018 21:13,Pre,Outside
B14,3,7/8/2018 21:41,7/8/2018,21:41:07,Deer - Doe,7,7/8/2018 21:41,Pre,Outside
B14,4,7/8/2018 1:05,7/8/2018,1:05:44,Deer - Doe,7,7/8/2018 1:05,Pre,Outside
B14,4,7/8/2018 10:18,7/8/2018,10:18:01,Deer - Doe,7,7/8/2018 10:18,Pre,Outside
B14,4,7/8/2018 11:57,7/8/2018,11:57:20,Deer - Doe,7,7/8/2018 11:57,Pre,Outside
B14,4,7/8/2018 14:17,7/8/2018,14:17:35,Deer - Doe,7,7/8/2018 14:17,Pre,Outside
B14,4,7/8/2018 16:00,7/8/2018,16:00:06,Deer - Doe,7,7/8/2018 16:00,Pre,Outside
B14,4,7/9/2018 21:27,7/9/2018,21:27:25,Deer - Buck,7,7/9/2018 21:27,Pre,Outside
B14,5,7/9/2018 21:20,7/9/2018,21:20:35,Deer - Buck,7,7/9/2018 21:20,Pre,Outside
B14,1,7/9/2018 0:59,7/9/2018,0:59:20,Deer - Doe,7,7/9/2018 0:59,Pre,Outside
B14,1,7/9/2018 2:11,7/9/2018,2:11:19,Deer - Doe,7,7/9/2018 2:11,Pre,Outside
B14,3,7/9/2018 0:50,7/9/2018,0:50:03,Deer - Doe,7,7/9/2018 0:50,Pre,Outside
B14,3,7/9/2018 10:00,7/9/2018,10:00:23,Deer - Doe,7,7/9/2018 10:00,Pre,Outside
B14,3,7/9/2018 20:33,7/9/2018,20:33:59,Deer - Doe,7,7/9/2018 20:33,Pre,Outside
B14,4,7/9/2018 9:08,7/9/2018,9:08:08,Deer - Doe,7,7/9/2018 9:08,Pre,Outside
B14,4,7/9/2018 9:57,7/9/2018,9:57:09,Deer - Doe,7,7/9/2018 9:57,Pre,Outside
B14,4,7/9/2018 20:41,7/9/2018,20:41:01,Deer - Doe,7,7/9/2018 20:41,Pre,Outside
B14,4,7/9/2018 20:58,7/9/2018,20:58:38,Deer - Doe,7,7/9/2018 20:58,Pre,Outside
D12,4,7/9/2018 3:33,7/9/2018,3:33:08,Deer - Doe,7,7/9/2018 3:33,Pre,Outside
D14,3,7/9/2018 15:14,7/9/2018,15:14:35,Deer - Doe,7,7/9/2018 15:14,Pre,Outside
B14,3,7/10/2018 22:38,7/10/2018,22:38:58,Deer - Buck,7,7/10/2018 22:38,Pre,Outside
B14,4,7/10/2018 8:42,7/10/2018,8:42:22,Deer - Buck,7,7/10/2018 8:42,Pre,Outside
B14,4,7/10/2018 11:33,7/10/2018,11:33:55,Deer - Buck,7,7/10/2018 11:33,Pre,Outside
B14,4,7/10/2018 22:33,7/10/2018,22:33:50,Deer - Buck,7,7/10/2018 22:33,Pre,Outside
B14,1,7/10/2018 22:13,7/10/2018,22:13:38,Deer - Doe,7,7/10/2018 22:13,Pre,Outside
B14,2,7/10/2018 21:07,7/10/2018,21:07:27,Deer - Doe,7,7/10/2018 21:07,Pre,Outside
B14,4,7/10/2018 9:16,7/10/2018,9:16:14,Deer - Doe,7,7/10/2018 9:16,Pre,Outside
B14,4,7/10/2018 10:25,7/10/2018,10:25:20,Deer - Doe,7,7/10/2018 10:25,Pre,Outside
D14,2,7/10/2018 4:57,7/10/2018,4:57:58,Deer - Doe,7,7/10/2018 4:57,Pre,Outside
D14,3,7/10/2018 10:07,7/10/2018,10:07:30,Deer - Doe,7,7/10/2018 10:07,Pre,Outside
B14,3,7/11/2018 22:22,7/11/2018,22:22:29,Deer - Buck,7,7/11/2018 22:22,Pre,Outside
B14,4,7/11/2018 9:48,7/11/2018,9:48:12,Deer - Buck,7,7/11/2018 9:48,Pre,Outside
B14,4,7/11/2018 10:41,7/11/2018,10:41:00,Deer - Buck,7,7/11/2018 10:41,Pre,Outside
B14,4,7/11/2018 21:26,7/11/2018,21:26:07,Deer - Buck,7,7/11/2018 21:26,Pre,Outside
B14,4,7/11/2018 22:22,7/11/2018,22:22:37,Deer - Buck,7,7/11/2018 22:22,Pre,Outside
B14,2,7/11/2018 21:57,7/11/2018,21:57:15,Deer - Doe,7,7/11/2018 21:57,Pre,Outside
B14,3,7/11/2018 9:52,7/11/2018,9:52:30,Deer - Doe,7,7/11/2018 9:52,Pre,Outside
B14,3,7/11/2018 10:09,7/11/2018,10:09:29,Deer - Doe,7,7/11/2018 10:09,Pre,Outside
B14,3,7/11/2018 10:41,7/11/2018,10:41:50,Deer - Doe,7,7/11/2018 10:41,Pre,Outside
B14,3,7/11/2018 11:20,7/11/2018,11:20:45,Deer - Doe,7,7/11/2018 11:20,Pre,Outside
B14,3,7/11/2018 21:30,7/11/2018,21:30:03,Deer - Doe,7,7/11/2018 21:30,Pre,Outside
B14,3,7/11/2018 22:04,7/11/2018,22:04:58,Deer - Doe,7,7/11/2018 22:04,Pre,Outside
B14,4,7/11/2018 9:52,7/11/2018,9:52:22,Deer - Doe,7,7/11/2018 9:52,Pre,Outside
B14,4,7/11/2018 10:09,7/11/2018,10:09:33,Deer - Doe,7,7/11/2018 10:09,Pre,Outside
B14,4,7/11/2018 10:41,7/11/2018,10:41:08,Deer - Doe,7,7/11/2018 10:41,Pre,Outside
B14,4,7/11/2018 23:17,7/11/2018,23:17:47,Deer - Doe,7,7/11/2018 23:17,Pre,Outside
B14,3,7/12/2018 21:07,7/12/2018,21:07:02,Deer - Buck,7,7/12/2018 21:07,Pre,Outside
B14,4,7/12/2018 21:07,7/12/2018,21:07:22,Deer - Buck,7,7/12/2018 21:07,Pre,Outside
B14,2,7/12/2018 20:55,7/12/2018,20:55:47,Deer - Doe,7,7/12/2018 20:55,Pre,Outside
B14,3,7/12/2018 8:56,7/12/2018,8:56:48,Deer - Doe,7,7/12/2018 8:56,Pre,Outside
B14,3,7/12/2018 9:22,7/12/2018,9:22:35,Deer - Doe,7,7/12/2018 9:22,Pre,Outside
B14,3,7/12/2018 10:30,7/12/2018,10:30:24,Deer - Doe,7,7/12/2018 10:30,Pre,Outside
B14,3,7/12/2018 21:06,7/12/2018,21:06:52,Deer - Doe,7,7/12/2018 21:06,Pre,Outside
B14,4,7/12/2018 2:53,7/12/2018,2:53:21,Deer - Doe,7,7/12/2018 2:53,Pre,Outside
B14,4,7/12/2018 8:59,7/12/2018,8:59:12,Deer - Doe,7,7/12/2018 8:59,Pre,Outside
B14,4,7/12/2018 17:16,7/12/2018,17:16:12,Deer - Doe,7,7/12/2018 17:16,Pre,Outside
B14,4,7/12/2018 20:57,7/12/2018,20:57:17,Deer - Doe,7,7/12/2018 20:57,Pre,Outside
B14,3,7/13/2018 8:15,7/13/2018,8:15:38,Deer - Buck,7,7/13/2018 8:15,Pre,Outside
B14,3,7/13/2018 22:10,7/13/2018,22:10:43,Deer - Buck,7,7/13/2018 22:10,Pre,Outside
B14,4,7/13/2018 2:43,7/13/2018,2:43:54,Deer - Buck,7,7/13/2018 2:43,Pre,Outside
B14,4,7/13/2018 22:10,7/13/2018,22:10:44,Deer - Buck,7,7/13/2018 22:10,Pre,Outside
B14,3,7/13/2018 0:16,7/13/2018,0:16:05,Deer - Doe,7,7/13/2018 0:16,Pre,Outside
B14,3,7/13/2018 2:14,7/13/2018,2:14:40,Deer - Doe,7,7/13/2018 2:14,Pre,Outside
B14,3,7/13/2018 13:26,7/13/2018,13:26:37,Deer - Doe,7,7/13/2018 13:26,Pre,Outside
B14,3,7/13/2018 19:52,7/13/2018,19:52:37,Deer - Doe,7,7/13/2018 19:52,Pre,Outside
B14,3,7/13/2018 21:17,7/13/2018,21:17:07,Deer - Doe,7,7/13/2018 21:17,Pre,Outside
B14,3,7/13/2018 21:35,7/13/2018,21:35:38,Deer - Doe,7,7/13/2018 21:35,Pre,Outside
B14,4,7/13/2018 8:18,7/13/2018,8:18:57,Deer - Doe,7,7/13/2018 8:18,Pre,Outside
B14,4,7/13/2018 11:24,7/13/2018,11:24:20,Deer - Doe,7,7/13/2018 11:24,Pre,Outside
B14,4,7/13/2018 21:26,7/13/2018,21:26:29,Deer - Doe,7,7/13/2018 21:26,Pre,Outside
B14,4,7/13/2018 22:25,7/13/2018,22:25:57,Deer - Doe,7,7/13/2018 22:25,Pre,Outside
E15,3,7/13/2018 22:05,7/13/2018,22:05:10,Deer - Doe,7,7/13/2018 22:05,Pre,Outside
B14,2,7/14/2018 22:21,7/14/2018,22:21:29,Deer - Buck,7,7/14/2018 22:21,Pre,Outside
B14,4,7/14/2018 21:22,7/14/2018,21:22:11,Deer - Buck,7,7/14/2018 21:22,Pre,Outside
B14,2,7/14/2018 11:05,7/14/2018,11:05:08,Deer - Doe,7,7/14/2018 11:05,Pre,Outside
B14,2,7/14/2018 22:08,7/14/2018,22:08:39,Deer - Doe,7,7/14/2018 22:08,Pre,Outside
B14,3,7/14/2018 21:56,7/14/2018,21:56:54,Deer - Doe,7,7/14/2018 21:56,Pre,Outside
B14,3,7/14/2018 22:12,7/14/2018,22:12:28,Deer - Doe,7,7/14/2018 22:12,Pre,Outside
B14,4,7/14/2018 2:34,7/14/2018,2:34:39,Deer - Doe,7,7/14/2018 2:34,Pre,Outside
B14,4,7/14/2018 6:13,7/14/2018,6:13:58,Deer - Doe,7,7/14/2018 6:13,Pre,Outside
B14,4,7/14/2018 11:08,7/14/2018,11:08:15,Deer - Doe,7,7/14/2018 11:08,Pre,Outside
B14,4,7/14/2018 12:49,7/14/2018,12:49:10,Deer - Doe,7,7/14/2018 12:49,Pre,Outside
B14,4,7/14/2018 21:51,7/14/2018,21:51:01,Deer - Doe,7,7/14/2018 21:51,Pre,Outside
B14,4,7/14/2018 22:06,7/14/2018,22:06:12,Deer - Doe,7,7/14/2018 22:06,Pre,Outside
C17,3,7/14/2018 9:35,7/14/2018,9:35:53,Deer - Doe,7,7/14/2018 9:35,Pre,Outside
B14,3,7/15/2018 21:31,7/15/2018,21:31:58,Deer - Buck,7,7/15/2018 21:31,Pre,Outside
B14,4,7/15/2018 14:18,7/15/2018,14:18:26,Deer - Buck,7,7/15/2018 14:18,Pre,Outside
B14,4,7/15/2018 14:35,7/15/2018,14:35:52,Deer - Buck,7,7/15/2018 14:35,Pre,Outside
B14,4,7/15/2018 21:34,7/15/2018,21:34:10,Deer - Buck,7,7/15/2018 21:34,Pre,Outside
B14,2,7/15/2018 11:32,7/15/2018,11:32:47,Deer - Doe,7,7/15/2018 11:32,Pre,Outside
B14,3,7/15/2018 11:35,7/15/2018,11:35:01,Deer - Doe,7,7/15/2018 11:35,Pre,Outside
B14,3,7/15/2018 14:37,7/15/2018,14:37:10,Deer - Doe,7,7/15/2018 14:37,Pre,Outside
B14,3,7/15/2018 15:27,7/15/2018,15:27:12,Deer - Doe,7,7/15/2018 15:27,Pre,Outside
B14,3,7/15/2018 20:55,7/15/2018,20:55:03,Deer - Doe,7,7/15/2018 20:55,Pre,Outside
B14,4,7/15/2018 12:33,7/15/2018,12:33:51,Deer - Doe,7,7/15/2018 12:33,Pre,Outside
D14,4,7/15/2018 21:45,7/15/2018,21:45:48,Deer - Doe,7,7/15/2018 21:45,Pre,Outside
E15,3,7/15/2018 1:55,7/15/2018,1:55:19,Deer - Doe,7,7/15/2018 1:55,Pre,Outside
B14,2,7/16/2018 7:42,7/16/2018,7:42:32,Deer - Buck,7,7/16/2018 7:42,Pre,Outside
B14,3,7/16/2018 19:18,7/16/2018,19:18:16,Deer - Buck,7,7/16/2018 19:18,Pre,Outside
B14,4,7/16/2018 19:22,7/16/2018,19:22:35,Deer - Buck,7,7/16/2018 19:22,Pre,Outside
B14,2,7/16/2018 7:45,7/16/2018,7:45:56,Deer - Doe,7,7/16/2018 7:45,Pre,Outside
B14,3,7/16/2018 2:38,7/16/2018,2:38:30,Deer - Doe,7,7/16/2018 2:38,Pre,Outside
B14,3,7/16/2018 7:14,7/16/2018,7:14:37,Deer - Doe,7,7/16/2018 7:14,Pre,Outside
B14,3,7/16/2018 13:11,7/16/2018,13:11:02,Deer - Doe,7,7/16/2018 13:11,Pre,Outside
B14,3,7/16/2018 19:24,7/16/2018,19:24:32,Deer - Doe,7,7/16/2018 19:24,Pre,Outside
B14,3,7/16/2018 20:07,7/16/2018,20:07:53,Deer - Doe,7,7/16/2018 20:07,Pre,Outside
B14,4,7/16/2018 8:17,7/16/2018,8:17:05,Deer - Doe,7,7/16/2018 8:17,Pre,Outside
B14,3,7/17/2018 11:04,7/17/2018,11:04:05,Deer - Buck,7,7/17/2018 11:04,Pre,Outside
B14,4,7/17/2018 11:05,7/17/2018,11:05:08,Deer - Buck,7,7/17/2018 11:05,Pre,Outside
B14,4,7/17/2018 13:01,7/17/2018,13:01:23,Deer - Buck,7,7/17/2018 13:01,Pre,Outside
B14,4,7/17/2018 21:10,7/17/2018,21:10:30,Deer - Buck,7,7/17/2018 21:10,Pre,Outside
B14,1,7/17/2018 22:29,7/17/2018,22:29:07,Deer - Doe,7,7/17/2018 22:29,Pre,Outside
B14,2,7/17/2018 10:16,7/17/2018,10:16:40,Deer - Doe,7,7/17/2018 10:16,Pre,Outside
B14,3,7/17/2018 9:43,7/17/2018,9:43:55,Deer - Doe,7,7/17/2018 9:43,Pre,Outside
B14,3,7/17/2018 10:12,7/17/2018,10:12:00,Deer - Doe,7,7/17/2018 10:12,Pre,Outside
B14,3,7/17/2018 10:34,7/17/2018,10:34:29,Deer - Doe,7,7/17/2018 10:34,Pre,Outside
B14,3,7/17/2018 13:26,7/17/2018,13:26:45,Deer - Doe,7,7/17/2018 13:26,Pre,Outside
B14,3,7/17/2018 19:51,7/17/2018,19:51:11,Deer - Doe,7,7/17/2018 19:51,Pre,Outside
B14,4,7/17/2018 5:06,7/17/2018,5:06:52,Deer - Doe,7,7/17/2018 5:06,Pre,Outside
B14,4,7/17/2018 10:12,7/17/2018,10:12:01,Deer - Doe,7,7/17/2018 10:12,Pre,Outside
B14,4,7/17/2018 13:27,7/17/2018,13:27:00,Deer - Doe,7,7/17/2018 13:27,Pre,Outside
F10,3,7/17/2018 2:17,7/17/2018,2:17:44,Deer - Doe,7,7/17/2018 2:17,Pre,Outside
F10,3,7/17/2018 16:45,7/17/2018,16:45:04,Deer - Doe,7,7/17/2018 16:45,Pre,Outside
F10,4,7/17/2018 2:18,7/17/2018,2:18:51,Deer - Doe,7,7/17/2018 2:18,Pre,Outside
B14,3,7/18/2018 9:22,7/18/2018,9:22:23,Deer - Buck,7,7/18/2018 9:22,Pre,Outside
B14,3,7/18/2018 13:54,7/18/2018,13:54:52,Deer - Buck,7,7/18/2018 13:54,Pre,Outside
B14,4,7/18/2018 1:39,7/18/2018,1:39:05,Deer - Buck,7,7/18/2018 1:39,Pre,Outside
B14,4,7/18/2018 9:19,7/18/2018,9:19:49,Deer - Buck,7,7/18/2018 9:19,Pre,Outside
B14,4,7/18/2018 21:39,7/18/2018,21:39:54,Deer - Buck,7,7/18/2018 21:39,Pre,Outside
B14,5,7/18/2018 21:43,7/18/2018,21:43:02,Deer - Buck,7,7/18/2018 21:43,Pre,Outside
B14,2,7/18/2018 2:37,7/18/2018,2:37:50,Deer - Doe,7,7/18/2018 2:37,Pre,Outside
B14,2,7/18/2018 8:16,7/18/2018,8:16:51,Deer - Doe,7,7/18/2018 8:16,Pre,Outside
B14,3,7/18/2018 8:17,7/18/2018,8:17:34,Deer - Doe,7,7/18/2018 8:17,Pre,Outside
B14,3,7/18/2018 9:19,7/18/2018,9:19:03,Deer - Doe,7,7/18/2018 9:19,Pre,Outside
E13,3,7/18/2018 0:12,7/18/2018,0:12:31,Deer - Doe,7,7/18/2018 0:12,Pre,Outside
B14,3,7/19/2018 10:14,7/19/2018,10:14:05,Deer - Buck,7,7/19/2018 10:14,Pre,Outside
B14,4,7/19/2018 22:19,7/19/2018,22:19:14,Deer - Buck,7,7/19/2018 22:19,Pre,Outside
B14,3,7/19/2018 9:06,7/19/2018,9:06:19,Deer - Doe,7,7/19/2018 9:06,Pre,Outside
B14,3,7/19/2018 13:29,7/19/2018,13:29:47,Deer - Doe,7,7/19/2018 13:29,Pre,Outside
B14,3,7/19/2018 21:00,7/19/2018,21:00:14,Deer - Doe,7,7/19/2018 21:00,Pre,Outside
B14,3,7/19/2018 21:20,7/19/2018,21:20:50,Deer - Doe,7,7/19/2018 21:20,Pre,Outside
B14,4,7/19/2018 20:28,7/19/2018,20:28:53,Deer - Doe,7,7/19/2018 20:28,Pre,Outside
E13,3,7/19/2018 6:05,7/19/2018,6:05:20,Deer - Buck,7,7/19/2018 6:05,Pre,Outside
E13,4,7/19/2018 8:48,7/19/2018,8:48:37,Deer - Doe,7,7/19/2018 8:48,Pre,Outside
B14,2,7/20/2018 19:52,7/20/2018,19:52:55,Deer - Buck,7,7/20/2018 19:52,Pre,Outside
B14,3,7/20/2018 10:26,7/20/2018,10:26:35,Deer - Buck,7,7/20/2018 10:26,Pre,Outside
B14,3,7/20/2018 23:53,7/20/2018,23:53:01,Deer - Buck,7,7/20/2018 23:53,Pre,Outside
B14,4,7/20/2018 20:03,7/20/2018,20:03:31,Deer - Buck,7,7/20/2018 20:03,Pre,Outside
B14,4,7/20/2018 23:51,7/20/2018,23:51:54,Deer - Buck,7,7/20/2018 23:51,Pre,Outside
B14,3,7/20/2018 10:30,7/20/2018,10:30:10,Deer - Doe,7,7/20/2018 10:30,Pre,Outside
B14,3,7/20/2018 10:49,7/20/2018,10:49:15,Deer - Doe,7,7/20/2018 10:49,Pre,Outside
B14,3,7/20/2018 19:50,7/20/2018,19:50:57,Deer - Doe,7,7/20/2018 19:50,Pre,Outside
B14,3,7/20/2018 21:11,7/20/2018,21:11:25,Deer - Doe,7,7/20/2018 21:11,Pre,Outside
B14,3,7/20/2018 21:45,7/20/2018,21:45:47,Deer - Doe,7,7/20/2018 21:45,Pre,Outside
B14,4,7/20/2018 8:47,7/20/2018,8:47:43,Deer - Doe,7,7/20/2018 8:47,Pre,Outside
B14,4,7/20/2018 10:23,7/20/2018,10:23:27,Deer - Doe,7,7/20/2018 10:23,Pre,Outside
D16,4,7/20/2018 3:46,7/20/2018,3:46:30,Deer - Doe,7,7/20/2018 3:46,Pre,Outside
B14,2,7/21/2018 21:09,7/21/2018,21:09:24,Deer - Buck,7,7/21/2018 21:09,Pre,Outside
B14,2,7/21/2018 21:45,7/21/2018,21:45:09,Deer - Buck,7,7/21/2018 21:45,Pre,Outside
B14,3,7/21/2018 21:06,7/21/2018,21:06:31,Deer - Buck,7,7/21/2018 21:06,Pre,Outside
B14,2,7/21/2018 2:39,7/21/2018,2:39:11,Deer - Doe,7,7/21/2018 2:39,Pre,Outside
B14,3,7/21/2018 14:45,7/21/2018,14:45:47,Deer - Doe,7,7/21/2018 14:45,Pre,Outside
B14,3,7/21/2018 21:28,7/21/2018,21:28:42,Deer - Doe,7,7/21/2018 21:28,Pre,Outside
B14,3,7/21/2018 21:45,7/21/2018,21:45:09,Deer - Doe,7,7/21/2018 21:45,Pre,Outside
D14,4,7/21/2018 5:08,7/21/2018,5:08:29,Deer - Doe,7,7/21/2018 5:08,Pre,Outside
D14,4,7/21/2018 9:58,7/21/2018,9:58:34,Deer - Doe,7,7/21/2018 9:58,Pre,Outside
E13,4,7/21/2018 19:05,7/21/2018,19:05:21,Deer - Doe,7,7/21/2018 19:05,Pre,Outside
E15,3,7/21/2018 9:57,7/21/2018,9:57:19,Deer - Doe,7,7/21/2018 9:57,Pre,Outside
B14,3,7/22/2018 22:54,7/22/2018,22:54:37,Deer - Buck,7,7/22/2018 22:54,Pre,Outside
B14,4,7/22/2018 22:55,7/22/2018,22:55:09,Deer - Buck,7,7/22/2018 22:55,Pre,Outside
B14,2,7/22/2018 17:54,7/22/2018,17:54:51,Deer - Doe,7,7/22/2018 17:54,Pre,Outside
B14,2,7/22/2018 20:55,7/22/2018,20:55:46,Deer - Doe,7,7/22/2018 20:55,Pre,Outside
B14,3,7/22/2018 0:44,7/22/2018,0:44:29,Deer - Doe,7,7/22/2018 0:44,Pre,Outside
B14,3,7/22/2018 1:58,7/22/2018,1:58:46,Deer - Doe,7,7/22/2018 1:58,Pre,Outside
B14,3,7/22/2018 2:35,7/22/2018,2:35:48,Deer - Doe,7,7/22/2018 2:35,Pre,Outside
B14,3,7/22/2018 3:19,7/22/2018,3:19:05,Deer - Doe,7,7/22/2018 3:19,Pre,Outside
B14,3,7/22/2018 23:38,7/22/2018,23:38:49,Deer - Doe,7,7/22/2018 23:38,Pre,Outside
B14,3,7/23/2018 18:04,7/23/2018,18:04:15,Deer - Buck,7,7/23/2018 18:04,Pre,Outside
B14,4,7/23/2018 21:50,7/23/2018,21:50:40,Deer - Buck,7,7/23/2018 21:50,Pre,Outside
B14,1,7/23/2018 20:59,7/23/2018,20:59:15,Deer - Doe,7,7/23/2018 20:59,Pre,Outside
B14,2,7/23/2018 20:58,7/23/2018,20:58:23,Deer - Doe,7,7/23/2018 20:58,Pre,Outside
B14,2,7/23/2018 21:23,7/23/2018,21:23:53,Deer - Doe,7,7/23/2018 21:23,Pre,Outside
B14,2,7/23/2018 21:39,7/23/2018,21:39:45,Deer - Doe,7,7/23/2018 21:39,Pre,Outside
B14,3,7/23/2018 0:12,7/23/2018,0:12:38,Deer - Doe,7,7/23/2018 0:12,Pre,Outside
B14,3,7/23/2018 9:42,7/23/2018,9:42:17,Deer - Doe,7,7/23/2018 9:42,Pre,Outside
B14,3,7/23/2018 10:19,7/23/2018,10:19:35,Deer - Doe,7,7/23/2018 10:19,Pre,Outside
B14,4,7/23/2018 21:47,7/23/2018,21:47:23,Deer - Doe,7,7/23/2018 21:47,Pre,Outside
B14,4,7/23/2018 22:24,7/23/2018,22:24:43,Deer - Doe,7,7/23/2018 22:24,Pre,Outside
B14,3,7/24/2018 8:52,7/24/2018,8:52:43,Deer - Buck,7,7/24/2018 8:52,Pre,Outside
B14,3,7/24/2018 21:27,7/24/2018,21:27:29,Deer - Buck,7,7/24/2018 21:27,Pre,Outside
B14,1,7/24/2018 22:35,7/24/2018,22:35:46,Deer - Doe,7,7/24/2018 22:35,Pre,Outside
B14,2,7/24/2018 2:15,7/24/2018,2:15:41,Deer - Doe,7,7/24/2018 2:15,Pre,Outside
B14,2,7/24/2018 21:19,7/24/2018,21:19:22,Deer - Doe,7,7/24/2018 21:19,Pre,Outside
B14,2,7/24/2018 22:30,7/24/2018,22:30:29,Deer - Doe,7,7/24/2018 22:30,Pre,Outside
B14,3,7/24/2018 8:57,7/24/2018,8:57:35,Deer - Doe,7,7/24/2018 8:57,Pre,Outside
B14,3,7/24/2018 11:32,7/24/2018,11:32:49,Deer - Doe,7,7/24/2018 11:32,Pre,Outside
B14,3,7/24/2018 21:13,7/24/2018,21:13:42,Deer - Doe,7,7/24/2018 21:13,Pre,Outside
B14,3,7/24/2018 22:31,7/24/2018,22:31:48,Deer - Doe,7,7/24/2018 22:31,Pre,Outside
B14,4,7/24/2018 8:59,7/24/2018,8:59:15,Deer - Doe,7,7/24/2018 8:59,Pre,Outside
E13,3,7/24/2018 2:53,7/24/2018,2:53:02,Deer - Buck,7,7/24/2018 2:53,Pre,Outside
