,Station,BCI,DateTimeOriginal,Date,Time,Species,Month,TimeStamp
871,B14,3,9/24/2018 3:54,9/24/2018,3:54:26,Deer - Doe,9,9/24/2018 3:54
872,C15,5,9/24/2018 7:09,9/24/2018,7:09:02,Deer - Buck,9,9/24/2018 7:09
873,D12,3,9/24/2018 3:20,9/24/2018,3:20:08,Deer - Doe,9,9/24/2018 3:20
874,D12,4,9/24/2018 3:20,9/24/2018,3:20:10,Deer - Doe,9,9/24/2018 3:20
875,D16,3,9/24/2018 23:22,9/24/2018,23:22:29,Deer - Doe,9,9/24/2018 23:22
876,E13,4,9/24/2018 19:21,9/24/2018,19:21:43,Deer - Doe,9,9/24/2018 19:21
877,E15,3,9/24/2018 22:46,9/24/2018,22:46:33,Deer - Doe,9,9/24/2018 22:46
878,F10,4,9/24/2018 10:43,9/24/2018,10:43:19,Deer - Doe,9,9/24/2018 10:43
879,B14,3,9/25/2018 20:15,9/25/2018,20:15:15,Deer - Buck,9,9/25/2018 20:15
880,B14,4,9/25/2018 20:23,9/25/2018,20:23:15,Deer - Buck,9,9/25/2018 20:23
881,B14,4,9/25/2018 21:42,9/25/2018,21:42:21,Deer - Doe,9,9/25/2018 21:42
882,C15,2,9/25/2018 0:20,9/25/2018,0:20:42,Deer - Doe,9,9/25/2018 0:20
883,C17,5,9/25/2018 1:13,9/25/2018,1:13:56,Deer - Buck,9,9/25/2018 1:13
884,D12,2,9/25/2018 6:31,9/25/2018,6:31:18,Deer - Doe,9,9/25/2018 6:31
885,D12,4,9/25/2018 21:44,9/25/2018,21:44:31,Deer - Doe,9,9/25/2018 21:44
886,D16,4,9/25/2018 3:00,9/25/2018,3:00:44,Deer - Doe,9,9/25/2018 3:00
887,D16,4,9/25/2018 3:17,9/25/2018,3:17:51,Deer - Doe,9,9/25/2018 3:17
888,B14,3,9/26/2018 2:24,9/26/2018,2:24:59,Deer - Buck,9,9/26/2018 2:24
889,B14,3,9/26/2018 10:36,9/26/2018,10:36:29,Deer - Buck,9,9/26/2018 10:36
890,B14,4,9/26/2018 2:24,9/26/2018,2:24:58,Deer - Buck,9,9/26/2018 2:24
891,B14,4,9/26/2018 3:00,9/26/2018,3:00:33,Deer - Buck,9,9/26/2018 3:00
892,B14,2,9/26/2018 10:36,9/26/2018,10:36:32,Deer - Doe,9,9/26/2018 10:36
893,B14,3,9/26/2018 10:36,9/26/2018,10:36:29,Deer - Doe,9,9/26/2018 10:36
894,E15,1,9/26/2018 21:24,9/26/2018,21:24:34,Deer - Doe,9,9/26/2018 21:24
