,Station,BCI,DateTimeOriginal,Date,Time,Species,Month,TimeStamp
151,B14,3,6/11/2018 5:58,6/11/2018,5:58:58,Deer - Doe,6,6/11/2018 5:58
152,B14,3,6/11/2018 21:45,6/11/2018,21:45:55,Deer - Doe,6,6/11/2018 21:45
153,B14,4,6/11/2018 6:01,6/11/2018,6:01:30,Deer - Doe,6,6/11/2018 6:01
154,B14,4,6/11/2018 15:28,6/11/2018,15:28:26,Deer - Doe,6,6/11/2018 15:28
155,D14,4,6/11/2018 8:36,6/11/2018,8:36:11,Deer - Doe,6,6/11/2018 8:36
156,D14,4,6/11/2018 9:39,6/11/2018,9:39:25,Deer - Doe,6,6/11/2018 9:39
157,B14,3,6/12/2018 20:34,6/12/2018,20:34:19,Deer - Buck,6,6/12/2018 20:34
158,B14,3,6/12/2018 8:58,6/12/2018,8:58:27,Deer - Doe,6,6/12/2018 8:58
159,B14,4,6/12/2018 8:43,6/12/2018,8:43:15,Deer - Doe,6,6/12/2018 8:43
160,B14,4,6/12/2018 8:58,6/12/2018,8:58:15,Deer - Doe,6,6/12/2018 8:58
161,B14,4,6/12/2018 22:32,6/12/2018,22:32:48,Deer - Doe,6,6/12/2018 22:32
163,C15,4,6/12/2018 5:35,6/12/2018,5:35:43,Deer - Doe,6,6/12/2018 5:35
164,D12,4,6/12/2018 21:10,6/12/2018,21:10:02,Deer - Doe,6,6/12/2018 21:10
165,B14,4,6/13/2018 1:29,6/13/2018,1:29:43,Deer - Doe,6,6/13/2018 1:29
166,B14,4,6/13/2018 2:32,6/13/2018,2:32:14,Deer - Doe,6,6/13/2018 2:32
167,B14,4,6/13/2018 21:33,6/13/2018,21:33:58,Deer - Doe,6,6/13/2018 21:33
168,D12,4,6/13/2018 8:01,6/13/2018,8:01:20,Deer - Doe,6,6/13/2018 8:01
169,B14,4,6/14/2018 7:24,6/14/2018,7:24:34,Deer - Doe,6,6/14/2018 7:24
170,B14,4,6/14/2018 7:41,6/14/2018,7:41:35,Deer - Doe,6,6/14/2018 7:41
171,C15,4,6/14/2018 22:05,6/14/2018,22:05:22,Deer - Buck,6,6/14/2018 22:05
172,D12,4,6/14/2018 5:11,6/14/2018,5:11:54,Deer - Doe,6,6/14/2018 5:11
173,B14,3,6/15/2018 4:44,6/15/2018,4:44:16,Deer - Doe,6,6/15/2018 4:44
174,B14,3,6/15/2018 9:43,6/15/2018,9:43:35,Deer - Doe,6,6/15/2018 9:43
175,B14,4,6/15/2018 9:42,6/15/2018,9:42:14,Deer - Doe,6,6/15/2018 9:42
176,C15,4,6/15/2018 22:32,6/15/2018,22:32:10,Deer - Doe,6,6/15/2018 22:32
177,D12,4,6/15/2018 6:55,6/15/2018,6:55:45,Deer - Doe,6,6/15/2018 6:55
178,B12,4,6/16/2018 9:29,6/16/2018,9:29:53,Deer - Buck,6,6/16/2018 9:29
179,B14,3,6/16/2018 8:54,6/16/2018,8:54:34,Deer - Doe,6,6/16/2018 8:54
181,B14,3,6/17/2018 15:43,6/17/2018,15:43:43,Deer - Buck,6,6/17/2018 15:43
182,B14,4,6/17/2018 10:13,6/17/2018,10:13:04,Deer - Buck,6,6/17/2018 10:13
183,B14,4,6/17/2018 15:44,6/17/2018,15:44:33,Deer - Buck,6,6/17/2018 15:44
184,B14,2,6/17/2018 14:45,6/17/2018,14:45:56,Deer - Doe,6,6/17/2018 14:45
185,B14,3,6/18/2018 9:34,6/18/2018,9:34:54,Deer - Buck,6,6/18/2018 9:34
186,B14,3,6/18/2018 12:02,6/18/2018,12:02:33,Deer - Buck,6,6/18/2018 12:02
187,B14,3,6/18/2018 21:06,6/18/2018,21:06:20,Deer - Buck,6,6/18/2018 21:06
188,B14,4,6/18/2018 9:31,6/18/2018,9:31:52,Deer - Buck,6,6/18/2018 9:31
189,B14,4,6/18/2018 21:04,6/18/2018,21:04:09,Deer - Buck,6,6/18/2018 21:04
190,B14,4,6/18/2018 21:45,6/18/2018,21:45:23,Deer - Buck,6,6/18/2018 21:45
191,B14,2,6/18/2018 10:03,6/18/2018,10:03:47,Deer - Doe,6,6/18/2018 10:03
