"","X","CollarSerialNumber","AnimalID","Year","Julianday","Hour","Minute","Activity","Temperature","Latitude","Longitude","HDOP","NumSats","FixTime","X2D.3D","Date","Capture_Pasture","Time","TimeStamp","index"
"1062",1062,35749,"H3",18,212,0,0,12,28,39.02146,-123.08272,1.2,7,40,3,"7/31/18","James III","2018-07-31 0:0:0",2018-07-31 00:00:00,FALSE
"1063",1063,35749,"H3",18,211,22,0,7,28,39.02191,-123.08268,1.4,7,39,3,"7/30/18","James III","2018-07-30 22:0:0",2018-07-30 22:00:00,FALSE
"1064",1064,35749,"H3",18,211,20,0,8,31,39.0214,-123.08267,5.6,5,42,3,"7/30/18","James III","2018-07-30 20:0:0",2018-07-30 20:00:00,FALSE
"1065",1065,35749,"H3",18,211,18,0,17,35,39.02152,-123.08271,2.3,5,40,3,"7/30/18","James III","2018-07-30 18:0:0",2018-07-30 18:00:00,FALSE
"1066",1066,35749,"H3",18,211,16,0,6,37,39.02116,-123.08607,1,8,39,3,"7/30/18","James III","2018-07-30 16:0:0",2018-07-30 16:00:00,FALSE
"1067",1067,35749,"H3",18,211,14,0,3,39,39.02119,-123.08588,3.7,4,40,3,"7/30/18","James III","2018-07-30 14:0:0",2018-07-30 14:00:00,FALSE
"1068",1068,35749,"H3",18,211,12,0,21,37,39.01956,-123.08439,4.7,4,39,3,"7/30/18","James III","2018-07-30 12:0:0",2018-07-30 12:00:00,FALSE
"1069",1069,35749,"H3",18,211,10,0,10,31,39.02104,-123.08251,2.2,4,33,3,"7/30/18","James III","2018-07-30 10:0:0",2018-07-30 10:00:00,FALSE
"1070",1070,35749,"H3",18,211,6,0,8,29,39.02189,-123.0826,4.2,4,32,3,"7/30/18","James III","2018-07-30 6:0:0",2018-07-30 06:00:00,FALSE
"1071",1071,35749,"H3",18,211,2,0,18,28,39.02281,-123.08201,2.8,4,33,3,"7/30/18","James III","2018-07-30 2:0:0",2018-07-30 02:00:00,FALSE
"1072",1072,35749,"H3",18,210,22,0,12,28,39.02149,-123.08453,2,6,40,3,"7/29/18","James III","2018-07-29 22:0:0",2018-07-29 22:00:00,FALSE
"1073",1073,35749,"H3",18,210,20,0,15,31,39.02055,-123.08533,1.7,6,39,3,"7/29/18","James III","2018-07-29 20:0:0",2018-07-29 20:00:00,FALSE
"1074",1074,35749,"H3",18,210,18,0,8,35,39.02161,-123.0828,2.1,4,41,3,"7/29/18","James III","2018-07-29 18:0:0",2018-07-29 18:00:00,FALSE
"1075",1075,35749,"H3",18,210,16,0,3,37,39.02196,-123.08277,1.6,5,39,3,"7/29/18","James III","2018-07-29 16:0:0",2018-07-29 16:00:00,FALSE
"1076",1076,35749,"H3",18,210,14,0,5,39,39.02154,-123.08239,5,4,39,3,"7/29/18","James III","2018-07-29 14:0:0",2018-07-29 14:00:00,FALSE
"1077",1077,35749,"H3",18,210,12,0,4,38,39.02177,-123.08272,4.2,4,59,3,"7/29/18","James III","2018-07-29 12:0:0",2018-07-29 12:00:00,FALSE
"1078",1078,35749,"H3",18,210,10,0,13,33,39.02163,-123.08257,2,5,40,3,"7/29/18","James III","2018-07-29 10:0:0",2018-07-29 10:00:00,FALSE
"1079",1079,35749,"H3",18,210,8,0,5,30,39.02196,-123.0826,1.7,7,40,3,"7/29/18","James III","2018-07-29 8:0:0",2018-07-29 08:00:00,FALSE
"1080",1080,35749,"H3",18,210,6,0,16,30,39.02197,-123.08261,2.3,5,41,3,"7/29/18","James III","2018-07-29 6:0:0",2018-07-29 06:00:00,FALSE
"1081",1081,35749,"H3",18,210,4,0,11,28,39.02401,-123.08346,1.2,8,37,3,"7/29/18","James III","2018-07-29 4:0:0",2018-07-29 04:00:00,FALSE
"1082",1082,35749,"H3",18,210,2,0,19,28,39.02263,-123.08242,13.5,4,42,3,"7/29/18","James III","2018-07-29 2:0:0",2018-07-29 02:00:00,FALSE
"1083",1083,35749,"H3",18,210,0,0,2,30,39.02133,-123.08157,1,9,40,3,"7/29/18","James III","2018-07-29 0:0:0",2018-07-29 00:00:00,FALSE
"1084",1084,35749,"H3",18,209,22,0,15,30,39.02183,-123.08274,1.4,8,39,3,"7/28/18","James III","2018-07-28 22:0:0",2018-07-28 22:00:00,FALSE
"1085",1085,35749,"H3",18,209,20,0,4,33,39.02304,-123.08271,1.2,9,40,3,"7/28/18","James III","2018-07-28 20:0:0",2018-07-28 20:00:00,FALSE
"1086",1086,35749,"H3",18,209,18,0,13,39,39.02037,-123.08547,2,6,40,3,"7/28/18","James III","2018-07-28 18:0:0",2018-07-28 18:00:00,FALSE
"1087",1087,35749,"H3",18,209,16,0,3,39,39.02177,-123.08752,1.3,6,39,3,"7/28/18","James III","2018-07-28 16:0:0",2018-07-28 16:00:00,FALSE
"1088",1088,35749,"H3",18,209,14,0,6,40,39.02177,-123.08766,1.5,6,40,3,"7/28/18","James III","2018-07-28 14:0:0",2018-07-28 14:00:00,FALSE
"1089",1089,35749,"H3",18,209,12,0,4,39,39.02149,-123.088,2.4,4,41,3,"7/28/18","James III","2018-07-28 12:0:0",2018-07-28 12:00:00,FALSE
"1090",1090,35749,"H3",18,209,10,0,25,34,39.02185,-123.08783,1.4,7,39,3,"7/28/18","James III","2018-07-28 10:0:0",2018-07-28 10:00:00,FALSE
"1091",1091,35749,"H3",18,209,8,0,25,29,39.01832,-123.07787,1.3,6,41,3,"7/28/18","James III","2018-07-28 8:0:0",2018-07-28 08:00:00,FALSE
"1092",1092,35749,"H3",18,209,6,0,6,25,39.00619,-123.07648,1,8,40,3,"7/28/18","James III","2018-07-28 6:0:0",2018-07-28 06:00:00,FALSE
"1093",1093,35749,"H3",18,209,4,0,14,25,39.0055,-123.07678,1.2,7,31,3,"7/28/18","James III","2018-07-28 4:0:0",2018-07-28 04:00:00,FALSE
