,CollarSerialNumber,AnimalID,Year,Julianday,Hour,Minute,Activity,Temperature,Latitude,Longitude,HDOP,NumSats,FixTime,X2D.3D,Date,Capture_Pasture,Time
3550,35755,P4,18,187,14,0,15,25,39.03731,-123.09803,1.7,5,38,3,7/6/2018,James I,7/6/2018 14:00
3551,35755,P4,18,187,12,0,2,23,39.03931,-123.09848,2.1,5,40,3,7/6/2018,James I,7/6/2018 12:00
3552,35755,P4,18,187,10,0,0,23,39.03935,-123.09845,1.7,8,42,3,7/6/2018,James I,7/6/2018 10:00
3553,35755,P4,18,187,8,0,0,21,39.03933,-123.09851,1.9,5,38,3,7/6/2018,James I,7/6/2018 8:00
3554,35755,P4,18,187,6,0,2,19,39.03931,-123.09848,1.5,6,58,3,7/6/2018,James I,7/6/2018 6:00
3555,35755,P4,18,187,4,0,16,16,39.03914,-123.09874,4.8,6,41,3,7/6/2018,James I,7/6/2018 4:00
3556,35755,P4,18,187,2,0,21,14,39.0405,-123.09635,4.2,3,40,2,7/6/2018,James I,7/6/2018 2:00
3557,35755,P4,18,187,0,0,2,19,39.03811,-123.10202,2.1,6,41,3,7/6/2018,James I,7/6/2018 0:00
3558,35755,P4,18,186,22,0,16,19,39.03806,-123.10202,1.9,6,40,3,7/5/2018,James I,7/5/2018 22:00
3559,35755,P4,18,186,20,0,17,21,39.03993,-123.10175,1.4,6,39,3,7/5/2018,James I,7/5/2018 20:00
3560,35755,P4,18,186,18,0,2,25,39.04084,-123.10005,1.1,9,43,3,7/5/2018,James I,7/5/2018 18:00
3561,35755,P4,18,186,16,0,9,27,39.04088,-123.09999,3.5,4,40,3,7/5/2018,James I,7/5/2018 16:00
3562,35755,P4,18,186,14,0,0,30,39.04114,-123.10023,2.7,5,42,3,7/5/2018,James I,7/5/2018 14:00
3563,35755,P4,18,186,12,0,3,25,39.04119,-123.10034,2.9,4,51,3,7/5/2018,James I,7/5/2018 12:00
3564,35755,P4,18,186,10,0,0,20,39.04104,-123.09986,1.8,8,39,3,7/5/2018,James I,7/5/2018 10:00
3565,35755,P4,18,186,8,0,8,17,39.04099,-123.09992,1.7,6,49,3,7/5/2018,James I,7/5/2018 8:00
3566,35755,P4,18,186,4,1,1,14,39.04103,-123.09873,4.2,3,60,2,7/5/2018,James I,7/5/2018 4:01
3567,35755,P4,18,186,2,0,14,15,39.03899,-123.09881,1.6,6,34,3,7/5/2018,James I,7/5/2018 2:00
3568,35755,P4,18,185,22,0,25,16,39.03865,-123.09952,3.6,6,32,3,7/4/2018,James I,7/4/2018 22:00
3569,35755,P4,18,185,18,0,7,24,39.03933,-123.0991,2.8,4,40,3,7/4/2018,James I,7/4/2018 18:00
3570,35755,P4,18,185,16,0,1,28,39.04129,-123.09649,2.7,3,57,2,7/4/2018,James I,7/4/2018 16:00
3571,35755,P4,18,185,14,0,2,26,39.03923,-123.09844,1.7,6,44,3,7/4/2018,James I,7/4/2018 14:00
3572,35755,P4,18,185,12,0,5,21,39.03928,-123.09838,1.2,7,39,3,7/4/2018,James I,7/4/2018 12:00
3573,35755,P4,18,185,10,0,3,16,39.03977,-123.09058,6.8,3,53,2,7/4/2018,James I,7/4/2018 10:00
3574,35755,P4,18,185,8,0,2,13,39.03933,-123.09849,1.5,6,40,3,7/4/2018,James I,7/4/2018 8:00
3575,35755,P4,18,185,6,0,7,12,39.03934,-123.09851,3,5,38,3,7/4/2018,James I,7/4/2018 6:00
3576,35755,P4,18,185,4,0,2,15,39.04067,-123.09794,3.2,4,41,3,7/4/2018,James I,7/4/2018 4:00
3577,35755,P4,18,185,2,0,5,14,39.03914,-123.09858,3.2,4,43,3,7/4/2018,James I,7/4/2018 2:00
3578,35755,P4,18,185,0,0,5,15,39.03892,-123.09887,3,6,42,3,7/4/2018,James I,7/4/2018 0:00
3579,35755,P4,18,184,22,0,14,16,39.03894,-123.09886,1.5,7,38,3,7/3/2018,James I,7/3/2018 22:00
3580,35755,P4,18,184,20,0,3,21,39.03915,-123.09878,2.1,4,41,3,7/3/2018,James I,7/3/2018 20:00
3581,35755,P4,18,184,18,0,9,27,39.03922,-123.09845,1.1,7,40,3,7/3/2018,James I,7/3/2018 18:00
3582,35755,P4,18,184,16,0,1,29,39.03922,-123.09847,1.9,5,42,3,7/3/2018,James I,7/3/2018 16:00
3583,35755,P4,18,184,14,0,2,30,39.03921,-123.09848,1.6,6,45,3,7/3/2018,James I,7/3/2018 14:00
3584,35755,P4,18,184,12,0,3,26,39.03921,-123.09845,2.3,5,38,3,7/3/2018,James I,7/3/2018 12:00
3585,35755,P4,18,184,10,0,5,20,39.03923,-123.0986,2.7,5,40,3,7/3/2018,James I,7/3/2018 10:00
3586,35755,P4,18,184,8,0,0,18,39.03922,-123.09848,1.5,6,39,3,7/3/2018,James I,7/3/2018 8:00
3587,35755,P4,18,184,6,0,4,16,39.03926,-123.09845,2.6,5,42,3,7/3/2018,James I,7/3/2018 6:00
3588,35755,P4,18,184,4,0,3,17,39.03925,-123.09866,1.4,6,39,3,7/3/2018,James I,7/3/2018 4:00
3589,35755,P4,18,184,2,0,10,17,39.03903,-123.09933,1.9,5,43,3,7/3/2018,James I,7/3/2018 2:00
3590,35755,P4,18,184,0,0,8,17,39.03762,-123.10225,1.5,6,35,3,7/3/2018,James I,7/3/2018 0:00
3591,35755,P4,18,183,22,1,13,17,39.03705,-123.10211,2.4,4,60,3,7/2/2018,James I,7/2/2018 22:01
3592,35755,P4,18,183,20,0,9,23,39.03652,-123.10301,1.3,7,39,3,7/2/2018,James I,7/2/2018 20:00
3593,35755,P4,18,183,18,0,2,27,39.0362,-123.10294,1.1,8,38,3,7/2/2018,James I,7/2/2018 18:00
1095,35749,H3,18,208,22,0,22,30,39.008,-123.07881,2.3,4,57,3,7/27/2018,James III,7/27/2018 22:00
1096,35749,H3,18,208,20,0,11,34,39.00579,-123.07314,3.8,3,40,2,7/27/2018,James III,7/27/2018 20:00
1097,35749,H3,18,208,18,0,26,36,39.00954,-123.07652,2.9,4,41,3,7/27/2018,James III,7/27/2018 18:00
1098,35749,H3,18,208,16,0,21,40,39.02154,-123.08718,2.6,5,38,3,7/27/2018,James III,7/27/2018 16:00
1099,35749,H3,18,208,14,0,24,38,39.02607,-123.08978,5.5,3,41,2,7/27/2018,James III,7/27/2018 14:00
1100,35749,H3,18,208,12,0,0,39,39.02368,-123.08196,2,5,39,3,7/27/2018,James III,7/27/2018 12:00
1101,35749,H3,18,208,10,0,3,34,39.02366,-123.08218,2.5,4,40,3,7/27/2018,James III,7/27/2018 10:00
1102,35749,H3,18,208,8,0,3,31,39.02334,-123.08232,1,9,41,3,7/27/2018,James III,7/27/2018 8:00
1103,35749,H3,18,208,6,0,19,30,39.02335,-123.08233,1,8,40,3,7/27/2018,James III,7/27/2018 6:00
1104,35749,H3,18,208,4,0,10,26,39.02215,-123.0843,1.9,5,36,3,7/27/2018,James III,7/27/2018 4:00
1105,35749,H3,18,208,2,1,20,25,39.02467,-123.08417,2.7,3,60,2,7/27/2018,James III,7/27/2018 2:01
1106,35749,H3,18,208,0,0,16,25,39.02096,-123.08563,1.9,5,40,3,7/27/2018,James III,7/27/2018 0:00
1107,35749,H3,18,207,22,0,13,30,39.02099,-123.08528,1,9,39,3,7/26/2018,James III,7/26/2018 22:00
1108,35749,H3,18,207,20,0,11,30,39.02153,-123.08457,2.2,4,43,3,7/26/2018,James III,7/26/2018 20:00
1109,35749,H3,18,207,18,0,8,37,39.01572,-123.08473,7.6,3,42,2,7/26/2018,James III,7/26/2018 18:00
1110,35749,H3,18,207,16,0,14,40,39.02114,-123.08688,1.4,6,39,3,7/26/2018,James III,7/26/2018 16:00
1111,35749,H3,18,207,14,0,11,40,39.02349,-123.09117,4.2,3,44,2,7/26/2018,James III,7/26/2018 14:00
1112,35749,H3,18,207,8,0,3,30,39.02323,-123.0884,2.2,5,40,3,7/26/2018,James III,7/26/2018 8:00
1113,35749,H3,18,207,6,0,11,29,39.02326,-123.08846,1.5,5,32,3,7/26/2018,James III,7/26/2018 6:00
1114,35749,H3,18,207,2,0,15,26,39.02383,-123.08699,4.8,3,58,2,7/26/2018,James III,7/26/2018 2:00
1115,35749,H3,18,207,0,0,7,26,39.02117,-123.08512,1.2,8,41,3,7/26/2018,James III,7/26/2018 0:00
1116,35749,H3,18,206,22,0,11,30,39.02106,-123.08525,1.2,8,40,3,7/25/2018,James III,7/25/2018 22:00
1117,35749,H3,18,206,20,0,11,30,39.02117,-123.08514,1.1,9,39,3,7/25/2018,James III,7/25/2018 20:00
1118,35749,H3,18,206,18,0,9,38,39.02161,-123.08585,1.4,8,41,3,7/25/2018,James III,7/25/2018 18:00
1119,35749,H3,18,206,16,0,20,39,39.0213,-123.08692,2.4,5,39,3,7/25/2018,James III,7/25/2018 16:00
1120,35749,H3,18,206,14,0,8,40,39.02239,-123.08538,2.5,3,32,2,7/25/2018,James III,7/25/2018 14:00
1121,35749,H3,18,206,10,0,28,35,39.02152,-123.08634,1.9,4,40,3,7/25/2018,James III,7/25/2018 10:00
1122,35749,H3,18,206,8,0,3,29,39.02283,-123.08528,1.4,6,43,3,7/25/2018,James III,7/25/2018 8:00
1123,35749,H3,18,206,6,0,12,29,39.02288,-123.08533,1.8,5,32,3,7/25/2018,James III,7/25/2018 6:00
1124,35749,H3,18,206,2,0,6,25,39.02123,-123.08509,1.2,8,36,3,7/25/2018,James III,7/25/2018 2:00
1125,35749,H3,18,205,22,0,20,28,39.02129,-123.08481,1.3,8,38,3,7/24/2018,James III,7/24/2018 22:00
1126,35749,H3,18,205,20,0,13,30,39.02135,-123.08621,1,10,44,3,7/24/2018,James III,7/24/2018 20:00
1127,35749,H3,18,205,18,0,0,37,39.02153,-123.08718,1.8,6,40,3,7/24/2018,James III,7/24/2018 18:00
1128,35749,H3,18,205,16,0,10,40,39.02155,-123.0872,2.4,5,40,3,7/24/2018,James III,7/24/2018 16:00
1129,35749,H3,18,205,14,0,26,40,39.02112,-123.08678,1.8,5,40,3,7/24/2018,James III,7/24/2018 14:00
1130,35749,H3,18,205,12,0,10,39,39.02177,-123.08753,1.7,6,39,3,7/24/2018,James III,7/24/2018 12:00
1131,35749,H3,18,205,10,0,0,36,39.02182,-123.08754,1.6,6,41,3,7/24/2018,James III,7/24/2018 10:00
1132,35749,H3,18,205,8,0,7,30,39.02183,-123.08754,4.1,5,31,3,7/24/2018,James III,7/24/2018 8:00
1133,35749,H3,18,205,4,1,11,25,39.02212,-123.08638,3.3,3,58,2,7/24/2018,James III,7/24/2018 4:01
1134,35749,H3,18,205,0,0,12,28,39.02116,-123.08528,1,8,39,3,7/24/2018,James III,7/24/2018 0:00
1135,35749,H3,18,204,22,0,18,28,39.02154,-123.0857,2.1,4,41,3,7/23/2018,James III,7/23/2018 22:00
1136,35749,H3,18,204,20,0,19,30,39.02261,-123.08327,1.8,7,40,3,7/23/2018,James III,7/23/2018 20:00
1137,35749,H3,18,204,18,0,2,35,39.02321,-123.08279,2.3,6,39,3,7/23/2018,James III,7/23/2018 18:00
1138,35749,H3,18,204,16,0,18,37,39.02702,-123.08235,3.5,3,41,2,7/23/2018,James III,7/23/2018 16:00
1139,35749,H3,18,204,14,0,1,37,39.02366,-123.08207,1.1,6,39,3,7/23/2018,James III,7/23/2018 14:00
1140,35749,H3,18,204,12,0,3,36,39.02366,-123.08206,1.4,7,41,3,7/23/2018,James III,7/23/2018 12:00
1141,35749,H3,18,204,10,0,5,32,39.02343,-123.08232,1.4,7,39,3,7/23/2018,James III,7/23/2018 10:00
1142,35749,H3,18,204,8,0,5,29,39.02334,-123.08233,1.1,8,39,3,7/23/2018,James III,7/23/2018 8:00
1143,35749,H3,18,204,6,0,17,25,39.02319,-123.08252,1.5,6,41,3,7/23/2018,James III,7/23/2018 6:00
1144,35749,H3,18,204,4,0,33,23,39.0202,-123.085,2.1,5,40,3,7/23/2018,James III,7/23/2018 4:00
1145,35749,H3,18,204,2,0,25,24,39.02011,-123.08438,3.1,5,31,3,7/23/2018,James III,7/23/2018 2:00
1146,35749,H3,18,203,22,0,19,26,39.0215,-123.0866,4,4,33,3,7/22/2018,James III,7/22/2018 22:00
1147,35749,H3,18,203,18,0,15,37,39.02162,-123.0858,1.4,8,41,3,7/22/2018,James III,7/22/2018 18:00
1148,35749,H3,18,203,16,0,12,38,39.02128,-123.08493,1.3,7,40,3,7/22/2018,James III,7/22/2018 16:00
1149,35749,H3,18,203,14,0,4,37,39.02291,-123.08533,1.6,6,39,3,7/22/2018,James III,7/22/2018 14:00
1150,35749,H3,18,203,12,0,0,34,39.0222,-123.08496,3.4,3,59,2,7/22/2018,James III,7/22/2018 12:00
1151,35749,H3,18,203,10,0,27,29,39.023,-123.08535,1.5,6,40,3,7/22/2018,James III,7/22/2018 10:00
1152,35749,H3,18,203,8,0,14,28,39.02284,-123.08271,1.1,8,40,3,7/22/2018,James III,7/22/2018 8:00
1153,35749,H3,18,203,6,0,25,25,39.02283,-123.08281,3.4,5,41,3,7/22/2018,James III,7/22/2018 6:00
1154,35749,H3,18,203,4,0,6,27,39.02211,-123.08547,1.9,5,32,3,7/22/2018,James III,7/22/2018 4:00
1155,35749,H3,18,203,0,0,13,27,39.0212,-123.0852,1.3,8,40,3,7/22/2018,James III,7/22/2018 0:00
1156,35749,H3,18,202,22,0,29,27,39.0196,-123.0838,1.6,7,38,3,7/21/2018,James III,7/21/2018 22:00
1157,35749,H3,18,202,20,0,13,28,39.01087,-123.08847,9.6,3,40,2,7/21/2018,James III,7/21/2018 20:00
1158,35749,H3,18,202,18,0,4,35,39.02166,-123.08706,2.7,4,41,3,7/21/2018,James III,7/21/2018 18:00
1159,35749,H3,18,202,16,0,16,37,39.02117,-123.08692,1.4,7,38,3,7/21/2018,James III,7/21/2018 16:00
1160,35749,H3,18,202,14,0,2,38,39.0199,-123.08441,5,4,40,3,7/21/2018,James III,7/21/2018 14:00
1161,35749,H3,18,202,12,0,18,36,39.02539,-123.08232,10,3,40,2,7/21/2018,James III,7/21/2018 12:00
1162,35749,H3,18,202,10,0,6,32,39.02196,-123.08451,3.4,3,39,2,7/21/2018,James III,7/21/2018 10:00
1163,35749,H3,18,202,8,0,8,28,39.02272,-123.08472,9.8,4,41,3,7/21/2018,James III,7/21/2018 8:00
1164,35749,H3,18,202,6,0,7,27,39.02235,-123.08514,1.3,6,40,3,7/21/2018,James III,7/21/2018 6:00
1165,35749,H3,18,202,4,0,21,24,39.02184,-123.08619,1.6,5,39,3,7/21/2018,James III,7/21/2018 4:00
1166,35749,H3,18,202,2,0,14,25,39.02464,-123.08705,5.5,3,51,2,7/21/2018,James III,7/21/2018 2:00
1167,35749,H3,18,202,0,0,9,25,39.02089,-123.08552,2.5,4,41,3,7/21/2018,James III,7/21/2018 0:00
1168,35749,H3,18,201,22,0,20,28,39.02104,-123.08525,1.7,7,39,3,7/20/2018,James III,7/20/2018 22:00
1169,35749,H3,18,201,20,0,10,28,39.02103,-123.08518,2.3,5,41,3,7/20/2018,James III,7/20/2018 20:00
1170,35749,H3,18,201,18,0,2,36,39.02162,-123.0858,1,8,39,3,7/20/2018,James III,7/20/2018 18:00
1171,35749,H3,18,201,16,0,22,33,39.02186,-123.08567,2.1,4,32,3,7/20/2018,James III,7/20/2018 16:00
1172,35749,H3,18,201,12,0,0,32,39.02505,-123.08131,3.2,3,40,2,7/20/2018,James III,7/20/2018 12:00
1173,35749,H3,18,201,10,0,7,29,39.02286,-123.08529,2.5,5,36,3,7/20/2018,James III,7/20/2018 10:00
1174,35749,H3,18,201,8,1,10,25,39.02583,-123.08798,4.2,3,60,2,7/20/2018,James III,7/20/2018 8:01
1175,35749,H3,18,201,6,0,6,24,39.02274,-123.08373,1.2,9,39,3,7/20/2018,James III,7/20/2018 6:00
1176,35749,H3,18,201,4,0,17,20,39.02288,-123.08602,3,3,57,2,7/20/2018,James III,7/20/2018 4:00
1177,35749,H3,18,201,2,0,13,23,39.02392,-123.08655,4.7,3,59,2,7/20/2018,James III,7/20/2018 2:00
1178,35749,H3,18,201,0,0,10,25,39.02108,-123.08508,1.2,7,40,3,7/20/2018,James III,7/20/2018 0:00
1179,35749,H3,18,200,22,0,12,27,39.02089,-123.08506,1.3,8,39,3,7/19/2018,James III,7/19/2018 22:00
1180,35749,H3,18,200,20,0,13,30,39.02597,-123.09227,16,3,41,2,7/19/2018,James III,7/19/2018 20:00
1181,35749,H3,18,200,18,0,19,37,39.0216,-123.08583,1,8,40,3,7/19/2018,James III,7/19/2018 18:00
1182,35749,H3,18,200,16,0,12,39,39.02236,-123.08512,1.3,6,39,3,7/19/2018,James III,7/19/2018 16:00
1183,35749,H3,18,200,14,0,12,37,39.02285,-123.08535,1.2,5,40,3,7/19/2018,James III,7/19/2018 14:00
1184,35749,H3,18,200,12,0,2,35,39.02296,-123.08525,4.5,4,40,3,7/19/2018,James III,7/19/2018 12:00
1185,35749,H3,18,200,10,0,10,32,39.02293,-123.08539,1.5,5,40,3,7/19/2018,James III,7/19/2018 10:00
1186,35749,H3,18,200,8,0,3,29,39.02316,-123.08506,9,4,42,3,7/19/2018,James III,7/19/2018 8:00
1187,35749,H3,18,200,6,0,7,26,39.02297,-123.08499,3.3,6,39,3,7/19/2018,James III,7/19/2018 6:00
1188,35749,H3,18,200,4,0,23,25,39.01809,-123.09848,14.3,3,40,2,7/19/2018,James III,7/19/2018 4:00
1189,35749,H3,18,200,2,0,13,29,39.02114,-123.08512,1.3,7,40,3,7/19/2018,James III,7/19/2018 2:00
1190,35749,H3,18,200,0,0,12,26,39.02046,-123.08558,4.1,4,41,3,7/19/2018,James III,7/19/2018 0:00
1191,35749,H3,18,199,22,0,12,31,39.02096,-123.08529,1.5,8,40,3,7/18/2018,James III,7/18/2018 22:00
1192,35749,H3,18,199,20,0,18,30,39.02131,-123.08493,2.8,6,41,3,7/18/2018,James III,7/18/2018 20:00
1193,35749,H3,18,199,18,0,9,39,39.02157,-123.0858,1.4,7,39,3,7/18/2018,James III,7/18/2018 18:00
1194,35749,H3,18,199,16,0,17,39,39.02116,-123.08688,2.4,4,33,3,7/18/2018,James III,7/18/2018 16:00
1195,35749,H3,18,199,12,0,4,40,39.02119,-123.08688,1.3,5,32,3,7/18/2018,James III,7/18/2018 12:00
1196,35749,H3,18,199,8,0,0,33,39.02183,-123.08459,1,8,40,3,7/18/2018,James III,7/18/2018 8:00
1197,35749,H3,18,199,6,0,7,27,39.02181,-123.08459,1.3,7,40,3,7/18/2018,James III,7/18/2018 6:00
1198,35749,H3,18,199,4,0,14,27,39.02217,-123.08476,2,6,40,3,7/18/2018,James III,7/18/2018 4:00
1199,35749,H3,18,199,2,0,6,25,39.01235,-123.07972,9.1,3,41,2,7/18/2018,James III,7/18/2018 2:00
1200,35749,H3,18,199,0,0,16,27,39.02106,-123.08561,1,8,41,3,7/18/2018,James III,7/18/2018 0:00
1201,35749,H3,18,198,22,0,22,27,39.02076,-123.08506,1.5,7,41,3,7/17/2018,James III,7/17/2018 22:00
1202,35749,H3,18,198,20,0,13,32,39.02162,-123.08579,0.9,11,40,3,7/17/2018,James III,7/17/2018 20:00
1203,35749,H3,18,198,18,0,4,38,39.02209,-123.08791,1,8,40,3,7/17/2018,James III,7/17/2018 18:00
1204,35749,H3,18,198,16,0,17,40,39.02197,-123.08813,2.2,5,42,3,7/17/2018,James III,7/17/2018 16:00
1205,35749,H3,18,198,14,0,8,40,39.022,-123.08859,5.5,4,33,3,7/17/2018,James III,7/17/2018 14:00
1206,35749,H3,18,198,10,0,1,32,39.02215,-123.08846,1.4,5,39,3,7/17/2018,James III,7/17/2018 10:00
1207,35749,H3,18,198,8,0,12,28,39.02209,-123.08844,7,4,40,3,7/17/2018,James III,7/17/2018 8:00
1208,35749,H3,18,198,6,0,13,27,39.02151,-123.08785,0.9,9,41,3,7/17/2018,James III,7/17/2018 6:00
1209,35749,H3,18,198,4,0,32,24,39.02057,-123.08489,1.2,7,40,3,7/17/2018,James III,7/17/2018 4:00
1210,35749,H3,18,198,2,0,24,23,39.0202,-123.08508,1.7,6,39,3,7/17/2018,James III,7/17/2018 2:00
1211,35749,H3,18,198,0,0,10,25,39.02118,-123.08554,2.2,5,40,3,7/17/2018,James III,7/17/2018 0:00
1212,35749,H3,18,197,22,0,29,25,39.02457,-123.06937,20.2,3,41,2,7/16/2018,James III,7/16/2018 22:00
1213,35749,H3,18,197,20,0,9,29,39.02143,-123.08481,1.1,7,39,3,7/16/2018,James III,7/16/2018 20:00
1214,35749,H3,18,197,18,0,0,37,39.02172,-123.08638,1.5,7,41,3,7/16/2018,James III,7/16/2018 18:00
1215,35749,H3,18,197,16,0,11,38,39.02169,-123.0864,2.2,5,37,3,7/16/2018,James III,7/16/2018 16:00
1216,35749,H3,18,197,14,1,15,37,39.02206,-123.08535,2,5,60,3,7/16/2018,James III,7/16/2018 14:01
1217,35749,H3,18,197,10,0,9,33,39.0228,-123.08501,1.9,4,40,3,7/16/2018,James III,7/16/2018 10:00
1218,35749,H3,18,197,8,0,4,28,39.023,-123.08493,1.4,6,41,3,7/16/2018,James III,7/16/2018 8:00
1219,35749,H3,18,197,6,0,18,24,39.02306,-123.08489,1.7,6,39,3,7/16/2018,James III,7/16/2018 6:00
1220,35749,H3,18,197,4,0,23,22,39.02219,-123.08462,2.5,4,40,3,7/16/2018,James III,7/16/2018 4:00
1221,35749,H3,18,197,2,0,18,25,39.02115,-123.08539,1,8,40,3,7/16/2018,James III,7/16/2018 2:00
1222,35749,H3,18,197,0,0,4,26,39.02116,-123.08529,1.2,8,40,3,7/16/2018,James III,7/16/2018 0:00
1223,35749,H3,18,196,22,0,25,24,39.02105,-123.08531,1.4,8,39,3,7/15/2018,James III,7/15/2018 22:00
1224,35749,H3,18,196,20,0,26,28,39.01837,-123.08203,1.1,7,41,3,7/15/2018,James III,7/15/2018 20:00
1225,35749,H3,18,196,18,0,5,34,39.01728,-123.08033,4.1,5,40,3,7/15/2018,James III,7/15/2018 18:00
1226,35749,H3,18,196,16,0,16,36,39.01751,-123.08029,1.3,7,39,3,7/15/2018,James III,7/15/2018 16:00
1227,35749,H3,18,196,14,0,0,37,39.01755,-123.07949,2,5,43,3,7/15/2018,James III,7/15/2018 14:00
1228,35749,H3,18,196,12,0,19,34,39.01757,-123.07961,1.2,6,39,3,7/15/2018,James III,7/15/2018 12:00
1229,35749,H3,18,196,10,0,10,30,39.01761,-123.07915,2.5,4,40,3,7/15/2018,James III,7/15/2018 10:00
1230,35749,H3,18,196,8,0,8,28,39.01757,-123.07932,2.9,6,41,3,7/15/2018,James III,7/15/2018 8:00
1231,35749,H3,18,196,6,0,3,27,39.0219,-123.08752,1.7,6,40,3,7/15/2018,James III,7/15/2018 6:00
1232,35749,H3,18,196,4,0,24,25,39.02162,-123.08683,2.5,5,39,3,7/15/2018,James III,7/15/2018 4:00
1233,35749,H3,18,196,2,0,13,28,39.01969,-123.08384,1.9,4,41,3,7/15/2018,James III,7/15/2018 2:00
1234,35749,H3,18,196,0,0,11,26,39.01922,-123.08335,1.6,7,40,3,7/15/2018,James III,7/15/2018 0:00
1235,35749,H3,18,195,22,0,26,28,39.01946,-123.08374,1.2,10,39,3,7/14/2018,James III,7/14/2018 22:00
1236,35749,H3,18,195,20,0,6,31,39.02167,-123.0834,0.8,12,40,3,7/14/2018,James III,7/14/2018 20:00
1237,35749,H3,18,195,18,0,10,42,39.02127,-123.08651,1,8,40,3,7/14/2018,James III,7/14/2018 18:00
1238,35749,H3,18,195,16,0,18,37,39.02125,-123.08679,3.2,4,32,3,7/14/2018,James III,7/14/2018 16:00
1239,35749,H3,18,195,12,0,7,37,39.02207,-123.08842,1.1,7,40,3,7/14/2018,James III,7/14/2018 12:00
1240,35749,H3,18,195,10,0,3,33,39.02268,-123.08758,1.3,5,33,3,7/14/2018,James III,7/14/2018 10:00
1241,35749,H3,18,195,6,0,8,29,39.02258,-123.08766,3.9,5,39,3,7/14/2018,James III,7/14/2018 6:00
1242,35749,H3,18,195,4,0,14,24,39.02321,-123.08447,4.3,3,40,2,7/14/2018,James III,7/14/2018 4:00
1243,35749,H3,18,195,2,0,5,25,39.02217,-123.08743,1.5,5,42,3,7/14/2018,James III,7/14/2018 2:00
1244,35749,H3,18,195,0,0,13,28,39.02222,-123.0876,1.9,5,40,3,7/14/2018,James III,7/14/2018 0:00
1245,35749,H3,18,194,22,0,20,28,39.02335,-123.08772,2,6,40,3,7/13/2018,James III,7/13/2018 22:00
1246,35749,H3,18,194,20,0,15,31,39.02143,-123.08557,3.4,3,56,2,7/13/2018,James III,7/13/2018 20:00
1247,35749,H3,18,194,18,0,0,36,39.02309,-123.08785,1.4,5,43,3,7/13/2018,James III,7/13/2018 18:00
1248,35749,H3,18,194,16,0,11,34,39.02309,-123.08773,1.8,6,39,3,7/13/2018,James III,7/13/2018 16:00
1249,35749,H3,18,194,14,0,1,33,39.03027,-123.08445,7.5,3,41,2,7/13/2018,James III,7/13/2018 14:00
1250,35749,H3,18,194,12,0,0,32,39.02307,-123.08773,1.4,5,39,3,7/13/2018,James III,7/13/2018 12:00
1251,35749,H3,18,194,10,0,3,29,39.02314,-123.08782,1.3,6,47,3,7/13/2018,James III,7/13/2018 10:00
1252,35749,H3,18,194,6,1,2,30,39.02459,-123.08947,5.9,3,60,2,7/13/2018,James III,7/13/2018 6:01
1253,35749,H3,18,194,0,0,18,23,39.0211,-123.08525,1.9,5,40,3,7/13/2018,James III,7/13/2018 0:00
1254,35749,H3,18,193,22,0,26,27,39.02103,-123.08561,1.3,8,33,3,7/12/2018,James III,7/12/2018 22:00
1255,35749,H3,18,193,18,0,14,36,39.02314,-123.08785,2.7,5,40,3,7/12/2018,James III,7/12/2018 18:00
1256,35749,H3,18,193,16,0,8,37,39.02574,-123.08533,3.1,3,40,2,7/12/2018,James III,7/12/2018 16:00
1257,35749,H3,18,193,14,0,0,37,39.02311,-123.08767,2,4,40,3,7/12/2018,James III,7/12/2018 14:00
1258,35749,H3,18,193,12,0,14,36,39.02313,-123.08773,2.5,5,41,3,7/12/2018,James III,7/12/2018 12:00
1259,35749,H3,18,193,10,0,0,32,39.02313,-123.08773,1.3,5,42,3,7/12/2018,James III,7/12/2018 10:00
1260,35749,H3,18,193,8,0,20,25,39.02309,-123.08775,1.3,7,39,3,7/12/2018,James III,7/12/2018 8:00
1261,35749,H3,18,193,6,0,4,28,39.02322,-123.08837,1.1,7,40,3,7/12/2018,James III,7/12/2018 6:00
1262,35749,H3,18,193,4,0,21,23,39.02358,-123.08779,3.7,4,38,3,7/12/2018,James III,7/12/2018 4:00
1263,35749,H3,18,193,2,0,11,28,39.02212,-123.08749,1.1,7,42,3,7/12/2018,James III,7/12/2018 2:00
1264,35749,H3,18,193,0,0,12,27,39.02385,-123.08312,5.5,3,40,2,7/12/2018,James III,7/12/2018 0:00
1265,35749,H3,18,192,22,0,3,32,39.02175,-123.08768,1.5,7,39,3,7/11/2018,James III,7/11/2018 22:00
1266,35749,H3,18,192,20,0,21,30,39.02007,-123.08953,3.9,3,41,2,7/11/2018,James III,7/11/2018 20:00
1267,35749,H3,18,192,18,0,3,37,39.02351,-123.0903,2.8,3,40,2,7/11/2018,James III,7/11/2018 18:00
1268,35749,H3,18,192,16,0,17,36,39.02167,-123.08772,1.7,5,32,3,7/11/2018,James III,7/11/2018 16:00
1269,35749,H3,18,192,12,0,0,36,39.02221,-123.0884,2.4,5,41,3,7/11/2018,James III,7/11/2018 12:00
1270,35749,H3,18,192,10,0,14,32,39.02209,-123.08846,1.6,5,40,3,7/11/2018,James III,7/11/2018 10:00
1271,35749,H3,18,192,8,0,14,27,39.024,-123.08745,5.4,5,39,3,7/11/2018,James III,7/11/2018 8:00
