,CollarSerialNumber,AnimalID,Year,Julianday,Hour,Minute,Activity,Temperature,Latitude,Longitude,HDOP,NumSats,FixTime,X2D.3D,Date,Capture_Pasture,Time
1272,35749,H3,18,192,6,0,8,26,39.02323,-123.08834,1,8,41,3,7/11/2018,James III,7/11/2018 6:00
1273,35749,H3,18,192,4,0,6,27,39.02324,-123.08832,3.7,5,40,3,7/11/2018,James III,7/11/2018 4:00
1274,35749,H3,18,192,2,0,22,24,39.02237,-123.08865,2.6,5,39,3,7/11/2018,James III,7/11/2018 2:00
1275,35749,H3,18,192,0,0,24,25,39.02278,-123.08959,1.6,7,41,3,7/11/2018,James III,7/11/2018 0:00
1276,35749,H3,18,191,22,0,15,27,39.02619,-123.08856,4.1,6,40,3,7/10/2018,James III,7/10/2018 22:00
1277,35749,H3,18,191,20,0,14,32,39.02678,-123.08798,1.4,8,38,3,7/10/2018,James III,7/10/2018 20:00
1278,35749,H3,18,191,18,0,2,34,39.02679,-123.08817,8.6,4,41,3,7/10/2018,James III,7/10/2018 18:00
1279,35749,H3,18,191,16,0,13,33,39.0267,-123.08802,2,5,40,3,7/10/2018,James III,7/10/2018 16:00
1280,35749,H3,18,191,14,0,1,34,39.0267,-123.08805,1.2,7,39,3,7/10/2018,James III,7/10/2018 14:00
1281,35749,H3,18,191,12,0,14,33,39.02674,-123.08806,2.3,5,34,3,7/10/2018,James III,7/10/2018 12:00
1282,35749,H3,18,191,8,2,27,30,39.0255,-123.081,1.1,8,49,3,7/10/2018,James III,7/10/2018 8:02
1283,35749,H3,18,190,10,0,0,25,39.00232,-123.08748,4.7,3,40,2,7/9/2018,James III,7/9/2018 10:00
1284,35749,H3,18,190,8,1,0,24,39.00168,-123.08745,4.5,4,51,3,7/9/2018,James III,7/9/2018 8:01
1285,35749,H3,18,190,4,1,0,25,39.00154,-123.08541,3.5,3,49,2,7/9/2018,James III,7/9/2018 4:01
