NA,X.1,X,Device.Name,AnimalID,Device.ID,Date...Time..GMT.,Date...Time..Local.,Latitude,Longitude,Altitude,Fix.Status,DOP,Temp..C.,Main..V.,Back..V.,Capture_Pasture,TimeStamp,TimeStamp1
138,10620,10620,HRG 192 F2,F2,41886,43302.29189,43301.95855,39.0168675,-123.0644686,630.44,3D-V Fix,1.6,22,3.52,0.16,Orchard,2018-7-21 0:0:0,7/21/18 0:00
139,10621,10621,HRG 192 F2,F2,41886,43302.33387,43302.00053,39.0168744,-123.0645742,629.5,3D-V Fix,2.2,20,3.52,0.16,Orchard,2018-7-21 1:0:0,7/21/18 1:00
140,10622,10622,HRG 192 F2,F2,41886,43302.37519,43302.04185,39.0165633,-123.0646519,611.77,3D-V Fix,2.6,20,3.6,0.16,Orchard,2018-7-21 2:0:0,7/21/18 2:00
141,10623,10623,HRG 192 F2,F2,41886,43302.41679,43302.08346,39.0166017,-123.0647067,617.64,3D-V Fix,2.4,21,3.6,0.16,Orchard,2018-7-21 3:0:0,7/21/18 3:00
142,10624,10624,HRG 192 F2,F2,41886,43302.45867,43302.12534,39.0171553,-123.0651697,621.2,3D-V Fix,1.8,20,3.52,0.16,Orchard,2018-7-21 4:0:0,7/21/18 4:00
143,10625,10625,HRG 192 F2,F2,41886,43302.50025,43302.16692,39.0179428,-123.0675228,586.37,3D-V Fix,2.4,20,3.52,0.16,Orchard,2018-7-21 5:0:0,7/21/18 5:00
144,10626,10626,HRG 192 F2,F2,41886,43302.5419,43302.20856,39.0174531,-123.0676261,583.59,3D-V Fix,3.8,20,3.6,0.16,Orchard,2018-7-21 6:0:0,7/21/18 6:00
145,10627,10627,HRG 192 F2,F2,41886,43302.58368,43302.25035,39.0167236,-123.0656169,602.52,3D-V Fix,2.2,21,3.52,0.16,Orchard,2018-7-21 7:0:0,7/21/18 7:00
146,10628,10628,HRG 192 F2,F2,41886,43302.6253,43302.29197,39.0167478,-123.0656786,483.25,3D-V Fix,2.8,25,3.52,0.16,Orchard,2018-7-21 8:0:0,7/21/18 8:00
147,10629,10629,HRG 192 F2,F2,41886,43302.66741,43302.33407,39.0157681,-123.0662056,576.18,3D Fix,8,29,3.52,0.16,Orchard,2018-7-21 9:1:0,7/21/18 9:01
148,10630,10630,HRG 192 F2,F2,41886,43302.70868,43302.37535,39.0149311,-123.0664767,555.88,3D-V Fix,3.4,26,3.52,0.08,Orchard,2018-7-21 10:0:0,7/21/18 10:00
149,10631,10631,HRG 192 F2,F2,41886,43302.75023,43302.4169,39.0150753,-123.0666442,547.23,3D-V Fix,4.6,29,3.6,0.08,Orchard,2018-7-21 11:0:0,7/21/18 11:00
150,10632,10632,HRG 192 F2,F2,41886,43302.79223,43302.4589,39.0148578,-123.0684667,529.38,3D-V Fix,3.4,29,3.52,0.08,Orchard,2018-7-21 12:0:0,7/21/18 12:00
151,10633,10633,HRG 192 F2,F2,41886,43302.83398,43302.50065,39.0134889,-123.0708028,489.82,3D Fix,6.4,30,3.52,0.08,Orchard,2018-7-21 13:0:0,7/21/18 13:00
152,10634,10634,HRG 192 F2,F2,41886,43302.87535,43302.54201,39.0132053,-123.0700539,469.87,3D-V Fix,2.2,33,3.52,0.08,Orchard,2018-7-21 14:0:0,7/21/18 14:00
153,10635,10635,HRG 192 F2,F2,41886,43302.91691,43302.58358,39.0131558,-123.0700842,481.43,3D-V Fix,1.8,35,3.6,0.08,Orchard,2018-7-21 15:0:0,7/21/18 15:00
154,10636,10636,HRG 192 F2,F2,41886,43302.95926,43302.62593,39.0127447,-123.0706033,480.59,3D-V Fix,2.6,35,3.52,0.08,Orchard,2018-7-21 16:1:0,7/21/18 16:01
155,10637,10637,HRG 192 F2,F2,41886,43303.00087,43302.66753,39.0147475,-123.0688142,504.77,3D Fix,4.6,35,3.52,0.08,Orchard,2018-7-21 17:1:0,7/21/18 17:01
156,10638,10638,HRG 192 F2,F2,41886,43303.042,43302.70867,39.0147008,-123.0686503,528.63,3D-V Fix,2.6,34,3.6,0.08,Orchard,2018-7-21 18:0:0,7/21/18 18:00
157,10639,10639,HRG 192 F2,F2,41886,43303.08396,43302.75063,39.0146294,-123.0685289,524.13,3D-V Fix,2,32,3.52,0.08,Orchard,2018-7-21 19:0:0,7/21/18 19:00
158,10640,10640,HRG 192 F2,F2,41886,43303.12547,43302.79214,39.0167172,-123.0665561,577.97,3D Fix,6.8,28,3.52,0.08,Orchard,2018-7-21 20:0:0,7/21/18 20:00
159,10641,10641,HRG 192 F2,F2,41886,43303.16728,43302.83395,39.0172311,-123.0651044,615.59,3D-V Fix,1.8,25,3.52,0.08,Orchard,2018-7-21 21:0:0,7/21/18 21:00
160,10642,10642,HRG 192 F2,F2,41886,43303.20845,43302.87512,39.017225,-123.0650183,618.01,3D-V Fix,2.8,28,3.6,0.08,Orchard,2018-7-21 22:0:0,7/21/18 22:00
161,10643,10643,HRG 192 F2,F2,41886,43303.25159,43302.91825,39.0176178,-123.0645469,646.78,3D-V Fix,3.6,23,3.52,0.08,Orchard,2018-7-21 23:2:0,7/21/18 23:02
162,10644,10644,HRG 192 F2,F2,41886,43303.29184,43302.95851,39.0175522,-123.0643206,684.35,3D-V Fix,3.8,22,3.6,0.08,Orchard,2018-7-22 0:0:0,7/22/18 0:00
163,10645,10645,HRG 192 F2,F2,41886,43303.33388,43303.00054,39.0176428,-123.0643186,638.59,3D-V Fix,1.4,23,3.52,0.16,Orchard,2018-7-22 1:0:0,7/22/18 1:00
164,10646,10646,HRG 192 F2,F2,41886,43303.37513,43303.04179,39.0176514,-123.0643572,642.18,3D-V Fix,1.6,23,3.6,0.16,Orchard,2018-7-22 2:0:0,7/22/18 2:00
165,10647,10647,HRG 192 F2,F2,41886,43303.41679,43303.08346,39.0171986,-123.0641144,640.66,3D-V Fix,1.6,21,3.6,0.16,Orchard,2018-7-22 3:0:0,7/22/18 3:00
166,10648,10648,HRG 192 F2,F2,41886,43303.45855,43303.12522,39.0183319,-123.0637192,661.7,3D-V Fix,1.4,20,3.52,0.16,Orchard,2018-7-22 4:0:0,7/22/18 4:00
167,10649,10649,HRG 192 F2,F2,41886,43303.50012,43303.16678,39.0189678,-123.0641244,673.07,3D-V Fix,4.4,20,3.6,0.16,Orchard,2018-7-22 5:0:0,7/22/18 5:00
168,10650,10650,HRG 192 F2,F2,41886,43303.54179,43303.20846,39.0186861,-123.0639964,681.46,3D-V Fix,3,22,3.6,0.16,Orchard,2018-7-22 6:0:0,7/22/18 6:00
169,10651,10651,HRG 192 F2,F2,41886,43303.58368,43303.25035,39.0184431,-123.06353,668.72,3D-V Fix,1.6,20,3.52,0.16,Orchard,2018-7-22 7:0:0,7/22/18 7:00
170,10652,10652,HRG 192 F2,F2,41886,43303.62523,43303.2919,39.0195944,-123.0646381,674.56,3D-V Fix,2.6,22,3.6,0.16,Orchard,2018-7-22 8:0:0,7/22/18 8:00
171,10653,10653,HRG 192 F2,F2,41886,43303.66735,43303.33402,39.0197336,-123.0653647,652.3,3D-V Fix,2.2,23,3.52,0.16,Orchard,2018-7-22 9:0:0,7/22/18 9:00
172,10654,10654,HRG 192 F2,F2,41886,43303.70846,43303.37513,39.0194719,-123.0649625,610.32,3D-V Fix,4.6,26,3.6,0.08,Orchard,2018-7-22 10:0:0,7/22/18 10:00
173,10655,10655,HRG 192 F2,F2,41886,43303.75139,43303.41806,39.0178686,-123.0655031,623.55,3D-V Fix,5.6,27,3.52,0.16,Orchard,2018-7-22 11:2:0,7/22/18 11:02
174,10656,10656,HRG 192 F2,F2,41886,43303.79203,43303.45869,39.0178744,-123.0659622,602.1,3D-V Fix,2.4,30,3.52,0.08,Orchard,2018-7-22 12:0:0,7/22/18 12:00
175,10657,10657,HRG 192 F2,F2,41886,43303.83413,43303.5008,39.0182364,-123.067815,555.67,3D Fix,5.8,32,3.52,0.08,Orchard,2018-7-22 13:1:0,7/22/18 13:01
176,10658,10658,HRG 192 F2,F2,41886,43303.87556,43303.54222,39.0171958,-123.0681597,582.3,3D-V Fix,2.4,33,3.52,0.08,Orchard,2018-7-22 14:0:0,7/22/18 14:00
177,10659,10659,HRG 192 F2,F2,41886,43303.91681,43303.58347,39.0172864,-123.0681286,565.13,3D-V Fix,2.4,35,3.6,0.08,Orchard,2018-7-22 15:0:0,7/22/18 15:00
178,10660,10660,HRG 192 F2,F2,41886,43303.95889,43303.62556,39.0168017,-123.0683278,529.86,3D-V Fix,2,35,3.52,0.08,Orchard,2018-7-22 16:0:0,7/22/18 16:00
179,10661,10661,HRG 192 F2,F2,41886,43304.00035,43303.66701,39.0167958,-123.0683969,548.16,3D-V Fix,3,36,3.6,0.08,Orchard,2018-7-22 17:0:0,7/22/18 17:00
180,10662,10662,HRG 192 F2,F2,41886,43304.0419,43303.70856,39.0174014,-123.0681708,549.37,3D-V Fix,2.6,35,3.6,0.08,Orchard,2018-7-22 18:0:0,7/22/18 18:00
181,10663,10663,HRG 192 F2,F2,41886,43304.08424,43303.7509,39.0167947,-123.0674989,567.36,3D-V Fix,4.4,32,3.52,0.08,Orchard,2018-7-22 19:1:0,7/22/18 19:01
182,10664,10664,HRG 192 F2,F2,41886,43304.12556,43303.79222,39.0173278,-123.0662014,608.68,3D-V Fix,4.4,29,3.52,0.08,Orchard,2018-7-22 20:0:0,7/22/18 20:00
183,10665,10665,HRG 192 F2,F2,41886,43304.16679,43303.83346,39.0173903,-123.0657183,619.18,3D-V Fix,4.4,28,3.6,0.08,Orchard,2018-7-22 21:0:0,7/22/18 21:00
184,10666,10666,HRG 192 F2,F2,41886,43304.20855,43303.87522,39.0170281,-123.0650525,622.74,3D-V Fix,2,25,3.52,0.08,Orchard,2018-7-22 22:0:0,7/22/18 22:00
185,10667,10667,HRG 192 F2,F2,41886,43304.25056,43303.91722,39.0168831,-123.0652119,601.3,3D-V Fix,4.4,22,3.52,0.08,Orchard,2018-7-22 23:0:0,7/22/18 23:00
186,10668,10668,HRG 192 F2,F2,41886,43304.29199,43303.95866,39.0167331,-123.0654222,610.75,3D-V Fix,3.2,24,3.52,0.16,Orchard,2018-7-23 0:0:0,7/23/18 0:00
187,10669,10669,HRG 192 F2,F2,41886,43304.33345,43304.00012,39.0153683,-123.0657572,572.18,3D-V Fix,3.4,22,3.6,0.16,Orchard,2018-7-23 1:0:0,7/23/18 1:00
188,10670,10670,HRG 192 F2,F2,41886,43304.37535,43304.04201,39.0151597,-123.0662075,575.36,3D-V Fix,3.4,22,3.52,0.16,Orchard,2018-7-23 2:0:0,7/23/18 2:00
189,10671,10671,HRG 192 F2,F2,41886,43304.41691,43304.08358,39.01514,-123.0663247,560.59,3D-V Fix,3,23,3.6,0.16,Orchard,2018-7-23 3:0:0,7/23/18 3:00
190,10672,10672,HRG 192 F2,F2,41886,43304.45889,43304.12556,39.0151156,-123.0662739,562.37,3D-V Fix,2.4,23,3.52,0.16,Orchard,2018-7-23 4:0:0,7/23/18 4:00
191,10673,10673,HRG 192 F2,F2,41886,43304.5001,43304.16677,39.0151364,-123.0662511,561.07,3D-V Fix,2,23,3.6,0.16,Orchard,2018-7-23 5:0:0,7/23/18 5:00
192,10674,10674,HRG 192 F2,F2,41886,43304.54201,43304.20868,39.0148783,-123.0663242,563.1,3D-V Fix,2,20,3.52,0.16,Orchard,2018-7-23 6:0:0,7/23/18 6:00
193,10675,10675,HRG 192 F2,F2,41886,43304.58344,43304.2501,39.0139489,-123.0660036,574.49,3D-V Fix,2.2,20,3.6,0.16,Orchard,2018-7-23 7:0:0,7/23/18 7:00
194,10676,10676,HRG 192 F2,F2,41886,43304.6252,43304.29186,39.0138103,-123.0658761,569.67,3D-V Fix,3,25,3.52,0.16,Orchard,2018-7-23 8:0:0,7/23/18 8:00
195,10677,10677,HRG 192 F2,F2,41886,43304.66818,43304.33485,39.0137486,-123.0659561,562.24,3D Fix,3,26,3.52,0.16,Orchard,2018-7-23 9:2:0,7/23/18 9:02
196,10678,10678,HRG 192 F2,F2,41886,43304.70924,43304.3759,39.0143047,-123.0670614,552.74,3D-V Fix,4.4,24,3.52,0.16,Orchard,2018-7-23 10:1:0,7/23/18 10:01
197,10679,10679,HRG 192 F2,F2,41886,43304.75111,43304.41778,39.0158344,-123.0702503,519.43,3D Fix,6,28,3.52,0.16,Orchard,2018-7-23 11:1:0,7/23/18 11:01
198,10680,10680,HRG 192 F2,F2,41886,43304.79201,43304.45868,39.0157511,-123.0702589,534.04,3D-V Fix,2.4,32,3.52,0.08,Orchard,2018-7-23 12:0:0,7/23/18 12:00
199,10681,10681,HRG 192 F2,F2,41886,43304.83354,43304.50021,39.0158097,-123.0702758,548.23,3D-V Fix,2,35,3.6,0.08,Orchard,2018-7-23 13:0:0,7/23/18 13:00
200,10682,10682,HRG 192 F2,F2,41886,43304.87623,43304.54289,39.0154947,-123.070205,548.53,2D Fix,2.8,35,3.52,0.08,Orchard,2018-7-23 14:1:0,7/23/18 14:01
201,10683,10683,HRG 192 F2,F2,41886,43304.91701,43304.58368,39.0166044,-123.0703814,552.12,3D-V Fix,2.4,37,3.6,0.08,Orchard,2018-7-23 15:0:0,7/23/18 15:00
202,10684,10684,HRG 192 F2,F2,41886,43304.95889,43304.62556,39.0166389,-123.0703581,547.4,3D-V Fix,1.6,36,3.52,0.08,Orchard,2018-7-23 16:0:0,7/23/18 16:00
203,10685,10685,HRG 192 F2,F2,41886,43305.00005,43304.66671,39.0166211,-123.0703111,556.2,3D-V Fix,2.2,35,3.6,0.08,Orchard,2018-7-23 17:0:0,7/23/18 17:00
204,10686,10686,HRG 192 F2,F2,41886,43305.04177,43304.70844,39.01817,-123.0698131,547.28,3D-V Fix,2.4,33,3.6,0.08,Orchard,2018-7-23 18:0:0,7/23/18 18:00
205,10687,10687,HRG 192 F2,F2,41886,43305.08345,43304.75012,39.0178539,-123.0697992,573.13,3D-V Fix,2.2,33,3.6,0.08,Orchard,2018-7-23 19:0:0,7/23/18 19:00
206,10688,10688,HRG 192 F2,F2,41886,43305.12626,43304.79293,39.0184592,-123.0692144,574.38,3D-V Fix,4.4,30,3.52,0.08,Orchard,2018-7-23 20:1:0,7/23/18 20:01
207,10689,10689,HRG 192 F2,F2,41886,43305.16692,43304.83359,39.0192169,-123.0683675,561.1,3D-V Fix,4.6,28,3.6,0.08,Orchard,2018-7-23 21:0:0,7/23/18 21:00
208,10690,10690,HRG 192 F2,F2,41886,43305.20903,43304.87569,39.0181422,-123.0697531,552.7,3D-V Fix,2.6,25,3.52,0.08,Orchard,2018-7-23 22:1:0,7/23/18 22:01
209,10691,10691,HRG 192 F2,F2,41886,43305.25035,43304.91701,39.0180658,-123.0700478,547.27,3D-V Fix,2,25,3.52,0.08,Orchard,2018-7-23 23:0:0,7/23/18 23:00
210,10692,10692,HRG 192 F2,F2,41886,43305.29191,43304.95858,39.0181453,-123.0701058,558.62,3D-V Fix,3,25,3.6,0.08,Orchard,2018-7-24 0:0:0,7/24/18 0:00
211,10693,10693,HRG 192 F2,F2,41886,43305.33378,43305.00045,39.0180872,-123.0696564,576.09,3D-V Fix,1.6,23,3.52,0.08,Orchard,2018-7-24 1:0:0,7/24/18 1:00
212,10694,10694,HRG 192 F2,F2,41886,43305.37512,43305.04178,39.0189572,-123.0683767,599.85,3D-V Fix,3,22,3.6,0.16,Orchard,2018-7-24 2:0:0,7/24/18 2:00
213,10695,10695,HRG 192 F2,F2,41886,43305.41729,43305.08396,39.0189336,-123.0682542,590.38,3D-V Fix,1.8,24,3.52,0.16,Orchard,2018-7-24 3:0:0,7/24/18 3:00
214,10696,10696,HRG 192 F2,F2,41886,43305.45902,43305.12568,39.0190228,-123.0684558,563.88,3D-V Fix,2.8,24,3.52,0.16,Orchard,2018-7-24 4:0:0,7/24/18 4:00
215,10697,10697,HRG 192 F2,F2,41886,43305.5002,43305.16686,39.0185572,-123.0691461,573.65,3D-V Fix,2.8,22,3.6,0.16,Orchard,2018-7-24 5:0:0,7/24/18 5:00
216,10698,10698,HRG 192 F2,F2,41886,43305.54201,43305.20868,39.0181108,-123.0696692,576.05,3D-V Fix,2.2,21,3.52,0.16,Orchard,2018-7-24 6:0:0,7/24/18 6:00
217,10699,10699,HRG 192 F2,F2,41886,43305.58368,43305.25035,39.0184047,-123.0692114,572.33,3D-V Fix,2.8,22,3.52,0.16,Orchard,2018-7-24 7:0:0,7/24/18 7:00
218,10700,10700,HRG 192 F2,F2,41886,43305.62517,43305.29184,39.0184606,-123.0692114,577.36,3D-V Fix,2.8,23,3.6,0.16,Orchard,2018-7-24 8:0:0,7/24/18 8:00
219,10701,10701,HRG 192 F2,F2,41886,43305.66722,43305.33389,39.0184003,-123.0689714,572.93,3D-V Fix,2.2,28,3.52,0.16,Orchard,2018-7-24 9:0:0,7/24/18 9:00
220,10702,10702,HRG 192 F2,F2,41886,43305.70841,43305.37508,39.0181,-123.0697342,552.13,3D-V Fix,3.4,30,3.6,0.08,Orchard,2018-7-24 10:0:0,7/24/18 10:00
221,10703,10703,HRG 192 F2,F2,41886,43305.75021,43305.41688,39.0169233,-123.0691256,543.4,3D-V Fix,4,31,3.6,0.08,Orchard,2018-7-24 11:0:0,7/24/18 11:00
222,10704,10704,HRG 192 F2,F2,41886,43305.79233,43305.45899,39.0169431,-123.0692197,559.72,3D-V Fix,3,32,3.52,0.08,Orchard,2018-7-24 12:0:0,7/24/18 12:00
223,10705,10705,HRG 192 F2,F2,41886,43305.83355,43305.50022,39.0166006,-123.0693939,541.54,3D-V Fix,2.2,35,3.6,0.08,Orchard,2018-7-24 13:0:0,7/24/18 13:00
224,10706,10706,HRG 192 F2,F2,41886,43305.87556,43305.54222,39.0166058,-123.0692681,532.88,3D-V Fix,2.4,37,3.52,0.08,Orchard,2018-7-24 14:0:0,7/24/18 14:00
225,10707,10707,HRG 192 F2,F2,41886,43305.91679,43305.58346,39.0167586,-123.0667856,570.7,3D-V Fix,3.2,37,3.6,0.08,Orchard,2018-7-24 15:0:0,7/24/18 15:00
226,10708,10708,HRG 192 F2,F2,41886,43305.95868,43305.62535,39.0166836,-123.0665303,574.62,3D-V Fix,2.2,38,3.6,0.08,Orchard,2018-7-24 16:0:0,7/24/18 16:00
227,10709,10709,HRG 192 F2,F2,41886,43306.00056,43305.66722,39.0167597,-123.0665564,586.43,3D-V Fix,2.4,37,3.52,0.08,Orchard,2018-7-24 17:0:0,7/24/18 17:00
228,10710,10710,HRG 192 F2,F2,41886,43306.04183,43305.7085,39.0172047,-123.0676622,571.55,3D-V Fix,2.8,36,3.6,0.08,Orchard,2018-7-24 18:0:0,7/24/18 18:00
229,10711,10711,HRG 192 F2,F2,41886,43306.08391,43305.75058,39.0172783,-123.0661181,604.34,3D-V Fix,2.2,35,3.52,0.08,Orchard,2018-7-24 19:0:0,7/24/18 19:00
230,10712,10712,HRG 192 F2,F2,41886,43306.12554,43305.79221,39.0172108,-123.0651611,604.06,3D-V Fix,3.8,31,3.52,0.08,Orchard,2018-7-24 20:0:0,7/24/18 20:00
231,10713,10713,HRG 192 F2,F2,41886,43306.16689,43305.83355,39.0170231,-123.064265,625.03,3D-V Fix,4.2,28,3.52,0.08,Orchard,2018-7-24 21:0:0,7/24/18 21:00
232,10714,10714,HRG 192 F2,F2,41886,43306.20868,43305.87535,39.0171831,-123.0638086,653.92,3D-V Fix,4.2,29,3.6,0.08,Orchard,2018-7-24 22:0:0,7/24/18 22:00
233,10715,10715,HRG 192 F2,F2,41886,43306.25063,43305.91729,39.0171486,-123.0638464,644.34,3D-V Fix,2.4,28,3.52,0.08,Orchard,2018-7-24 23:0:0,7/24/18 23:00
234,10716,10716,HRG 192 F2,F2,41886,43306.29185,43305.95852,39.0171225,-123.0637342,639.98,3D-V Fix,3,27,3.6,0.08,Orchard,2018-7-25 0:0:0,7/25/18 0:00
235,10717,10717,HRG 192 F2,F2,41886,43306.33345,43306.00012,39.0175556,-123.0634686,648.93,3D-V Fix,2,25,3.6,0.08,Orchard,2018-7-25 1:0:0,7/25/18 1:00
236,10718,10718,HRG 192 F2,F2,41886,43306.37569,43306.04236,39.0186183,-123.0625775,639.95,3D-V Fix,2.6,25,3.52,0.08,Orchard,2018-7-25 2:0:0,7/25/18 2:00
237,10719,10719,HRG 192 F2,F2,41886,43306.41684,43306.08351,39.0186144,-123.0626258,673.82,3D-V Fix,1.8,26,3.6,0.08,Orchard,2018-7-25 3:0:0,7/25/18 3:00
238,10720,10720,HRG 192 F2,F2,41886,43306.45938,43306.12604,39.0187442,-123.0626956,678.27,3D Fix,5.2,25,3.52,0.16,Orchard,2018-7-25 4:1:0,7/25/18 4:01
239,10721,10721,HRG 192 F2,F2,41886,43306.50063,43306.16729,39.0185772,-123.0626856,693.23,3D-V Fix,4,27,3.52,0.16,Orchard,2018-7-25 5:0:0,7/25/18 5:00
240,10722,10722,HRG 192 F2,F2,41886,43306.54206,43306.20873,39.0186389,-123.0631322,648.25,3D-V Fix,4.2,25,3.52,0.16,Orchard,2018-7-25 6:0:0,7/25/18 6:00
241,10723,10723,HRG 192 F2,F2,41886,43306.58388,43306.25054,39.0176275,-123.0643631,634.32,3D-V Fix,3.2,22,3.52,0.16,Orchard,2018-7-25 7:0:0,7/25/18 7:00
242,10724,10724,HRG 192 F2,F2,41886,43306.62521,43306.29188,39.0175925,-123.0645286,621.67,3D-V Fix,2.2,25,3.6,0.16,Orchard,2018-7-25 8:0:0,7/25/18 8:00
243,10725,10725,HRG 192 F2,F2,41886,43306.66758,43306.33425,39.0172828,-123.0658631,584.69,3D-V Fix,3.4,27,3.52,0.08,Orchard,2018-7-25 9:1:0,7/25/18 9:01
244,10726,10726,HRG 192 F2,F2,41886,43306.70866,43306.37532,39.0176944,-123.06752,536.19,3D-V Fix,2.2,29,3.52,0.08,Orchard,2018-7-25 10:0:0,7/25/18 10:00
245,10727,10727,HRG 192 F2,F2,41886,43306.75035,43306.41701,39.0177797,-123.0674169,603.95,3D-V Fix,4,31,3.52,0.08,Orchard,2018-7-25 11:0:0,7/25/18 11:00
246,10728,10728,HRG 192 F2,F2,41886,43306.79247,43306.45913,39.0181325,-123.0679647,603.26,2D Fix,5.8,33,3.52,0.08,Orchard,2018-7-25 12:1:0,7/25/18 12:01
247,10729,10729,HRG 192 F2,F2,41886,43306.83419,43306.50086,39.0166931,-123.0693,539.98,3D-V Fix,2,39,3.52,0.08,Orchard,2018-7-25 13:1:0,7/25/18 13:01
248,10730,10730,HRG 192 F2,F2,41886,43306.8759,43306.54257,39.0158208,-123.0700475,538.79,3D Fix,6,37,3.52,0.08,Orchard,2018-7-25 14:1:0,7/25/18 14:01
249,10731,10731,HRG 192 F2,F2,41886,43306.91701,43306.58368,39.0156281,-123.0698283,573.13,3D-V Fix,8.2,38,3.6,0.08,Orchard,2018-7-25 15:0:0,7/25/18 15:00
250,10732,10732,HRG 192 F2,F2,41886,43306.95896,43306.62563,39.0157928,-123.0699375,526.75,3D-V Fix,2.6,38,3.52,0.08,Orchard,2018-7-25 16:0:0,7/25/18 16:00
251,10733,10733,HRG 192 F2,F2,41886,43307.00128,43306.66795,39.0162069,-123.0690089,531.94,3D Fix,7,37,3.52,0.08,Orchard,2018-7-25 17:1:0,7/25/18 17:01
252,10734,10734,HRG 192 F2,F2,41886,43307.04199,43306.70866,39.0180528,-123.0696944,566.52,3D-V Fix,2.8,37,3.6,0.08,Orchard,2018-7-25 18:0:0,7/25/18 18:00
253,10735,10735,HRG 192 F2,F2,41886,43307.08396,43306.75063,39.0180608,-123.0695025,571.76,3D-V Fix,2,35,3.52,0.08,Orchard,2018-7-25 19:0:0,7/25/18 19:00
254,10736,10736,HRG 192 F2,F2,41886,43307.12543,43306.79209,39.0184647,-123.0692172,572.02,3D-V Fix,3,32,3.52,0.08,Orchard,2018-7-25 20:0:0,7/25/18 20:00
255,10737,10737,HRG 192 F2,F2,41886,43307.16675,43306.83341,39.0182969,-123.0692028,571.21,3D-V Fix,3.2,30,3.6,0.08,Orchard,2018-7-25 21:0:0,7/25/18 21:00
256,10738,10738,HRG 192 F2,F2,41886,43307.20868,43306.87535,39.0182311,-123.0688314,567.52,3D-V Fix,2.2,29,3.6,0.08,Orchard,2018-7-25 22:0:0,7/25/18 22:00
257,10739,10739,HRG 192 F2,F2,41886,43307.25022,43306.91689,39.0182122,-123.0688706,573.28,3D-V Fix,2.2,29,3.6,0.08,Orchard,2018-7-25 23:0:0,7/25/18 23:00
258,10740,10740,HRG 192 F2,F2,41886,43307.29185,43306.95852,39.0180517,-123.0697014,574.61,3D-V Fix,4.2,25,3.6,0.08,Orchard,2018-7-26 0:0:0,7/26/18 0:00
259,10741,10741,HRG 192 F2,F2,41886,43307.33366,43307.00032,39.0172517,-123.0664425,579.41,3D-V Fix,2.8,25,3.52,0.08,Orchard,2018-7-26 1:0:0,7/26/18 1:00
260,10742,10742,HRG 192 F2,F2,41886,43307.3759,43307.04257,39.0195903,-123.0668758,635.42,3D-V Fix,3.2,26,3.52,0.08,Orchard,2018-7-26 2:1:0,7/26/18 2:01
261,10743,10743,HRG 192 F2,F2,41886,43307.41701,43307.08368,39.0196028,-123.06686,636.91,3D-V Fix,2.6,27,3.52,0.08,Orchard,2018-7-26 3:0:0,7/26/18 3:00
262,10744,10744,HRG 192 F2,F2,41886,43307.45868,43307.12535,39.0194869,-123.0670244,638.45,3D-V Fix,6.4,28,3.6,0.08,Orchard,2018-7-26 4:0:0,7/26/18 4:00
263,10745,10745,HRG 192 F2,F2,41886,43307.50017,43307.16684,39.0196758,-123.0669064,628.45,3D-V Fix,2.6,29,3.6,0.08,Orchard,2018-7-26 5:0:0,7/26/18 5:00
264,10746,10746,HRG 192 F2,F2,41886,43307.542,43307.20867,39.0195675,-123.0668036,648.08,3D-V Fix,3,26,3.52,0.08,Orchard,2018-7-26 6:0:0,7/26/18 6:00
265,10747,10747,HRG 192 F2,F2,41886,43307.58368,43307.25035,39.0195958,-123.0668642,647.36,3D-V Fix,2.8,26,3.52,0.08,Orchard,2018-7-26 7:0:0,7/26/18 7:00
266,10748,10748,HRG 192 F2,F2,41886,43307.62515,43307.29182,39.0193278,-123.0664106,634.85,3D-V Fix,2.6,27,3.6,0.08,Orchard,2018-7-26 8:0:0,7/26/18 8:00
267,10749,10749,HRG 192 F2,F2,41886,43307.66721,43307.33388,39.0181181,-123.0658514,605.24,3D-V Fix,3,25,3.52,0.08,Orchard,2018-7-26 9:0:0,7/26/18 9:00
268,10750,10750,HRG 192 F2,F2,41886,43307.70854,43307.37521,39.0169814,-123.0673808,587.86,3D-V Fix,3.2,30,3.6,0.08,Orchard,2018-7-26 10:0:0,7/26/18 10:00
269,10751,10751,HRG 192 F2,F2,41886,43307.75035,43307.41701,39.0168814,-123.0676775,568.17,3D-V Fix,2.4,32,3.6,0.08,Orchard,2018-7-26 11:0:0,7/26/18 11:00
270,10752,10752,HRG 192 F2,F2,41886,43307.79184,43307.45851,39.0166578,-123.0675039,540.05,3D-V Fix,2.2,36,3.6,0.08,Orchard,2018-7-26 12:0:0,7/26/18 12:00
271,10753,10753,HRG 192 F2,F2,41886,43307.83405,43307.50072,39.0157092,-123.0676592,536.62,3D-V Fix,3.4,39,3.52,0.08,Orchard,2018-7-26 13:1:0,7/26/18 13:01
272,10754,10754,HRG 192 F2,F2,41886,43307.87535,43307.54201,39.0151911,-123.0673853,539.28,3D-V Fix,2.4,40,3.6,0.08,Orchard,2018-7-26 14:0:0,7/26/18 14:00
273,10755,10755,HRG 192 F2,F2,41886,43307.91685,43307.58352,39.0151292,-123.0674317,549.35,3D-V Fix,2.4,40,3.6,0.08,Orchard,2018-7-26 15:0:0,7/26/18 15:00
274,10756,10756,HRG 192 F2,F2,41886,43307.95868,43307.62535,39.0150611,-123.0674103,553.95,3D-V Fix,1.8,39,3.6,0.08,Orchard,2018-7-26 16:0:0,7/26/18 16:00
