NA,X.1,X,Device.Name,AnimalID,Device.ID,Date...Time..GMT.,Date...Time..Local.,Latitude,Longitude,Altitude,Fix.Status,DOP,Temp..C.,Main..V.,Back..V.,Capture_Pasture,TimeStamp,TimeStamp1
1004,172,172,HRG 194,A4,41888,43306.12516,43305.79183,39.0354386,-123.0901772,670.45,3D-V Fix,4,29,3.6,3.6,James I,2018-7-24 20:0:0,7/24/18 20:00
1005,173,173,HRG 194,A4,41888,43306.167,43305.83367,39.0373186,-123.0914578,660.72,3D-V Fix,2.4,28,3.52,3.6,James I,2018-7-24 21:0:0,7/24/18 21:00
1006,174,174,HRG 194,A4,41888,43306.20841,43305.87508,39.0373403,-123.0914128,660.94,3D-V Fix,2.6,27,3.6,3.6,James I,2018-7-24 22:0:0,7/24/18 22:00
1007,175,175,HRG 194,A4,41888,43306.25027,43305.91693,39.0371294,-123.0915714,659.63,3D-V Fix,1.8,26,3.52,3.52,James I,2018-7-24 23:0:0,7/24/18 23:00
1008,176,176,HRG 194,A4,41888,43306.29182,43305.95848,39.0372881,-123.0913661,671.28,3D-V Fix,2.4,26,3.6,3.6,James I,2018-7-25 0:0:0,7/25/18 0:00
1009,177,177,HRG 194,A4,41888,43306.33354,43306.00021,39.0383058,-123.0919236,660.51,3D-V Fix,2.2,26,3.52,3.6,James I,2018-7-25 1:0:0,7/25/18 1:00
1010,178,178,HRG 194,A4,41888,43306.37535,43306.04201,39.0372628,-123.0912506,665.21,3D-V Fix,3.2,25,3.52,3.6,James I,2018-7-25 2:0:0,7/25/18 2:00
1011,179,179,HRG 194,A4,41888,43306.41696,43306.08362,39.0353289,-123.0908236,653.74,3D-V Fix,1.8,26,3.52,3.6,James I,2018-7-25 3:0:0,7/25/18 3:00
1012,180,180,HRG 194,A4,41888,43306.45863,43306.1253,39.0353431,-123.0913297,653.36,3D-V Fix,1.6,25,3.52,3.6,James I,2018-7-25 4:0:0,7/25/18 4:00
1013,181,181,HRG 194,A4,41888,43306.50016,43306.16683,39.0353514,-123.0913225,645.9,3D-V Fix,2.2,25,3.52,3.6,James I,2018-7-25 5:0:0,7/25/18 5:00
1014,182,182,HRG 194,A4,41888,43306.54183,43306.2085,39.0353494,-123.0913706,644.59,3D-V Fix,2,24,3.52,3.6,James I,2018-7-25 6:0:0,7/25/18 6:00
1015,183,183,HRG 194,A4,41888,43306.58359,43306.25025,39.0349286,-123.0912617,641.84,3D-V Fix,1.8,25,3.52,3.6,James I,2018-7-25 7:0:0,7/25/18 7:00
1016,184,184,HRG 194,A4,41888,43306.62516,43306.29183,39.0325708,-123.0907419,591.59,3D-V Fix,5.2,25,3.52,3.6,James I,2018-7-25 8:0:0,7/25/18 8:00
1017,185,185,HRG 194,A4,41888,43306.66685,43306.33352,39.0325631,-123.0907828,581.56,3D-V Fix,4.2,25,3.52,3.6,James I,2018-7-25 9:0:0,7/25/18 9:00
1018,186,186,HRG 194,A4,41888,43306.70868,43306.37535,39.0324614,-123.0904417,590.68,3D-V Fix,3.4,28,3.52,3.6,James I,2018-7-25 10:0:0,7/25/18 10:00
1019,187,187,HRG 194,A4,41888,43306.75131,43306.41797,39.0309739,-123.0907478,543.53,3D-V Fix,9.8,31,3.52,3.6,James I,2018-7-25 11:1:0,7/25/18 11:01
1020,188,188,HRG 194,A4,41888,43306.79201,43306.45868,39.03241,-123.0902592,586.61,3D-V Fix,2,35,3.52,3.6,James I,2018-7-25 12:0:0,7/25/18 12:00
1021,189,189,HRG 194,A4,41888,43306.83348,43306.50015,39.0324572,-123.0902617,583.35,3D-V Fix,3.8,38,3.6,3.52,James I,2018-7-25 13:0:0,7/25/18 13:00
1022,190,190,HRG 194,A4,41888,43306.87535,43306.54201,39.0324322,-123.0902747,583.59,3D-V Fix,4.8,39,3.52,3.6,James I,2018-7-25 14:0:0,7/25/18 14:00
1023,191,191,HRG 194,A4,41888,43306.91701,43306.58368,39.0324203,-123.0902536,597.91,3D-V Fix,2.2,41,3.52,3.6,James I,2018-7-25 15:0:0,7/25/18 15:00
1024,192,192,HRG 194,A4,41888,43306.95867,43306.62534,39.0324958,-123.0902297,587.58,3D-V Fix,2.2,41,3.52,3.6,James I,2018-7-25 16:0:0,7/25/18 16:00
1025,193,193,HRG 194,A4,41888,43307.00016,43306.66683,39.0339331,-123.08975,657.52,3D-V Fix,3.6,40,3.6,3.6,James I,2018-7-25 17:0:0,7/25/18 17:00
1026,194,194,HRG 194,A4,41888,43307.04182,43306.70848,39.0347064,-123.0884256,675.48,3D-V Fix,2.4,36,3.6,3.6,James I,2018-7-25 18:0:0,7/25/18 18:00
1027,195,195,HRG 194,A4,41888,43307.08403,43306.75069,39.0346839,-123.0884283,670.6,3D-V Fix,2.2,35,3.52,3.6,James I,2018-7-25 19:1:0,7/25/18 19:01
1028,196,196,HRG 194,A4,41888,43307.12515,43306.79182,39.0349869,-123.0887725,676.76,3D-V Fix,2.8,32,3.6,3.6,James I,2018-7-25 20:0:0,7/25/18 20:00
1029,197,197,HRG 194,A4,41888,43307.16684,43306.83351,39.0366417,-123.0904078,675.63,3D-V Fix,4.8,30,3.6,3.6,James I,2018-7-25 21:0:0,7/25/18 21:00
1030,198,198,HRG 194,A4,41888,43307.20868,43306.87535,39.0367036,-123.0904486,671.89,3D-V Fix,1.8,29,3.52,3.6,James I,2018-7-25 22:0:0,7/25/18 22:00
1031,199,199,HRG 194,A4,41888,43307.25014,43306.91681,39.0370039,-123.0906286,670.49,3D-V Fix,2,28,3.6,3.6,James I,2018-7-25 23:0:0,7/25/18 23:00
1032,200,200,HRG 194,A4,41888,43307.29183,43306.9585,39.0373172,-123.0910608,662.5,3D-V Fix,3,27,3.6,3.6,James I,2018-7-26 0:0:0,7/26/18 0:00
1033,201,201,HRG 194,A4,41888,43307.33373,43307.00039,39.0365694,-123.0910214,653.77,3D-V Fix,2.2,28,3.52,3.6,James I,2018-7-26 1:0:0,7/26/18 1:00
1034,202,202,HRG 194,A4,41888,43307.37515,43307.04182,39.0362878,-123.0911583,687.55,3D-V Fix,4,27,3.6,3.6,James I,2018-7-26 2:0:0,7/26/18 2:00
1035,203,203,HRG 194,A4,41888,43307.41701,43307.08368,39.0361189,-123.0911119,656.69,3D-V Fix,2.4,27,3.52,3.6,James I,2018-7-26 3:0:0,7/26/18 3:00
1036,204,204,HRG 194,A4,41888,43307.45858,43307.12524,39.0358269,-123.0905931,664.92,3D-V Fix,2.6,27,3.52,3.6,James I,2018-7-26 4:0:0,7/26/18 4:00
1037,205,205,HRG 194,A4,41888,43307.50016,43307.16683,39.0357514,-123.0902503,657.8,3D-V Fix,3.8,27,3.52,3.6,James I,2018-7-26 5:0:0,7/26/18 5:00
1038,206,206,HRG 194,A4,41888,43307.54201,43307.20868,39.0357039,-123.09021,667.49,3D-V Fix,2,25,3.52,3.6,James I,2018-7-26 6:0:0,7/26/18 6:00
1039,207,207,HRG 194,A4,41888,43307.58367,43307.25034,39.0357444,-123.0896283,685.75,3D-V Fix,2.4,25,3.52,3.52,James I,2018-7-26 7:0:0,7/26/18 7:00
1040,208,208,HRG 194,A4,41888,43307.62517,43307.29184,39.0360878,-123.0889142,683.21,3D-V Fix,2.8,25,3.52,3.6,James I,2018-7-26 8:0:0,7/26/18 8:00
1041,209,209,HRG 194,A4,41888,43307.6669,43307.33356,39.0360936,-123.0888986,688.76,3D-V Fix,1.6,26,3.52,3.52,James I,2018-7-26 9:0:0,7/26/18 9:00
1042,210,210,HRG 194,A4,41888,43307.70848,43307.37515,39.0369119,-123.0882611,659.26,3D-V Fix,2.6,30,3.52,3.6,James I,2018-7-26 10:0:0,7/26/18 10:00
1043,211,211,HRG 194,A4,41888,43307.75069,43307.41736,39.0379297,-123.0901508,646.92,3D-V Fix,3.6,33,3.52,3.6,James I,2018-7-26 11:0:0,7/26/18 11:00
1044,212,212,HRG 194,A4,41888,43307.79186,43307.45853,39.0380422,-123.0906328,602.92,3D-V Fix,5.4,36,3.52,3.6,James I,2018-7-26 12:0:0,7/26/18 12:00
1045,213,213,HRG 194,A4,41888,43307.83404,43307.50071,39.0380319,-123.0903786,626.57,3D-V Fix,4,37,3.52,3.6,James I,2018-7-26 13:1:0,7/26/18 13:01
1046,214,214,HRG 194,A4,41888,43307.87514,43307.54181,39.0379883,-123.0903481,637.31,3D-V Fix,4.6,38,3.6,3.6,James I,2018-7-26 14:0:0,7/26/18 14:00
1047,215,215,HRG 194,A4,41888,43307.91723,43307.5839,39.0381731,-123.0905789,621.54,3D-V Fix,2.4,37,3.52,3.6,James I,2018-7-26 15:0:0,7/26/18 15:00
1048,216,216,HRG 194,A4,41888,43307.95892,43307.62559,39.0379383,-123.0909711,648.89,3D-V Fix,2,37,3.52,3.6,James I,2018-7-26 16:0:0,7/26/18 16:00
1049,217,217,HRG 194,A4,41888,43308.00035,43307.66701,39.0385161,-123.0909294,634.89,3D-V Fix,2.2,37,3.52,3.6,James I,2018-7-26 17:0:0,7/26/18 17:00
1050,218,218,HRG 194,A4,41888,43308.04179,43307.70846,39.0381128,-123.0905731,621.84,3D-V Fix,2.4,35,3.6,3.6,James I,2018-7-26 18:0:0,7/26/18 18:00
1051,219,219,HRG 194,A4,41888,43308.08391,43307.75058,39.0380044,-123.0905036,623.96,3D-V Fix,2.6,33,3.52,3.6,James I,2018-7-26 19:0:0,7/26/18 19:00
1052,220,220,HRG 194,A4,41888,43308.12516,43307.79183,39.0379156,-123.0905011,623.45,3D-V Fix,4,32,3.6,3.6,James I,2018-7-26 20:0:0,7/26/18 20:00
1053,221,221,HRG 194,A4,41888,43308.16701,43307.83368,39.0366539,-123.0907464,665.99,3D-V Fix,1.8,30,3.52,3.6,James I,2018-7-26 21:0:0,7/26/18 21:00
1054,222,222,HRG 194,A4,41888,43308.20851,43307.87517,39.0366178,-123.0904739,659.84,3D-V Fix,3.2,29,3.52,3.6,James I,2018-7-26 22:0:0,7/26/18 22:00
1055,223,223,HRG 194,A4,41888,43308.25063,43307.91729,39.0366767,-123.0904078,678.78,3D-V Fix,2,29,3.52,3.6,James I,2018-7-26 23:0:0,7/26/18 23:00
1056,224,224,HRG 194,A4,41888,43308.29179,43307.95846,39.0365486,-123.0899086,672.48,3D-V Fix,2.4,28,3.6,3.6,James I,2018-7-27 0:0:0,7/27/18 0:00
1057,225,225,HRG 194,A4,41888,43308.33351,43308.00017,39.0367572,-123.0901564,667.75,3D-V Fix,3,28,3.52,3.52,James I,2018-7-27 1:0:0,7/27/18 1:00
1058,226,226,HRG 194,A4,41888,43308.37569,43308.04236,39.0367078,-123.09027,679.26,3D-V Fix,2.6,28,3.52,3.6,James I,2018-7-27 2:0:0,7/27/18 2:00
1059,227,227,HRG 194,A4,41888,43308.41701,43308.08368,39.0367369,-123.0902628,673.68,3D-V Fix,2,27,3.52,3.6,James I,2018-7-27 3:0:0,7/27/18 3:00
1060,228,228,HRG 194,A4,41888,43308.45846,43308.12513,39.0371828,-123.0907775,668.21,3D-V Fix,2.8,28,3.6,3.6,James I,2018-7-27 4:0:0,7/27/18 4:00
1061,229,229,HRG 194,A4,41888,43308.50016,43308.16683,39.0367772,-123.0924083,638.01,3D-V Fix,2.8,27,3.52,3.6,James I,2018-7-27 5:0:0,7/27/18 5:00
1062,230,230,HRG 194,A4,41888,43308.54201,43308.20868,39.0369133,-123.0927078,632.07,3D-V Fix,2,26,3.52,3.6,James I,2018-7-27 6:0:0,7/27/18 6:00
1063,231,231,HRG 194,A4,41888,43308.58361,43308.25028,39.0368411,-123.0925069,634.02,3D-V Fix,2.2,25,3.52,3.6,James I,2018-7-27 7:0:0,7/27/18 7:00
1064,232,232,HRG 194,A4,41888,43308.62514,43308.29181,39.0368292,-123.0926742,642.02,3D-V Fix,2.6,26,3.52,3.6,James I,2018-7-27 8:0:0,7/27/18 8:00
1065,233,233,HRG 194,A4,41888,43308.66681,43308.33347,39.036635,-123.0923772,635.25,3D-V Fix,3.4,28,3.52,3.6,James I,2018-7-27 9:0:0,7/27/18 9:00
1066,234,234,HRG 194,A4,41888,43308.70867,43308.37534,39.0371675,-123.0927536,630.61,3D-V Fix,2.4,29,3.52,3.6,James I,2018-7-27 10:0:0,7/27/18 10:00
1067,235,235,HRG 194,A4,41888,43308.75014,43308.41681,39.0368097,-123.0930178,614.52,3D-V Fix,3.8,31,3.52,3.6,James I,2018-7-27 11:0:0,7/27/18 11:00
1068,236,236,HRG 194,A4,41888,43308.79199,43308.45866,39.0368347,-123.0930089,625.36,3D-V Fix,1.8,33,3.52,3.6,James I,2018-7-27 12:0:0,7/27/18 12:00
1069,237,237,HRG 194,A4,41888,43308.83346,43308.50013,39.0369378,-123.09131,654.11,3D-V Fix,1.8,37,3.6,3.6,James I,2018-7-27 13:0:0,7/27/18 13:00
1070,238,238,HRG 194,A4,41888,43308.87535,43308.54201,39.03648,-123.0896983,678.7,3D-V Fix,2.4,38,3.52,3.6,James I,2018-7-27 14:0:0,7/27/18 14:00
1071,239,239,HRG 194,A4,41888,43308.91689,43308.58355,39.0365106,-123.0896656,672.92,3D-V Fix,2.4,37,3.6,3.6,James I,2018-7-27 15:0:0,7/27/18 15:00
1072,240,240,HRG 194,A4,41888,43308.95868,43308.62535,39.0365428,-123.0896114,678.03,3D-V Fix,1.6,35,3.52,3.6,James I,2018-7-27 16:0:0,7/27/18 16:00
