"AnimalID","Latitude","Longitude","TimeStamp","Easting","Northing","Sex"
"H4",38.99844,-123.09668,"2018-07-25 07:00:09",491628.124621522,4316607.91327901,"Doe"
"H4",38.99837,-123.09683,"2018-07-25 06:00:39",491615.127308033,4316600.15910696,"Doe"
"H4",38.99854,-123.09677,"2018-07-25 05:00:12",491620.342984932,4316619.01866642,"Doe"
"H4",38.99819,-123.09639,"2018-07-25 04:00:17",491653.207418116,4316580.14388418,"Doe"
"H4",38.99816,-123.09645,"2018-07-25 03:00:40",491648.008252321,4316576.82025422,"Doe"
"H4",38.99814,-123.09613,"2018-07-25 02:00:12",491675.715995971,4316574.57152711,"Doe"
"H4",38.99827,-123.09581,"2018-07-25 01:00:09",491703.441271556,4316588.96855838,"Doe"
"H4",38.99823,-123.09616,"2018-07-25 00:00:40",491673.128722812,4316584.56166696,"Doe"
"H4",38.99832,-123.09672,"2018-07-24 23:01:10",491624.646728029,4316594.60042855,"Doe"
"H4",38.99855,-123.09462,"2018-07-24 22:00:09",491806.52028853,4316619.93269596,"Doe"
"H4",38.99844,-123.09525,"2018-07-24 21:00:09",491751.953584382,4316607.78276111,"Doe"
"H4",38.9976,-123.09539,"2018-07-24 20:00:36",491739.732807785,4316514.57975483,"Doe"
"H4",38.99569,-123.09564,"2018-07-24 19:00:20",491717.861493049,4316302.64777252,"Doe"
"H4",38.99548,-123.09566,"2018-07-24 17:00:18",491716.105069251,4316279.34567703,"Doe"
"H4",38.99548,-123.09576,"2018-07-24 16:00:40",491707.445340467,4316279.3547797,"Doe"
"H4",38.99559,-123.09661,"2018-07-24 15:00:38",491633.850597457,4316291.63934893,"Doe"
"H4",38.99559,-123.09573,"2018-07-24 14:00:10",491710.056092986,4316291.55886036,"Doe"
"H4",38.99551,-123.09521,"2018-07-24 13:00:38",491755.077329843,4316282.63396334,"Doe"
"H4",38.99545,-123.09566,"2018-07-24 12:00:38",491716.101571666,4316276.0165464,"Doe"
"H4",38.99557,-123.0956,"2018-07-24 11:00:13",491721.311392706,4316289.32761198,"Doe"
"H4",38.99495,-123.0955,"2018-07-24 10:01:08",491729.898948301,4316220.51649401,"Doe"
"H4",38.99564,-123.0966,"2018-07-24 09:00:18",491634.722455611,4316297.18698137,"Doe"
"H4",38.99822,-123.09525,"2018-07-24 08:00:09",491751.928043764,4316583.36912454,"Doe"
"H4",38.9988,-123.09509,"2018-07-24 07:00:31",491765.850296963,4316647.71786775,"Doe"
"H4",38.99881,-123.09468,"2018-07-24 06:00:11",491801.35467976,4316648.79057842,"Doe"
"H4",38.99881,-123.09476,"2018-07-24 05:00:38",491794.427221466,4316648.79778541,"Doe"
"H4",38.99884,-123.09525,"2018-07-24 04:00:37",491752.000022182,4316652.1711936,"Doe"
"H4",38.9988,-123.0958,"2018-07-24 03:00:10",491704.369095666,4316647.78231938,"Doe"
"H4",38.99853,-123.09625,"2018-07-24 02:01:08",491665.37046234,4316617.86122499,"Doe"
"H4",38.99826,-123.09649,"2018-07-24 01:00:12",491644.556251922,4316587.92103166,"Doe"
"H4",38.99862,-123.09603,"2018-07-24 00:00:11",491684.431581951,4316627.82850593,"Doe"
"H4",38.99856,-123.09607,"2018-07-23 23:00:39",491680.960817882,4316621.17389517,"Doe"
"H4",38.99848,-123.0965,"2018-07-23 22:00:10",491643.716188743,4316612.33558633,"Doe"
"H4",38.99815,-123.09654,"2018-07-23 21:00:10",491640.213613696,4316575.71880325,"Doe"
"H4",38.99805,-123.09624,"2018-07-23 20:00:39",491666.180093923,4316564.59419351,"Doe"
"H4",38.99781,-123.09632,"2018-07-23 19:00:15",491659.224386211,4316537.96846273,"Doe"
"H4",38.99794,-123.09624,"2018-07-23 18:00:11",491666.167190976,4316552.38737585,"Doe"
"H4",38.99766,-123.09649,"2018-07-23 17:00:41",491644.485689446,4316521.33839019,"Doe"
"H4",38.99779,-123.09653,"2018-07-23 16:00:38",491641.037198992,4316535.76830016,"Doe"
"H4",38.99797,-123.09678,"2018-07-23 15:00:38",491619.409813089,4316555.76607413,"Doe"
"H4",38.99786,-123.0968,"2018-07-23 14:00:11",491617.664950013,4316543.56109771,"Doe"
"H4",38.99796,-123.09688,"2018-07-23 13:00:38",491610.749206929,4316554.6655728,"Doe"
"H4",38.99758,-123.09748,"2018-07-23 12:01:02",491558.747499417,4316512.55202356,"Doe"
"H4",38.99582,-123.09685,"2018-07-23 11:00:38",491613.09442896,4316317.18476424,"Doe"
"H4",38.9986,-123.09613,"2018-07-23 10:00:10",491675.769892513,4316625.61822238,"Doe"
"H4",38.99849,-123.0966,"2018-07-23 09:00:40",491635.058002952,4316613.45447989,"Doe"
"H4",38.99847,-123.09657,"2018-07-23 08:00:15",491637.653457483,4316611.23230248,"Doe"
"H4",38.9983,-123.09632,"2018-07-23 07:00:10",491659.281910824,4316592.34428743,"Doe"
"H4",38.99822,-123.09634,"2018-07-23 06:00:38",491657.540640035,4316583.46843382,"Doe"
"H4",38.99817,-123.09597,"2018-07-23 05:00:38",491689.574552459,4316577.88604298,"Doe"
"H4",38.99816,-123.09603,"2018-07-23 04:00:10",491684.377741453,4316576.78181052,"Doe"
"H4",38.99542,-123.09606,"2018-07-23 03:01:02",491681.459129668,4316272.72388352,"Doe"
"H4",38.99466,-123.09884,"2018-07-23 02:00:12",491440.626913465,4316188.64356675,"Doe"
"H4",38.99434,-123.09961,"2018-07-23 01:00:38",491373.907383577,4316153.2055093,"Doe"
"H4",38.99468,-123.10047,"2018-07-23 00:00:10",491299.47415076,4316191.01747525,"Doe"
"H4",38.99456,-123.09908,"2018-07-22 23:00:09",491419.831248904,4316177.56905416,"Doe"
"H4",38.99373,-123.1006,"2018-07-22 22:00:39",491288.099902929,4316085.60745484,"Doe"
"H4",38.9946,-123.09904,"2018-07-22 21:00:40",491423.300013471,4316182.00412593,"Doe"
"H4",38.9946,-123.09885,"2018-07-22 20:00:09",491439.753702265,4316181.98624639,"Doe"
"H4",38.99462,-123.09917,"2018-07-22 19:00:09",491412.044643625,4316184.23579922,"Doe"
"H4",38.99493,-123.09742,"2018-07-22 17:00:21",491563.6285401,4316218.47321391,"Doe"
"H4",38.99433,-123.0973,"2018-07-22 16:00:38",491573.949145504,4316151.87949874,"Doe"
"H4",38.99501,-123.09731,"2018-07-22 15:00:40",491573.163803262,4316227.34070888,"Doe"
"H4",38.99503,-123.09714,"2018-07-22 14:00:09",491587.887807486,4316229.54440971,"Doe"
"H4",38.99497,-123.09733,"2018-07-22 13:00:38",491571.42710122,4316222.90371951,"Doe"
"H4",38.9953,-123.09718,"2018-07-22 12:00:38",491584.455872243,4316259.51028033,"Doe"
"H4",38.99511,-123.09678,"2018-07-22 11:00:38",491619.072464798,4316238.38889336,"Doe"
"H4",38.99562,-123.09684,"2018-07-22 10:01:02",491613.936792707,4316294.98963785,"Doe"
"H4",38.99792,-123.0964,"2018-07-22 09:00:11",491652.309754699,4316550.18261185,"Doe"
"H4",38.99812,-123.09602,"2018-07-22 08:01:03",491685.239000401,4316572.34205435,"Doe"
"H4",38.99816,-123.09645,"2018-07-22 07:00:16",491648.008252321,4316576.82025422,"Doe"
"H4",38.99807,-123.09663,"2018-07-22 06:00:35",491632.410728614,4316566.84938495,"Doe"
"H4",38.99804,-123.09647,"2018-07-22 05:00:56",491646.262262272,4316563.50556044,"Doe"
"H4",38.99803,-123.09623,"2018-07-22 04:00:11",491667.043689731,4316562.37385682,"Doe"
"H4",38.99791,-123.09546,"2018-07-22 03:01:38",491733.707246462,4316548.98713782,"Doe"
"H4",38.99575,-123.09527,"2018-07-22 02:00:08",491749.909361489,4316309.27244384,"Doe"
